step,action,action_vec_norm,obs_norm,free_energy,confidence,cycle_count,frame_mean,elapsed_ms
119,3,1.624230,0.447276,19.685849,0.917381,120,2.904236,13.515
120,1,1.899547,0.460439,19.491921,0.917502,121,2.904236,46.420
121,0,1.647045,0.448423,19.438052,0.917822,122,2.890564,13.597
122,2,1.519782,0.588431,19.502298,0.917590,123,2.947144,13.647
123,3,1.400630,0.550006,19.396573,0.917744,124,2.906128,13.669
124,1,1.589241,0.518066,19.583766,0.917916,125,2.931580,13.476
125,0,1.488490,0.535042,19.563308,0.918352,126,2.859436,49.817
126,1,1.451699,0.581308,19.592677,0.917021,127,2.890564,13.180
127,0,1.501303,0.576786,19.311277,0.917391,128,2.933472,13.185
128,3,1.667315,0.536271,19.275700,0.917297,129,2.890564,13.242
129,2,1.402456,0.499001,19.531914,0.917624,130,2.933472,13.171
130,2,1.684967,0.517753,19.611401,0.917160,131,2.861328,13.377
131,1,1.524033,0.688360,19.530920,0.918104,132,2.832092,13.135
132,0,1.769396,0.656854,19.876026,0.917655,133,2.888672,13.245
133,1,1.418823,0.468884,19.719469,0.917678,134,2.900452,13.243
134,2,1.377944,0.525930,19.793646,0.918251,135,2.863220,48.858
135,3,1.033959,0.642810,19.799780,0.916604,136,2.904236,13.303
136,3,1.342049,0.597914,19.592720,0.916950,137,2.890564,13.204
137,2,1.560898,0.487389,19.520919,0.917051,138,2.947144,13.849
138,0,1.311784,0.429007,19.370392,0.916881,139,2.826416,13.270
139,0,1.139043,0.491623,19.519813,0.917099,140,2.812744,13.223
140,2,1.543967,0.556111,19.537263,0.917284,141,2.875000,13.355
141,0,1.433615,0.485080,19.595089,0.917277,142,2.888672,13.317
142,2,1.478878,0.468665,19.305664,0.917213,143,2.806641,13.304
143,1,1.548830,0.559247,19.225430,0.917134,144,2.906128,13.278
144,1,1.790500,0.589417,19.584958,0.916909,145,2.904236,45.815
145,2,1.631579,0.504440,19.436712,0.917099,146,2.906128,13.409
146,0,1.425815,0.756480,19.362809,0.914762,147,2.888672,13.311
147,0,1.259767,0.578893,19.475316,0.916541,148,2.917908,17.258
148,0,1.618541,0.612178,19.675115,0.917912,149,2.919800,13.246
149,1,1.530673,0.398761,19.924627,0.917580,150,2.935364,41.726
150,2,1.174746,0.561920,20.254300,0.917350,151,2.876892,13.575
151,3,1.436694,0.585364,19.959316,0.917052,152,2.869324,13.347
152,3,1.639706,0.615322,19.964523,0.917449,153,2.906128,13.241
153,0,1.477486,0.507291,19.826308,0.916949,154,2.892456,13.544
154,0,1.476694,0.642890,19.853527,0.916755,155,2.904236,41.793
155,1,1.477675,0.532513,19.951199,0.917330,156,2.947144,13.442
156,0,1.203825,0.467077,19.534755,0.917655,157,2.857544,13.427
157,0,1.880360,0.450558,19.400660,0.917194,158,2.888672,13.174
158,0,1.318997,0.525138,19.528466,0.917218,159,2.875000,13.174
159,3,1.758047,0.393239,19.827854,0.917276,160,2.890564,49.740
160,3,1.359971,0.519279,19.941452,0.917334,161,2.902344,18.902
161,2,1.584678,0.598701,19.719794,0.916716,162,2.875000,13.240
162,2,1.337663,0.565821,19.626519,0.915790,163,2.904236,13.241
163,1,1.402255,0.525122,19.354714,0.916534,164,2.861328,13.202
164,0,1.623374,0.696854,19.270551,0.915923,165,2.841980,13.230
165,0,1.291133,0.775705,19.106824,0.916144,166,2.890564,13.229
166,3,1.903767,0.675784,18.904154,0.916230,167,2.894348,13.424
167,1,1.597829,0.654599,18.796991,0.917733,168,2.919800,13.332
168,3,0.811178,0.732552,18.743118,0.916843,169,2.904236,13.529
169,0,1.862685,0.647368,18.888711,0.917006,170,2.873108,13.365
170,1,1.358929,0.550286,18.927017,0.918019,171,2.873108,13.443
171,2,1.429427,0.474071,18.733246,0.917931,172,2.861328,13.769
172,3,1.662802,0.485674,18.713622,0.916123,173,2.876892,13.415
173,3,1.465763,0.739224,18.719776,0.916566,174,2.873108,42.265
174,3,1.043566,0.631865,18.824988,0.916824,175,2.890564,17.705
175,0,1.703042,0.671876,18.884222,0.916375,176,2.916016,13.485
176,1,1.537124,0.621633,18.651913,0.917243,177,2.906128,13.574
177,0,1.748492,0.544068,18.693792,0.916642,178,2.863220,13.658
178,0,1.729735,0.678714,18.900193,0.916760,179,2.843872,46.031
179,3,1.464978,0.612249,18.985258,0.918028,180,2.890564,13.443
180,2,1.540929,0.572329,19.073387,0.917495,181,2.931580,13.603
181,1,1.879002,0.575257,18.898148,0.917505,182,2.906128,13.459
182,2,1.340916,0.610787,18.734744,0.916843,183,2.906128,13.380
183,1,1.394681,0.674104,19.105931,0.916758,184,2.830200,50.134
184,1,1.567361,0.569469,19.124654,0.918005,185,2.876892,13.573
185,2,1.178797,0.623749,19.238502,0.917563,186,2.904236,13.444
186,1,1.386302,0.603772,19.043318,0.917121,187,2.935364,13.548
187,1,1.528907,0.540482,19.016816,0.916942,188,2.890564,13.633
188,3,1.498851,0.559937,19.244665,0.916416,189,2.859436,51.273
189,0,1.264387,0.425922,19.198883,0.917974,190,2.908020,13.696
190,3,1.436778,0.619332,19.049465,0.917080,191,2.906128,13.367
191,2,1.529502,0.559607,19.100958,0.917417,192,2.919800,13.766
192,2,1.643251,0.495410,19.035285,0.917626,193,2.847656,45.652
193,0,1.368579,0.548651,19.010719,0.917227,194,2.812744,13.689
194,0,1.458290,0.450630,19.092131,0.917799,195,2.878784,13.183
195,1,1.343986,0.541493,19.166205,0.917159,196,2.902344,13.230
196,3,1.434293,0.529456,19.076794,0.916576,197,2.890564,13.187
197,0,1.617566,0.621334,19.228737,0.916448,198,2.875000,45.861
198,1,1.596011,0.661802,19.391123,0.917072,199,2.888672,13.282
199,1,1.209100,0.577819,19.265348,0.916765,200,2.890564,13.247
200,0,1.265685,0.529449,20.188289,0.917963,201,2.917908,14.038
201,2,1.594499,0.620717,20.174211,0.916807,202,2.847656,13.259
202,1,1.763543,0.484444,20.251307,0.917171,203,2.876892,13.225
203,0,1.593055,0.454899,20.011452,0.916580,204,2.828308,13.170
204,0,1.554198,0.569960,19.760130,0.917005,205,2.931580,13.230
205,1,1.393206,0.628946,19.939317,0.917144,206,2.933472,13.145
206,2,1.433387,0.524870,19.738832,0.916415,207,2.906128,13.247
207,3,1.251564,0.532253,19.554303,0.917259,208,2.812744,13.274
208,3,1.404200,0.602795,19.592578,0.916548,209,2.890564,13.205
209,1,1.360961,0.616728,19.587948,0.918156,210,2.853760,13.198
210,1,1.547509,0.585691,19.680904,0.916796,211,2.890564,13.367
211,0,1.511811,0.551408,19.721626,0.917558,212,2.875000,45.702
212,1,1.836144,0.555145,19.899534,0.917574,213,2.921692,13.215
213,0,1.240525,0.685300,19.825933,0.917896,214,2.904236,13.252
214,2,1.516897,0.639182,19.737013,0.917075,215,2.826416,13.391
215,2,1.830593,0.622869,20.015390,0.917829,216,2.906128,13.250
216,3,1.923561,0.592943,20.158469,0.917287,217,2.890564,45.698
217,2,1.254942,0.558631,20.228074,0.917299,218,2.919800,13.155
218,1,1.446197,0.624955,20.199185,0.917376,219,2.933472,13.833
219,3,1.565250,0.594105,20.092362,0.917343,220,2.812744,13.201
220,1,1.283478,0.473403,19.874343,0.916304,221,2.888672,13.387
221,0,1.298657,0.512363,19.526306,0.916526,222,2.863220,49.809
222,3,1.759056,0.488817,19.513137,0.915898,223,2.931580,13.593
223,2,1.377320,0.615770,19.360216,0.916457,224,2.919800,13.220
224,2,1.562054,0.623798,19.124241,0.916932,225,2.863220,13.202
225,1,1.345890,0.631196,18.947456,0.916674,226,2.892456,13.149
226,1,1.379415,0.724340,18.770321,0.918341,227,2.888672,45.948
227,1,1.552721,0.627077,18.922125,0.917150,228,2.890564,13.443
228,3,1.533161,0.632066,18.957430,0.916976,229,2.935364,13.443
229,2,1.561745,0.630138,18.934872,0.917090,230,2.908020,13.470
230,2,1.810411,0.602322,19.039347,0.917834,231,2.863220,50.201
231,1,1.642289,0.647179,19.081344,0.917400,232,2.916016,13.518
232,1,1.470756,0.585183,18.969537,0.917391,233,2.873108,13.576
233,1,1.716097,0.587395,18.938609,0.916979,234,2.931580,13.505
234,0,1.352693,0.509801,18.927385,0.917180,235,2.888672,13.655
235,1,1.791937,0.607236,19.053538,0.917812,236,2.906128,50.113
236,0,1.501037,0.548098,19.298941,0.917016,237,2.917908,13.537
237,2,1.551909,0.719534,19.313406,0.917382,238,2.863220,13.512
238,2,1.409802,0.591998,19.297200,0.917705,239,2.888672,13.547
239,3,1.297334,0.645145,19.304529,0.916943,240,2.799072,14.043
240,3,1.208361,0.517772,19.332270,0.918113,241,2.935364,46.217
241,3,1.890845,0.564362,19.472273,0.917372,242,2.906128,13.550
242,3,1.262123,0.548629,19.619805,0.916263,243,2.890564,13.614
243,3,1.875648,0.500202,19.697237,0.918126,244,2.904236,13.270
244,1,1.466690,0.466261,19.491510,0.917334,245,2.812744,13.367
245,3,1.462826,0.587861,19.343533,0.917338,246,2.904236,13.225
246,2,1.791980,0.508188,19.336452,0.917071,247,2.949036,13.189
247,0,1.541682,0.510142,19.512343,0.916398,248,2.863220,13.199
248,0,1.249783,0.497230,19.532754,0.917229,249,2.859436,13.248
249,1,1.633425,0.559067,19.340490,0.917224,250,2.921692,13.683
250,3,1.323181,0.417105,19.196788,0.917057,251,2.890564,13.347
251,0,1.734207,0.575723,19.200134,0.916829,252,2.814636,13.206
252,3,1.542415,0.512108,19.266786,0.916756,253,2.876892,13.172
253,2,1.424720,0.472149,19.262576,0.916851,254,2.904236,13.260
254,2,1.397527,0.547626,19.205789,0.916486,255,2.904236,49.671
255,0,1.477716,0.492639,19.101644,0.916792,256,2.861328,13.226
256,1,2.022505,0.574490,19.304288,0.916569,257,2.917908,13.717
257,1,1.718800,0.678462,19.402357,0.915790,258,2.871216,13.280
258,1,1.655264,0.541514,19.463869,0.914785,259,2.857544,13.214
259,2,1.697536,0.529885,19.719555,0.916761,260,2.917908,46.044
260,2,1.701468,0.726815,19.618709,0.916613,261,2.919800,13.382
261,2,1.532439,0.611133,19.578473,0.916167,262,2.890564,13.443
262,2,1.076531,0.493385,19.373855,0.917366,263,2.888672,13.252
263,0,1.786586,0.612936,19.520095,0.916410,264,2.902344,13.292
264,2,1.434808,0.549946,19.557263,0.917271,265,2.841980,13.546
265,2,1.381224,0.460722,19.425303,0.917508,266,2.888672,13.632
266,0,1.316963,0.623191,19.326640,0.917224,267,2.919800,13.589
267,2,1.486804,0.588907,19.308266,0.917919,268,2.931580,13.431
268,2,1.677941,0.628838,19.465737,0.917371,269,2.861328,46.186
269,2,1.588226,0.599635,19.221329,0.917198,270,2.890564,13.475
270,2,1.957795,0.589219,19.312649,0.917421,271,2.931580,13.332
271,2,1.222528,0.595988,19.562209,0.918241,272,2.888672,13.272
272,1,1.111530,0.704339,19.431700,0.916465,273,2.892456,13.765
273,3,1.563651,0.690090,19.385116,0.916871,274,2.921692,45.672
274,2,1.539035,0.547567,19.209176,0.916575,275,2.904236,13.771
275,1,1.659620,0.472118,19.188424,0.917315,276,2.947144,13.161
276,2,1.502153,0.566713,19.380133,0.918404,277,2.843872,13.215
277,0,1.344113,0.487067,19.343668,0.917484,278,2.888672,13.129
278,3,1.644755,0.534577,19.274984,0.916990,279,2.875000,45.720
279,0,1.471901,0.597615,19.054680,0.917357,280,2.890564,13.238
280,3,1.777638,0.435638,18.748401,0.917064,281,2.947144,13.934
281,0,1.382408,0.535693,19.110464,0.916862,282,2.906128,13.283
282,2,1.839757,0.527386,19.033261,0.916750,283,2.859436,13.309
283,1,1.520158,0.592674,19.063627,0.916622,284,2.892456,41.801
284,1,1.670316,0.636334,19.108559,0.916829,285,2.902344,13.234
285,2,1.746197,0.606143,19.199377,0.916810,286,2.931580,13.288
286,1,1.486768,0.645111,19.143408,0.916531,287,2.906128,13.123
287,1,1.153080,0.543949,19.132232,0.916046,288,2.890564,13.214
288,0,1.827218,0.526021,18.963269,0.916219,289,2.873108,13.289
289,0,1.379988,0.483107,19.167630,0.917472,290,2.861328,13.290
290,1,1.614191,0.485493,19.259236,0.917268,291,2.931580,13.871
291,3,1.416097,0.581704,19.054624,0.917302,292,2.906128,14.001
292,1,1.717529,0.582483,19.137919,0.916785,293,2.888672,13.619
293,0,1.584024,0.618097,19.331092,0.916897,294,2.917908,46.144
294,1,1.532834,0.505109,19.320212,0.917369,295,2.904236,13.595
295,1,1.574100,0.564586,19.237955,0.917684,296,2.884888,13.553
296,1,1.294485,0.538486,19.117846,0.917610,297,2.892456,13.672
297,3,1.331599,0.641524,19.146352,0.917134,298,2.890564,13.556
298,0,1.654041,0.752262,19.460167,0.916581,299,2.863220,46.458
299,3,1.799282,0.727166,19.719593,0.916681,300,2.890564,13.663
300,0,1.735588,0.616604,19.022431,0.917402,301,2.919800,13.608
301,3,1.779039,0.534632,18.941744,0.916887,302,2.906128,13.531
302,3,1.499353,0.660492,18.964159,0.917855,303,2.876892,13.401
303,2,1.424380,0.533892,19.174171,0.917173,304,2.855652,13.342
304,3,1.516155,0.517949,19.397931,0.917072,305,2.919800,13.351
305,0,1.956952,0.577749,19.395049,0.917126,306,2.904236,13.299
306,1,1.362934,0.608616,19.482737,0.917056,307,2.890564,45.869
307,1,1.167472,0.565936,19.456386,0.916755,308,2.890564,13.352
308,3,1.557949,0.537235,19.408054,0.916307,309,2.892456,13.480
309,1,1.089275,0.563871,19.522016,0.916009,310,2.890564,13.313
310,3,1.382738,0.607115,19.464085,0.916301,311,2.904236,13.795
311,1,1.622788,0.645217,19.622754,0.917087,312,2.843872,46.769
312,0,1.778486,0.585800,19.560120,0.916024,313,2.919800,13.352
313,1,1.414960,0.558747,19.638015,0.917002,314,2.917908,13.687
314,2,1.492392,0.566892,19.587056,0.916000,315,2.904236,13.362
315,0,1.607684,0.549935,19.620342,0.916085,316,2.863220,13.288
316,1,1.762426,0.558980,19.830660,0.916915,317,2.919800,45.869
317,2,1.590760,0.716075,19.688371,0.917238,318,2.890564,13.299
318,1,1.913108,0.504827,19.680166,0.917559,319,2.878784,13.264
319,0,1.649487,0.601696,19.561221,0.917580,320,2.855652,13.324
320,0,1.491188,0.525180,19.374363,0.917393,321,2.904236,13.492
321,3,1.493509,0.506161,19.418575,0.916580,322,2.875000,13.511
322,1,2.199064,0.525365,19.481854,0.916695,323,2.933472,13.311
323,2,1.453526,0.584834,19.559229,0.916420,324,2.904236,13.388
324,3,1.318660,0.477694,19.605594,0.917890,325,2.919800,13.343
325,1,1.726389,0.579521,19.639149,0.917940,326,2.863220,45.774
326,0,1.676385,0.498412,19.360553,0.916683,327,2.904236,13.422
327,1,2.037204,0.632725,19.200329,0.917245,328,2.812744,13.256
328,2,1.663508,0.629196,19.237145,0.917906,329,2.890564,13.358
329,1,1.072582,0.596022,19.351456,0.918369,330,2.876892,13.367
330,3,1.692899,0.496014,19.642648,0.915726,331,2.863220,45.990
331,2,1.640451,0.664941,19.774457,0.917112,332,2.931580,13.399
332,2,1.352747,0.502066,19.873366,0.917081,333,2.904236,13.494
333,0,1.650627,0.590220,19.828628,0.916904,334,2.875000,13.525
334,2,1.669658,0.589468,19.872102,0.916702,335,2.904236,13.617
335,3,1.539240,0.522194,19.738741,0.916711,336,2.841980,46.095
336,3,1.588162,0.566735,19.463996,0.916880,337,2.861328,13.579
337,3,1.524787,0.642228,19.355623,0.917587,338,2.931580,13.620
338,1,1.817614,0.620307,19.317617,0.917161,339,2.906128,13.649
339,1,1.420550,0.580119,19.218670,0.916851,340,2.859436,13.529
340,0,1.569814,0.490301,19.131233,0.917916,341,2.845764,50.258
341,1,1.496983,0.662820,19.289037,0.917098,342,2.855652,13.693
342,2,1.238900,0.641231,19.460684,0.917801,343,2.962708,13.589
343,1,1.593650,0.684722,19.471838,0.915847,344,2.906128,14.263
344,2,1.427066,0.627163,19.632476,0.916056,345,2.906128,54.492
345,1,1.563308,0.614446,19.684393,0.916586,346,2.875000,14.047
346,3,1.546719,0.543342,19.555788,0.917319,347,2.876892,13.839
347,2,1.493241,0.629140,19.482416,0.916020,348,2.962708,13.943
348,2,1.459367,0.667485,19.362434,0.915934,349,2.873108,56.897
349,1,1.622796,0.767954,19.426598,0.915433,350,2.890564,18.872
350,2,1.224822,0.605149,19.432023,0.917396,351,2.884888,14.178
351,1,1.634211,0.573083,19.566619,0.917564,352,2.904236,14.137
352,2,1.567279,0.584811,19.691046,0.915962,353,2.904236,46.127
353,1,1.398958,0.616793,19.638732,0.917441,354,2.812744,13.362
354,2,1.813929,0.575559,19.552884,0.917012,355,2.890564,13.297
355,2,1.454559,0.530380,19.659162,0.916905,356,2.863220,13.309
356,2,1.753652,0.612031,19.571583,0.916513,357,2.904236,13.378
357,3,1.574431,0.498816,19.404347,0.917538,358,2.904236,45.765
358,1,1.313595,0.451429,19.431211,0.916876,359,2.890564,13.395
359,1,1.693767,0.571053,19.416105,0.916537,360,2.890564,13.343
360,3,1.413903,0.502083,19.429625,0.917797,361,2.908020,13.588
361,2,1.066518,0.649027,19.132419,0.917686,362,2.876892,13.301
362,1,1.341259,0.485375,19.211610,0.917867,363,2.840088,49.805
363,2,1.336961,0.489817,19.239843,0.917282,364,2.888672,13.282
364,0,1.971802,0.618055,19.313589,0.917402,365,2.828308,13.257
365,0,1.820558,0.676729,19.275408,0.916430,366,2.904236,13.338
366,1,1.493196,0.492542,19.255082,0.917192,367,2.919800,13.254
367,3,1.387570,0.444287,19.334614,0.917047,368,2.876892,13.378
368,3,1.541351,0.525862,19.464125,0.917859,369,2.894348,13.257
369,2,1.401877,0.466473,19.602467,0.918144,370,2.917908,13.369
370,1,1.270882,0.456281,19.551177,0.914077,371,2.826416,13.969
371,3,1.876408,0.579723,19.652338,0.916429,372,2.892456,45.778
372,3,1.507069,0.624982,19.507692,0.917118,373,2.888672,13.328
373,0,1.636573,0.636292,19.400832,0.917805,374,2.904236,13.353
374,2,1.551562,0.545873,19.394494,0.917547,375,2.892456,13.840
375,2,1.198057,0.563986,19.409310,0.916183,376,2.878784,13.308
376,2,1.375967,0.490068,19.391118,0.918084,377,2.917908,45.776
377,3,1.176764,0.502713,19.328477,0.917634,378,2.890564,13.332
378,1,1.267522,0.479051,19.274542,0.916445,379,2.828308,13.713
379,3,1.448033,0.534730,19.271096,0.916528,380,2.933472,13.297
380,0,1.184932,0.499379,19.089733,0.917561,381,2.904236,13.491
381,0,1.396302,0.524424,19.128652,0.917644,382,2.875000,46.042
382,2,1.090342,0.628998,18.933855,0.916455,383,2.876892,13.603
383,2,1.192328,0.560646,18.984954,0.917073,384,2.902344,13.445
384,0,1.720816,0.503870,19.158509,0.916998,385,2.890564,13.740
385,0,1.731001,0.716360,19.043842,0.916742,386,2.904236,13.600
386,0,1.465772,0.509565,19.006618,0.917524,387,2.917908,13.658
387,3,1.574558,0.562516,18.937176,0.916979,388,2.863220,13.615
388,3,1.586129,0.677760,18.964796,0.916871,389,2.878784,13.682
389,2,1.412976,0.731998,19.084324,0.917216,390,2.873108,13.615
390,0,1.474857,0.599073,19.051338,0.916725,391,2.890564,46.209
391,2,1.461890,0.591587,19.224326,0.916607,392,2.888672,13.869
392,2,1.456176,0.614785,19.246271,0.917588,393,2.904236,13.902
393,2,1.335987,0.526312,19.449617,0.917594,394,2.902344,13.674
394,0,1.774062,0.384631,19.162079,0.917663,395,2.908020,13.576
395,2,1.643505,0.595114,19.357599,0.917090,396,2.861328,46.044
396,0,1.959894,0.534223,19.289762,0.917348,397,2.888672,13.581
