step,action,action_bin,action_vec_norm,free_energy,confidence,obs_norm,frame_mean,beta,info_gain
675,2,5,2.677053,38.447858,0.902802,1.000000,7.631531,0.732502,0.767780
676,3,1,2.337837,38.395594,0.902190,1.000000,7.631531,0.732106,0.637655
677,2,5,2.454147,38.496009,0.902933,1.000000,7.631531,0.731710,0.910953
678,0,5,2.605799,38.414225,0.902816,1.000000,7.631531,0.731314,0.907363
679,1,6,2.409156,38.323912,0.902922,1.000000,7.631531,0.730918,0.755723
680,0,4,2.565036,38.294820,0.902446,1.000000,7.631531,0.730522,0.808220
681,1,1,2.508940,38.463168,0.902230,1.000000,7.631531,0.730126,0.655979
682,1,6,2.509342,38.605492,0.902519,1.000000,7.631531,0.729730,0.811027
683,2,6,2.418390,38.770708,0.902646,1.000000,7.631531,0.729334,0.813947
684,0,4,2.715796,38.760554,0.902959,1.000000,7.631531,0.728938,0.831915
685,2,6,2.358138,38.741714,0.903116,1.000000,7.631531,0.728542,0.815758
686,1,0,2.255883,38.684070,0.902445,1.000000,7.631531,0.728146,0.482327
687,1,6,2.627740,38.708908,0.902627,1.000000,7.631531,0.727750,0.651737
688,1,6,2.278523,38.855273,0.902557,1.000000,7.631531,0.727354,0.656153
689,0,5,2.472284,38.814060,0.902810,1.000000,7.631531,0.726958,0.701122
690,0,3,2.388301,38.993268,0.902872,1.000000,7.631531,0.726562,0.976441
691,1,7,2.151803,38.942985,0.902122,1.000000,7.631531,0.726166,0.813779
692,0,3,2.385599,38.911776,0.902404,1.000000,7.631531,0.725770,1.009429
693,0,5,2.586026,38.856271,0.902870,1.000000,7.631531,0.725374,0.546277
694,1,6,2.418430,38.981847,0.902541,1.000000,7.631531,0.724978,0.575520
695,1,6,2.365134,39.208523,0.902926,1.000000,7.631531,0.724582,0.528929
696,0,2,2.773500,38.995693,0.902355,1.000000,7.631531,0.724186,0.595360
697,0,5,2.321452,38.820198,0.902254,1.000000,7.631531,0.723790,0.591047
698,1,0,2.596997,38.915585,0.902426,1.000000,7.631531,0.723394,0.480952
699,3,1,2.167183,38.885381,0.903187,1.000000,7.631531,0.722998,0.671960
700,0,2,2.189577,39.350942,0.902688,1.000000,7.631531,0.722602,0.438473
701,0,3,2.823969,39.348662,0.902410,1.000000,7.631531,0.722206,1.011710
702,1,6,2.644352,39.242806,0.902112,1.000000,7.631531,0.721810,0.454294
703,0,3,2.581586,39.450116,0.903027,1.000000,7.631531,0.721414,0.983062
704,0,4,2.469260,39.292319,0.902751,1.000000,7.631531,0.721018,0.773502
705,0,4,2.585255,39.379947,0.902918,1.000000,7.631531,0.720622,0.786827
706,1,7,2.764621,39.494902,0.902632,1.000000,7.631531,0.720226,0.706145
707,0,3,2.311188,39.863127,0.902725,1.000000,7.631531,0.719830,0.974792
708,0,4,2.402937,39.869325,0.902205,1.000000,7.631531,0.719434,0.716355
709,1,7,2.353536,39.597329,0.902733,1.000000,7.631531,0.719038,0.681648
710,0,3,2.381799,39.607264,0.902468,1.000000,7.631531,0.718642,0.952762
711,0,5,2.231848,39.785379,0.902470,1.000000,7.631531,0.718246,0.693109
712,1,7,2.596202,39.754951,0.902908,1.000000,7.631531,0.717850,0.615393
713,0,5,2.674009,39.328465,0.902501,1.000000,7.631531,0.717454,0.834554
714,0,3,2.421789,39.250649,0.902055,1.000000,7.631531,0.717058,0.905864
715,1,0,2.376431,39.121608,0.903140,1.000000,7.631531,0.716662,0.423082
716,0,4,2.716786,39.018976,0.902520,1.000000,7.631531,0.716266,0.579752
717,0,3,3.147651,38.990576,0.902926,1.000000,7.631531,0.715870,0.709480
718,0,4,2.761102,38.946866,0.902923,1.000000,7.631531,0.715474,0.587904
719,3,2,2.510094,38.770141,0.902434,1.000000,7.631531,0.715078,0.462915
720,0,5,2.678414,38.861793,0.902606,1.000000,7.631531,0.714682,0.566610
721,1,6,2.507011,39.062442,0.903215,1.000000,7.631531,0.714286,0.501473
722,1,7,1.853932,38.693072,0.902719,1.000000,7.631531,0.713890,0.884800
723,3,1,2.192964,38.891178,0.902831,1.000000,7.631531,0.713494,0.723154
724,0,3,2.284541,38.667173,0.902461,1.000000,7.631531,0.713098,0.585815
725,0,4,3.119848,38.736364,0.902490,1.000000,7.631531,0.712702,0.415273
726,2,5,2.778942,38.509711,0.902258,1.000000,7.631531,0.712306,0.589950
727,1,0,2.447557,38.751525,0.902878,1.000000,7.631531,0.711910,0.450602
728,0,2,2.396526,38.911239,0.902492,1.000000,7.631531,0.711514,0.477836
729,0,3,2.088297,38.732858,0.902169,1.000000,7.631531,0.711118,0.750992
730,0,4,2.920345,38.900735,0.902309,1.000000,7.631531,0.710722,0.514580
731,0,4,2.258401,38.851760,0.902493,1.000000,7.631531,0.710326,0.613829
732,0,5,2.380989,38.678519,0.902019,1.000000,7.631531,0.709930,0.492440
733,1,7,2.251763,38.669606,0.902552,1.000000,7.631531,0.709534,0.887372
734,1,6,2.538214,38.794692,0.902518,1.000000,7.631531,0.709138,0.460939
735,1,7,2.296338,38.693428,0.902548,1.000000,7.631531,0.708742,0.816466
736,1,6,2.549127,38.775011,0.902439,1.000000,7.631531,0.708346,0.460883
737,0,4,2.816230,38.640171,0.902223,1.000000,7.631531,0.707950,0.562113
738,1,6,2.339946,38.663291,0.902073,1.000000,7.631531,0.707554,0.605443
739,3,3,2.360509,38.409329,0.902902,1.000000,7.631531,0.707158,0.782434
740,0,4,2.169473,38.394637,0.902219,1.000000,7.631531,0.706762,0.663160
741,0,4,2.298586,38.445691,0.902609,1.000000,7.631531,0.706366,0.677583
742,1,7,2.399356,38.508803,0.902423,1.000000,7.631531,0.705970,0.718877
743,3,1,2.233459,38.345383,0.902851,1.000000,7.631531,0.705574,0.782989
744,2,6,2.531914,38.354311,0.902566,1.000000,7.631531,0.705178,0.386536
745,1,7,2.608524,38.718890,0.902470,1.000000,7.631531,0.704782,0.624219
746,2,6,2.550466,38.570948,0.902206,1.000000,7.631531,0.704386,0.451546
747,3,6,2.806424,38.757435,0.903049,1.000000,7.631531,0.703990,0.440048
748,0,4,2.172530,38.840951,0.902587,1.000000,7.631531,0.703594,0.689132
749,0,5,2.584983,38.773185,0.902614,1.000000,7.631531,0.703198,0.337772
750,0,4,2.852971,38.821796,0.902651,1.000000,7.631531,0.702802,0.634388
751,1,6,2.480021,38.772947,0.902500,1.000000,7.631531,0.702406,0.294847
752,0,3,2.335930,38.502166,0.902828,1.000000,7.631531,0.702010,0.828224
753,2,6,2.569446,38.586469,0.902163,1.000000,7.631531,0.701614,0.320956
754,0,3,2.650151,38.683006,0.902510,1.000000,7.631531,0.701218,0.818284
755,1,7,2.223444,38.746410,0.902098,1.000000,7.631531,0.700822,0.602934
756,1,7,2.529443,38.991851,0.902799,1.000000,7.631531,0.700426,0.543027
757,1,6,2.573477,38.950244,0.902540,1.000000,7.631531,0.700030,0.360970
758,0,4,2.360859,38.994616,0.902226,1.000000,7.631531,0.699634,0.773514
759,1,6,2.677542,38.736891,0.902729,1.000000,7.631531,0.699238,0.370495
760,1,6,2.648233,38.745395,0.902832,1.000000,7.631531,0.698842,0.331595
761,0,4,2.621535,38.940336,0.903034,1.000000,7.631531,0.698446,0.768558
762,0,4,2.542635,38.912157,0.902771,1.000000,7.631531,0.698050,0.731380
763,0,4,2.602400,38.896803,0.902843,1.000000,7.631531,0.697654,0.631668
764,0,4,2.454442,39.004796,0.902779,1.000000,7.631531,0.697258,0.626222
765,2,6,1.836276,39.109417,0.902560,1.000000,7.631531,0.696862,0.453475
766,1,1,2.510359,39.074609,0.902460,1.000000,7.631531,0.696466,0.755716
767,1,7,2.623855,39.013854,0.902484,1.000000,7.631531,0.696070,0.598458
768,0,5,2.263188,39.026720,0.902947,1.000000,7.631531,0.695674,0.273165
769,0,5,2.312412,39.388561,0.902080,1.000000,7.631531,0.695278,0.258713
770,1,0,2.686904,39.319132,0.902403,1.000000,7.631531,0.694882,0.432757
771,1,1,2.178663,39.353050,0.902967,1.000000,7.631531,0.694486,0.718229
772,1,6,2.873639,39.219917,0.902643,1.000000,7.631531,0.694090,0.655426
773,0,5,2.331710,39.218138,0.902926,1.000000,7.631531,0.693694,0.189781
774,0,5,2.555368,39.234255,0.902170,1.000000,7.631531,0.693298,0.249319
775,0,3,2.517121,39.391959,0.902879,1.000000,7.631531,0.692902,0.515314
776,1,6,2.774365,39.631685,0.902662,1.000000,7.631531,0.692506,0.725163
777,1,0,2.639295,39.522858,0.902599,1.000000,7.631531,0.692110,0.510886
778,0,4,2.508099,39.572330,0.902480,1.000000,7.631531,0.691714,0.412660
779,1,6,2.325192,39.419606,0.902598,1.000000,7.631531,0.691318,0.753549
780,1,7,2.637241,39.426208,0.902585,1.000000,7.631531,0.690922,0.567331
781,0,4,2.133285,39.449770,0.902871,1.000000,7.631531,0.690526,0.456022
782,0,5,2.546119,39.225507,0.902549,1.000000,7.631531,0.690130,0.305457
783,0,5,2.064387,39.382123,0.902521,1.000000,7.631531,0.689734,0.355197
784,0,3,2.650659,39.676696,0.902507,1.000000,7.631531,0.689338,0.617228
785,1,7,2.914538,39.887563,0.902806,1.000000,7.631531,0.688942,0.749799
786,0,5,2.170283,39.952209,0.902142,1.000000,7.631531,0.688546,0.360819
787,0,4,2.276519,39.611066,0.903047,1.000000,7.631531,0.688150,0.467613
788,3,7,2.499620,39.299476,0.902265,1.000000,7.631531,0.687754,0.772261
789,1,6,2.432860,39.228626,0.902819,1.000000,7.631531,0.687358,0.654708
790,0,4,2.514683,39.105268,0.902853,1.000000,7.631531,0.686962,0.376280
791,0,5,2.814688,39.457577,0.902626,1.000000,7.631531,0.686566,0.470967
792,1,6,2.118476,39.643760,0.903177,1.000000,7.631531,0.686170,0.631148
793,0,5,2.472363,39.423859,0.902041,1.000000,7.631531,0.685774,0.473097
794,0,2,2.456928,39.401913,0.902896,1.000000,7.631531,0.685378,0.451916
795,1,6,2.714932,39.453837,0.902494,1.000000,7.631531,0.684982,0.637303
796,2,6,2.504148,39.401204,0.903032,1.000000,7.631531,0.684586,0.572269
797,0,4,2.567277,39.344167,0.902177,1.000000,7.631531,0.684190,0.385511
798,1,7,2.483801,39.313609,0.902180,1.000000,7.631531,0.683794,0.723795
799,3,1,2.389761,39.516325,0.902514,1.000000,7.631531,0.683398,0.806561
800,2,5,2.507328,39.492445,0.902230,1.000000,7.631531,0.683002,0.457629
801,1,7,2.802881,39.218803,0.902466,1.000000,7.631531,0.682606,0.538672
802,1,1,2.238685,39.307630,0.902465,1.000000,7.631531,0.682210,0.777957
803,0,5,2.578479,39.245404,0.902463,1.000000,7.631531,0.681814,0.427760
804,1,6,1.994198,39.389404,0.902491,1.000000,7.631531,0.681418,0.592184
805,2,5,2.277676,39.303287,0.902671,1.000000,7.631531,0.681022,0.351677
806,0,3,2.564408,39.270022,0.902908,1.000000,7.631531,0.680626,0.717067
807,2,6,2.546319,39.252529,0.902682,1.000000,7.631531,0.680230,0.570727
808,0,3,2.487870,39.056927,0.902502,1.000000,7.631531,0.679834,0.596027
809,0,4,2.133848,39.321486,0.902382,1.000000,7.631531,0.679438,0.627250
810,1,1,2.822525,39.221451,0.902403,1.000000,7.631531,0.679042,0.733138
811,0,5,2.753430,39.196685,0.902940,1.000000,7.631531,0.678646,0.350042
812,0,2,2.771423,39.187465,0.902637,1.000000,7.631531,0.678250,0.445134
813,1,1,2.214169,39.195857,0.902232,1.000000,7.631531,0.677854,0.531864
814,2,5,2.448324,39.167630,0.902526,1.000000,7.631531,0.677458,0.343307
815,1,1,2.449135,39.160085,0.902221,1.000000,7.631531,0.677062,0.523555
816,0,2,2.444332,39.061316,0.902470,1.000000,7.631531,0.676666,0.445732
817,0,4,2.190809,38.940214,0.902549,1.000000,7.631531,0.676270,0.772502
818,0,4,2.644877,38.967006,0.902649,1.000000,7.631531,0.675874,0.761894
819,0,3,2.206842,39.266468,0.902319,1.000000,7.631531,0.675478,0.496059
820,1,6,2.594554,39.423205,0.902243,1.000000,7.631531,0.675082,0.382702
821,0,4,2.843919,39.750983,0.902625,1.000000,7.631531,0.674686,0.847148
822,0,4,2.733917,39.849287,0.902144,1.000000,7.631531,0.674290,0.903604
823,2,5,2.228075,39.432589,0.902292,1.000000,7.631531,0.673894,0.376510
824,3,2,2.396980,39.405981,0.902172,1.000000,7.631531,0.673498,0.424398
825,2,6,2.606108,39.422223,0.903285,1.000000,7.631531,0.673102,0.418336
826,1,6,2.500157,39.376052,0.902856,1.000000,7.631531,0.672706,0.390510
827,0,4,2.244018,39.230800,0.902460,1.000000,7.631531,0.672310,0.910093
828,1,6,3.138753,39.170014,0.902154,1.000000,7.631531,0.671914,0.580195
829,0,3,2.239889,39.159932,0.902072,1.000000,7.631531,0.671518,0.571599
830,1,6,2.797093,39.152727,0.902837,1.000000,7.631531,0.671122,0.607349
831,2,6,2.612559,39.323015,0.903333,1.000000,7.631531,0.670726,0.503513
832,1,0,2.681114,39.483757,0.902585,1.000000,7.631531,0.670330,0.678243
833,0,5,2.785906,39.532625,0.902543,1.000000,7.631531,0.669934,0.688868
834,0,5,2.120396,39.537792,0.903028,1.000000,7.631531,0.669538,0.694589
835,1,7,2.288078,39.715232,0.902609,1.000000,7.631531,0.669142,0.651115
836,1,6,2.630779,39.604490,0.902762,1.000000,7.631531,0.668746,0.562227
837,0,4,2.344784,39.793164,0.902238,1.000000,7.631531,0.668350,0.746345
838,1,6,2.373453,39.788363,0.902439,1.000000,7.631531,0.667954,0.531250
839,3,6,2.620684,39.848591,0.902639,1.000000,7.631531,0.667558,0.560119
840,1,6,2.766521,39.977177,0.903174,1.000000,7.631531,0.667162,0.604130
841,0,3,2.434212,39.668480,0.902758,1.000000,7.631531,0.666766,0.506983
842,0,4,2.618863,39.511410,0.902825,1.000000,7.631531,0.666370,0.536300
843,0,5,2.446900,39.799153,0.903065,1.000000,7.631531,0.665974,0.698962
844,0,5,2.702151,39.990549,0.902304,1.000000,7.631531,0.665578,0.734689
845,3,5,2.246996,39.801948,0.903491,1.000000,7.631531,0.665182,0.649887
846,0,4,2.250256,39.863534,0.902515,1.000000,7.631531,0.664786,0.492019
847,0,5,2.869985,39.975221,0.902878,1.000000,7.631531,0.664390,0.681284
848,0,4,2.351026,40.156635,0.902956,1.000000,7.631531,0.663994,0.461066
849,1,6,2.509497,40.239476,0.902173,1.000000,7.631531,0.663598,0.698229
850,0,5,2.536648,40.266744,0.902497,1.000000,7.631531,0.663202,0.690287
851,0,3,2.402496,40.395423,0.902953,1.000000,7.631531,0.662806,0.539163
852,1,6,2.179082,40.422159,0.902944,1.000000,7.631531,0.662410,0.597479
853,2,5,1.996770,40.282728,0.902117,1.000000,7.631531,0.662014,0.666594
854,0,3,2.637839,40.114626,0.902956,1.000000,7.631531,0.661618,0.626443
855,3,2,2.491365,40.035530,0.902218,1.000000,7.631531,0.661222,0.576135
856,2,6,2.486049,39.585923,0.902830,1.000000,7.631531,0.660826,0.646613
857,1,7,2.922532,39.864389,0.902325,1.000000,7.631531,0.660430,0.623258
858,1,6,2.419098,39.670383,0.902828,1.000000,7.631531,0.660034,0.672078
859,1,0,2.942892,39.834076,0.903159,1.000000,7.631531,0.659638,0.953465
860,0,3,2.018822,39.849706,0.902576,1.000000,7.631531,0.659242,0.534072
861,0,5,2.387924,39.995464,0.902900,1.000000,7.631531,0.658846,0.541038
862,1,6,2.479370,40.016370,0.903144,1.000000,7.631531,0.658450,0.469040
863,1,6,2.586925,40.015970,0.902215,1.000000,7.631531,0.658054,0.471049
864,3,3,2.679144,39.997175,0.902739,1.000000,7.631531,0.657658,0.624433
865,3,4,2.348178,39.895871,0.902173,1.000000,7.631531,0.657262,0.624519
866,0,5,2.000803,40.133415,0.902249,1.000000,7.631531,0.656866,0.583382
867,0,2,2.270193,40.129565,0.902828,1.000000,7.631531,0.656470,0.588560
868,1,6,2.178436,40.258909,0.902551,1.000000,7.631531,0.656074,0.465196
869,0,3,2.453844,40.140355,0.902474,1.000000,7.631531,0.655678,0.611413
870,1,0,2.783959,40.407241,0.902486,1.000000,7.631531,0.655282,0.874651
871,2,6,2.649750,40.202120,0.903328,1.000000,7.631531,0.654886,0.453284
872,2,5,2.626719,40.293260,0.902490,1.000000,7.631531,0.654490,0.573626
873,3,2,2.563528,40.396142,0.902595,1.000000,7.631531,0.654094,0.660714
874,0,4,2.664011,40.745099,0.903172,1.000000,7.631531,0.653698,0.800687
875,1,6,2.467497,40.352357,0.902480,1.000000,7.631531,0.653302,0.428172
876,1,1,2.162009,40.457378,0.902465,1.000000,7.631531,0.652906,0.519290
877,1,1,2.065780,40.622668,0.902907,1.000000,7.631531,0.652510,0.344609
878,0,4,2.651312,40.924410,0.902562,1.000000,7.631531,0.652114,0.835036
879,0,5,2.677554,40.897741,0.902743,1.000000,7.631531,0.651718,0.668011
880,0,4,2.738525,40.661520,0.902445,1.000000,7.631531,0.651322,0.938425
881,0,5,2.611607,40.685478,0.902944,1.000000,7.631531,0.650926,0.681442
882,1,0,2.569003,40.752253,0.902479,1.000000,7.631531,0.650530,0.851635
883,1,7,2.288180,40.640637,0.903146,1.000000,7.631531,0.650134,0.624488
884,2,5,2.991929,40.602819,0.902911,1.000000,7.631531,0.649738,0.794198
885,0,5,2.610630,40.618170,0.903005,1.000000,7.631531,0.649342,0.690326
886,2,5,2.593764,40.803152,0.902880,1.000000,7.631531,0.648946,0.645798
887,0,3,2.853601,41.038314,0.902433,1.000000,7.631531,0.648550,0.867108
888,0,5,2.852846,41.308393,0.902545,1.000000,7.631531,0.648154,0.784469
889,1,7,2.492802,41.519386,0.902457,1.000000,7.631531,0.647758,0.832115
890,1,7,2.941796,41.929116,0.902632,1.000000,7.631531,0.647362,1.167937
891,0,4,2.632469,41.688423,0.903051,1.000000,7.631531,0.646966,0.403901
892,0,5,2.957871,41.494605,0.902548,1.000000,7.631531,0.646570,0.917258
893,0,3,2.411594,41.132873,0.902094,1.000000,7.631531,0.646174,1.070729
894,2,5,2.777246,41.004582,0.902544,1.000000,7.631531,0.645778,0.762612
895,1,6,3.032875,40.657883,0.902583,1.000000,7.631531,0.645382,0.701492
896,2,5,2.737669,40.334526,0.902598,1.000000,7.631531,0.644986,0.833715
897,0,5,2.586155,40.365117,0.902489,1.000000,7.631531,0.644590,0.907787
898,0,5,2.882409,40.071051,0.902884,1.000000,7.631531,0.644194,0.898284
899,0,4,2.604003,40.018980,0.902937,1.000000,7.631531,0.643798,0.541015
900,2,6,2.467802,40.332650,0.902905,1.000000,7.631531,0.643402,0.710376
901,1,7,2.520827,40.212020,0.902546,1.000000,7.631531,0.643006,1.053560
902,0,4,2.171033,40.024100,0.902671,1.000000,7.631531,0.642610,0.707605
903,0,4,2.607303,39.974623,0.902671,1.000000,7.631531,0.642214,0.765446
904,0,3,2.424546,40.075657,0.902656,1.000000,7.631531,0.641818,0.844781
905,1,0,2.370151,39.882902,0.902751,1.000000,7.631531,0.641422,0.856859
906,1,6,2.881839,39.913677,0.902370,1.000000,7.631531,0.641026,0.795841
907,0,5,2.459519,39.998423,0.902531,1.000000,7.631531,0.640630,0.683604
908,0,3,2.783751,39.863180,0.902493,1.000000,7.631531,0.640234,0.847398
909,1,7,2.783900,39.862046,0.902836,1.000000,7.631531,0.639838,1.086043
910,2,6,2.678106,39.904748,0.902137,1.000000,7.631531,0.639442,0.907145
911,3,2,2.426545,39.760092,0.902652,1.000000,7.631531,0.639046,0.815446
912,2,5,2.110451,39.734647,0.902568,1.000000,7.631531,0.638650,0.568967
913,1,7,2.614752,39.910172,0.902802,1.000000,7.631531,0.638254,1.076819
914,0,2,2.663975,39.865614,0.902338,1.000000,7.631531,0.637858,0.778536
915,0,5,2.332691,39.928880,0.902475,1.000000,7.631531,0.637462,0.467222
916,0,4,2.511464,39.896230,0.902923,1.000000,7.631531,0.637066,0.738354
917,1,6,2.646430,39.928392,0.902146,1.000000,5.203552,0.636670,0.842681
918,1,0,2.342695,39.447256,0.902500,1.000000,7.631531,0.636274,0.869095
919,1,1,2.685063,39.238307,0.902567,1.000000,7.631531,0.635878,0.351697
920,2,6,2.603465,39.352503,0.902436,1.000000,7.631531,0.635482,0.674996
921,0,3,2.314273,39.143891,0.902436,1.000000,7.631531,0.635086,0.757653
922,1,7,2.334059,39.147852,0.902081,1.000000,7.631531,0.634690,1.152061
923,1,6,2.543401,39.282898,0.902603,1.000000,7.631531,0.634294,0.678667
924,0,5,2.484538,39.535105,0.902546,1.000000,7.631531,0.633898,0.442245
925,0,4,2.462117,39.747887,0.903156,1.000000,7.631531,0.633502,0.785252
926,1,6,2.608816,39.841820,0.902764,1.000000,7.631531,0.633106,0.595580
927,0,2,2.475234,39.951443,0.902805,1.000000,7.631531,0.632710,0.468078
928,0,4,2.500918,39.760012,0.902377,1.000000,7.631531,0.632314,0.480303
929,1,1,2.474039,39.696717,0.902593,1.000000,7.631531,0.631918,0.283414
930,2,6,2.720263,39.713050,0.902421,1.000000,7.631531,0.631522,0.585855
931,0,2,2.323488,39.385496,0.902233,1.000000,7.631531,0.631126,0.643101
932,0,5,2.858485,39.140255,0.902488,1.000000,7.631531,0.630730,0.477329
933,0,5,2.438288,39.434749,0.902414,1.000000,7.631531,0.630334,0.651700
934,0,3,2.793508,39.165753,0.902897,1.000000,7.631531,0.629938,0.725568
935,1,6,2.437844,39.257110,0.902996,1.000000,7.631531,0.629542,0.614311
936,1,7,2.365051,39.170094,0.902927,1.000000,7.631531,0.629146,1.174534
937,0,4,2.639272,39.114591,0.902047,1.000000,7.631531,0.628750,0.487664
938,3,1,2.612260,39.180249,0.902541,1.000000,7.631531,0.628354,0.285788
939,0,5,2.251145,38.976214,0.902066,1.000000,7.631531,0.627958,0.781203
940,0,5,2.551584,38.959095,0.902634,1.000000,7.631531,0.627562,0.746053
941,1,6,2.556054,38.998598,0.902155,1.000000,7.631531,0.627166,0.836072
942,3,2,2.071880,39.081496,0.902934,1.000000,7.631531,0.626770,0.867091
943,0,5,2.474460,39.227794,0.902458,1.000000,7.631531,0.626374,0.769151
944,0,4,2.404799,39.471243,0.902488,1.000000,7.631531,0.625978,0.597392
945,1,7,2.285468,39.600016,0.902389,1.000000,7.631531,0.625582,1.236749
946,1,6,3.089283,39.678124,0.902870,1.000000,7.631531,0.625186,0.859919
947,1,6,2.209003,39.729981,0.902061,1.000000,7.631531,0.624790,0.885987
948,0,4,3.049782,39.896737,0.902750,1.000000,7.631531,0.624394,0.777330
949,0,5,2.368755,40.160775,0.902476,1.000000,7.631531,0.623998,0.697380
950,2,5,2.648195,40.617868,0.902585,1.000000,7.631531,0.623602,0.902432
951,1,7,2.277505,40.724924,0.903392,1.000000,7.631531,0.623206,0.691120
952,1,6,2.644542,40.575055,0.902435,1.000000,7.631531,0.622810,0.959177
953,2,6,2.560477,40.624489,0.902726,1.000000,7.631531,0.622414,1.048256
954,0,4,2.522967,40.682568,0.902568,1.000000,7.631531,0.622018,0.825410
955,0,5,2.109511,40.679017,0.902249,1.000000,7.631531,0.621622,0.946018
956,1,6,2.734717,40.556502,0.902797,1.000000,7.631531,0.621226,1.074020
957,3,1,2.345779,40.557681,0.902168,1.000000,7.631531,0.620830,0.533496
958,0,5,2.545736,40.512893,0.902115,1.000000,7.631531,0.620434,0.966917
959,1,6,2.646697,40.795150,0.902680,1.000000,7.631531,0.620038,0.970837
960,0,4,2.393264,40.843036,0.902504,1.000000,7.631531,0.619642,0.773689
961,0,3,2.280286,40.632132,0.902349,1.000000,7.631531,0.619246,0.476452
962,1,6,2.766786,40.509895,0.902479,1.000000,7.631531,0.618850,0.741428
963,2,5,2.302426,40.738249,0.902560,1.000000,7.631531,0.618454,0.730002
964,1,0,2.645140,40.752049,0.902509,1.000000,5.234680,0.618058,1.054420
965,1,1,2.128456,40.538434,0.902451,1.000000,7.631531,0.617662,0.526160
966,1,0,2.740403,40.590330,0.902592,1.000000,7.631531,0.617266,1.074095
967,0,5,3.144275,40.881842,0.902276,1.000000,7.631531,0.616870,0.705699
968,2,6,2.610278,40.769251,0.902560,1.000000,7.631531,0.616474,0.709323
969,1,0,2.266627,41.102555,0.902175,1.000000,7.631531,0.616078,1.002630
970,1,0,2.515342,40.838311,0.902774,1.000000,7.631531,0.615682,1.040839
971,3,1,2.097316,40.798435,0.902043,1.000000,7.631531,0.615286,0.693633
972,0,2,2.759842,40.664005,0.902527,1.000000,7.631531,0.614890,0.963155
973,0,5,2.628897,40.663872,0.902892,1.000000,7.631531,0.614494,0.708165
974,0,5,2.741369,40.368002,0.902599,1.000000,7.631531,0.614098,0.590442
975,0,4,2.432039,40.385571,0.902121,1.000000,7.631531,0.613702,0.433988
976,0,2,2.755947,40.200324,0.902790,1.000000,7.631531,0.613306,0.859332
977,0,4,2.277969,39.890412,0.902547,1.000000,7.631531,0.612910,0.505897
978,1,6,2.807236,39.908400,0.902885,1.000000,7.631531,0.612514,0.474816
979,0,5,2.656116,39.900428,0.902119,1.000000,7.631531,0.612118,0.643050
980,0,4,2.232380,39.871808,0.902292,1.000000,7.631531,0.611722,0.565995
981,0,3,2.190186,39.737455,0.902742,1.000000,7.631531,0.611326,0.559627
982,2,6,2.495402,39.526931,0.902791,1.000000,7.631531,0.610930,0.613602
983,1,6,2.721784,39.395900,0.902450,1.000000,7.631531,0.610534,0.627852
984,0,2,2.137231,39.469635,0.902491,1.000000,7.631531,0.610138,0.973036
985,1,1,2.383649,39.464106,0.902939,1.000000,7.631531,0.609742,0.791705
986,0,5,2.942190,39.493139,0.902950,1.000000,7.631531,0.609346,0.730492
987,1,0,2.731682,39.337350,0.902444,1.000000,7.631531,0.608950,0.994454
988,0,5,2.587814,39.504153,0.902924,1.000000,7.631531,0.608554,0.796606
989,3,2,2.387832,39.494784,0.902672,1.000000,7.631531,0.608158,0.934259
990,0,4,2.688596,39.534102,0.902562,1.000000,7.631531,0.607762,0.437493
991,0,4,2.789391,39.383451,0.902081,1.000000,7.631531,0.607366,0.435646
992,0,5,2.555419,39.373108,0.902533,1.000000,7.631531,0.606970,0.893186
993,3,1,2.288966,39.753327,0.902553,1.000000,7.631531,0.606574,0.858072
994,3,6,2.569306,39.962740,0.902884,1.000000,7.631531,0.606178,0.599352
995,0,5,2.590765,39.730076,0.902033,1.000000,7.631531,0.605782,0.794671
996,2,5,2.572035,40.115298,0.902443,1.000000,7.631531,0.605386,0.748335
997,1,7,2.238943,40.071102,0.902099,1.000000,7.631531,0.604990,0.630893
998,2,6,2.497615,40.288739,0.902470,1.000000,7.631531,0.604594,0.507593
999,0,4,2.367513,40.114738,0.902875,1.000000,7.631531,0.604198,0.531787
