step,action,action_bin,action_vec_norm,free_energy,confidence,obs_norm,frame_mean,beta,info_gain
335,1,7,2.480712,38.778152,0.902467,1.000000,7.631531,0.867142,0.855266
336,0,4,2.659169,38.879059,0.902460,1.000000,7.631531,0.866746,0.512739
337,1,6,2.613039,38.914908,0.902397,1.000000,7.631531,0.866350,0.682705
338,0,4,2.305398,38.900041,0.902261,1.000000,7.631531,0.865954,0.504245
339,1,7,2.443700,39.185398,0.902733,1.000000,7.631531,0.865558,0.829562
340,3,1,2.628884,39.249208,0.902480,1.000000,7.631531,0.865162,0.561037
341,0,3,2.549473,39.240662,0.902786,1.000000,7.631531,0.864766,0.347807
342,0,4,2.421837,39.022446,0.902098,1.000000,7.631531,0.864370,0.432427
343,0,2,2.579467,38.956879,0.902397,1.000000,7.631531,0.863974,0.837438
344,0,5,2.430883,38.827393,0.902880,1.000000,7.631531,0.863578,0.481818
345,1,1,2.656577,38.700769,0.902436,1.000000,7.631531,0.863182,0.577813
346,2,5,2.297622,38.685368,0.902875,1.000000,7.631531,0.862786,0.452023
347,0,3,2.776677,38.875462,0.902466,1.000000,7.631531,0.862390,0.479055
348,0,4,2.643821,39.065049,0.902431,1.000000,7.631531,0.861994,0.478620
349,0,5,2.137275,39.150047,0.902437,1.000000,7.631531,0.861598,0.462862
350,1,6,2.436785,39.298742,0.902421,1.000000,7.631531,0.861202,0.673383
351,0,4,2.408863,39.397071,0.902468,1.000000,7.631531,0.860806,0.434477
352,0,2,2.826862,39.673660,0.902798,1.000000,7.631531,0.860410,0.883478
353,0,3,2.791953,39.927716,0.902693,1.000000,7.631531,0.860014,0.830533
354,0,2,2.810260,39.829089,0.902833,1.000000,7.631531,0.859618,0.782835
355,1,7,2.686734,39.910894,0.902854,1.000000,7.631531,0.859222,0.799287
356,0,4,2.381680,39.775447,0.903357,1.000000,7.631531,0.858826,0.452353
357,0,4,2.733281,39.987064,0.903034,1.000000,7.631531,0.858430,0.494756
358,1,7,2.617284,40.212856,0.902990,1.000000,7.631531,0.858034,0.935762
359,1,6,2.534247,40.231311,0.902424,1.000000,7.631531,0.857638,0.790273
360,0,4,2.543158,40.185809,0.902525,1.000000,7.631531,0.857242,0.559678
361,0,2,2.469427,40.073023,0.902145,1.000000,7.631531,0.856846,0.828334
362,1,6,2.777771,40.090392,0.902520,1.000000,7.631531,0.856450,0.672133
363,0,2,2.424603,40.098487,0.902826,1.000000,7.631531,0.856054,0.644844
364,0,2,2.408547,40.382806,0.902399,1.000000,7.631531,0.855658,0.652481
365,0,4,2.709006,40.249749,0.902801,1.000000,7.631531,0.855262,0.786872
366,0,3,2.793259,40.145142,0.902521,1.000000,7.631531,0.854866,1.059493
367,1,7,2.366408,40.439462,0.902819,1.000000,7.631531,0.854470,0.935215
368,0,3,2.449552,40.501859,0.902487,1.000000,7.631531,0.854074,1.015870
369,3,3,2.311916,40.361146,0.902694,1.000000,7.631531,0.853678,0.893285
370,0,4,2.403782,40.420861,0.902380,1.000000,7.631531,0.853282,0.635052
371,1,6,2.697106,40.113997,0.902726,1.000000,7.631531,0.852886,0.806830
372,0,3,2.252081,40.115998,0.902873,1.000000,7.631531,0.852490,0.879543
373,0,4,2.112492,40.412153,0.902451,1.000000,7.631531,0.852094,0.562891
374,0,4,2.694505,40.413838,0.903020,1.000000,7.631531,0.851698,0.598127
375,1,1,2.320860,40.240136,0.902135,1.000000,7.631531,0.851302,0.670642
376,0,2,2.655434,40.459658,0.902209,1.000000,7.631531,0.850906,0.690150
377,0,4,2.296684,40.590366,0.902831,1.000000,7.631531,0.850510,0.455607
378,0,4,2.561239,40.443692,0.902651,1.000000,7.631531,0.850114,0.451754
379,2,6,2.470960,40.570907,0.902449,1.000000,7.631531,0.849718,0.592507
380,0,4,2.508929,40.707613,0.902984,1.000000,7.631531,0.849322,0.470956
381,2,6,2.537551,40.603658,0.902498,1.000000,7.631531,0.848926,0.462869
382,0,4,2.588708,40.456898,0.903229,1.000000,7.631531,0.848530,0.426909
383,0,5,2.627909,40.390539,0.902423,1.000000,7.631531,0.848134,0.705261
384,1,0,2.549467,40.382422,0.902815,1.000000,7.631531,0.847738,0.779986
385,0,5,2.325719,40.098509,0.902463,1.000000,7.631531,0.847342,0.520299
386,0,3,2.434923,39.856955,0.902647,1.000000,7.631531,0.846946,0.716789
387,1,7,2.361671,39.816567,0.902082,1.000000,7.631531,0.846550,0.819612
388,0,5,2.357906,39.680608,0.902807,1.000000,7.631531,0.846154,0.379744
389,0,4,2.534129,39.445863,0.902832,1.000000,7.631531,0.845758,0.503873
390,1,0,1.960435,39.534620,0.902063,1.000000,7.631531,0.845362,0.780658
391,0,5,2.511786,39.712655,0.902527,1.000000,7.631531,0.844966,0.362615
392,0,3,2.792635,39.364457,0.902615,1.000000,7.631531,0.844570,0.628162
393,0,5,2.820031,39.384389,0.902502,1.000000,7.631531,0.844174,0.362521
394,1,6,2.582110,39.286914,0.902771,1.000000,7.631531,0.843778,0.682194
395,1,6,2.590105,39.254823,0.902087,1.000000,7.631531,0.843382,0.661524
396,3,4,2.078215,39.163909,0.902428,1.000000,7.631531,0.842986,0.864965
397,1,7,2.278037,39.175018,0.902874,1.000000,7.631531,0.842590,0.696789
398,1,7,2.334694,39.293822,0.902755,1.000000,7.631531,0.842194,0.713580
399,1,7,2.283124,39.511986,0.902718,1.000000,7.631531,0.841798,0.737656
400,1,6,2.723309,39.250786,0.902041,1.000000,7.631531,0.841402,0.580642
401,0,4,2.996533,39.292649,0.902851,1.000000,7.631531,0.841006,0.897499
402,0,4,2.601604,39.233367,0.902759,1.000000,7.631531,0.840610,0.898819
403,1,0,2.351399,39.307409,0.902646,1.000000,7.631531,0.840214,0.743594
404,1,6,2.710092,39.166975,0.902868,1.000000,7.631531,0.839818,0.595539
405,0,5,2.452581,38.897053,0.902894,1.000000,7.631531,0.839422,0.506190
406,1,6,2.476514,39.008022,0.902175,1.000000,7.631531,0.839026,0.535216
407,1,7,2.369076,39.204681,0.902121,1.000000,7.631531,0.838630,0.770252
408,0,3,2.463983,39.207596,0.903228,1.000000,7.631531,0.838234,0.728293
409,0,5,2.197483,39.401460,0.902507,1.000000,7.631531,0.837838,0.654071
410,2,6,2.085354,39.418723,0.902395,1.000000,7.631531,0.837442,0.446635
411,2,6,2.155057,39.192892,0.902172,1.000000,7.631531,0.837046,0.444607
412,0,4,2.571704,39.105806,0.902680,1.000000,7.631531,0.836650,0.748624
413,0,5,2.386591,39.245269,0.902758,1.000000,7.631531,0.836254,0.678757
414,1,0,2.272583,39.207889,0.902199,1.000000,7.631531,0.835858,0.659170
415,2,5,2.774951,39.358117,0.903219,1.000000,7.631531,0.835462,0.683575
416,3,1,2.263479,39.234735,0.902060,1.000000,7.631531,0.835066,0.633828
417,0,2,2.402934,39.451046,0.902777,1.000000,7.631531,0.834670,0.698247
418,1,0,2.378003,39.427984,0.902538,1.000000,7.631531,0.834274,0.614768
419,3,1,2.145791,39.405352,0.902380,1.000000,7.631531,0.833878,0.508793
420,0,3,2.474568,39.283994,0.902457,1.000000,7.631531,0.833482,0.643465
421,0,4,2.724575,39.321839,0.903233,1.000000,7.631531,0.833086,0.680651
422,2,5,1.837187,39.293090,0.902489,1.000000,7.631531,0.832690,0.710205
423,1,0,2.331711,39.339510,0.902442,1.000000,7.631531,0.832294,0.604469
424,0,3,2.639239,39.670626,0.902827,1.000000,7.631531,0.831898,0.529055
425,0,4,2.596566,39.604944,0.902603,1.000000,7.631531,0.831502,0.645119
426,0,4,2.560021,39.649678,0.902286,1.000000,7.631531,0.831106,0.649401
427,1,0,2.202401,39.285401,0.902838,1.000000,7.631531,0.830710,0.601540
428,0,4,2.993301,39.307132,0.903057,1.000000,7.631531,0.830314,0.607624
429,0,4,2.393942,39.141675,0.903216,1.000000,7.631531,0.829918,0.470788
430,1,1,2.658933,38.940548,0.902198,1.000000,7.631531,0.829522,0.516761
431,2,5,2.783863,38.873146,0.902509,1.000000,7.631531,0.829126,0.631396
432,0,4,2.225346,38.969462,0.902838,1.000000,7.631531,0.828730,0.546076
433,3,1,2.226455,38.897512,0.902376,1.000000,7.631531,0.828334,0.526482
434,0,5,2.605150,38.686826,0.903271,1.000000,7.631531,0.827938,0.614914
435,0,4,2.053382,38.876399,0.902812,1.000000,7.631531,0.827542,0.813927
436,0,4,2.906511,39.055778,0.902446,1.000000,7.631531,0.827146,0.826241
437,0,4,2.226885,38.885013,0.902094,1.000000,7.631531,0.826750,0.817159
438,1,0,2.637814,38.837418,0.902802,1.000000,7.631531,0.826354,0.512646
439,1,1,2.469946,38.987822,0.902020,1.000000,7.631531,0.825958,0.472196
440,1,6,2.141290,39.059677,0.902070,1.000000,7.631531,0.825562,0.703305
441,2,6,2.976186,38.823809,0.902042,1.000000,7.631531,0.825166,0.704626
442,0,2,2.043369,39.011672,0.902713,1.000000,7.631531,0.824770,0.747218
443,0,5,2.383183,39.169104,0.902440,1.000000,7.631531,0.824374,0.612902
444,1,7,2.305507,39.096896,0.902425,1.000000,7.631531,0.823978,0.625485
445,3,2,2.484433,38.947461,0.902568,1.000000,7.631531,0.823582,0.755396
446,1,6,2.166930,39.029854,0.902184,1.000000,7.631531,0.823186,0.761161
447,0,4,2.373258,38.894754,0.902478,1.000000,7.631531,0.822790,0.566818
448,3,4,2.232094,38.861443,0.902044,1.000000,7.631531,0.822394,0.563644
449,0,4,2.468481,38.797906,0.902824,1.000000,7.631531,0.821998,0.674892
450,0,3,2.329088,38.755329,0.902378,1.000000,7.631531,0.821602,0.488774
451,1,0,2.131711,38.703822,0.903119,1.000000,7.631531,0.821206,0.461866
452,1,7,2.577366,38.960442,0.902397,1.000000,7.631531,0.820810,0.615524
453,0,3,2.454404,38.771872,0.902877,1.000000,7.631531,0.820414,0.484325
454,0,2,2.477678,38.784169,0.902712,1.000000,7.631531,0.820018,0.699328
455,2,5,2.435340,38.546286,0.902049,1.000000,7.631531,0.819622,0.601993
456,0,5,2.814295,38.648507,0.902778,1.000000,7.631531,0.819226,0.617743
457,1,7,2.577567,38.769457,0.902425,1.000000,7.631531,0.818830,0.460283
458,0,4,1.875446,38.965673,0.902366,1.000000,7.631531,0.818434,0.688044
459,0,2,2.086596,39.196196,0.902499,1.000000,7.631531,0.818038,0.564083
460,0,3,2.392697,39.082537,0.902818,1.000000,7.631531,0.817642,0.488799
461,0,4,2.664605,39.417107,0.902420,1.000000,7.631531,0.817246,0.782963
462,0,4,2.686512,39.449538,0.902078,1.000000,7.631531,0.816850,0.826940
463,3,2,2.511916,39.858372,0.903175,1.000000,7.631531,0.816454,0.801115
464,0,5,2.624498,39.847848,0.902518,1.000000,7.631531,0.816058,0.792902
465,1,0,2.501319,40.179803,0.902835,1.000000,7.631531,0.815662,0.743211
466,1,7,2.675606,40.467905,0.902432,1.000000,7.631531,0.815266,0.730439
467,0,4,2.631366,40.357944,0.902813,1.000000,7.631531,0.814870,1.024598
468,0,2,2.612413,40.400224,0.902818,1.000000,7.631531,0.814474,1.091752
469,0,5,2.356551,40.713815,0.902951,1.000000,7.631531,0.814078,0.884348
470,0,4,2.427071,40.606925,0.902217,1.000000,7.631531,0.813682,0.961767
471,1,7,2.475333,40.276518,0.902458,1.000000,7.631531,0.813286,0.812724
472,2,6,2.246164,39.949390,0.902484,1.000000,7.631531,0.812890,0.647489
473,0,4,2.463756,39.904048,0.902550,1.000000,7.631531,0.812494,0.963504
474,0,5,2.804498,39.806175,0.902750,1.000000,7.631531,0.812098,1.113809
475,0,3,2.278575,39.439004,0.902842,1.000000,7.631531,0.811702,0.479800
476,1,0,2.774672,39.520883,0.902900,1.000000,7.631531,0.811306,0.870619
477,0,4,2.802802,39.325412,0.902811,1.000000,7.631531,0.810910,0.824691
478,0,5,2.825741,39.235402,0.902822,1.000000,7.631531,0.810514,1.122379
479,0,3,2.362125,39.571831,0.902628,1.000000,7.631531,0.810118,0.399457
480,0,5,2.152048,39.623290,0.902577,1.000000,7.631531,0.809722,0.902644
481,1,6,2.426699,39.980632,0.902338,1.000000,7.631531,0.809326,0.579434
482,0,4,2.258232,40.187744,0.902453,1.000000,7.631531,0.808930,0.638358
483,1,7,2.280673,40.148114,0.902935,1.000000,7.631531,0.808534,0.768526
484,0,4,2.726357,40.009083,0.902478,1.000000,7.631531,0.808138,0.377378
485,0,5,2.481629,40.192984,0.902426,1.000000,7.631531,0.807742,0.813753
486,0,5,2.848136,40.169774,0.902087,1.000000,7.631531,0.807346,0.821161
487,0,5,2.492865,39.991127,0.902576,1.000000,7.631531,0.806950,0.707574
488,1,1,2.461773,39.861816,0.902076,1.000000,7.631531,0.806554,0.504266
489,0,4,2.006777,39.815787,0.902489,1.000000,7.631531,0.806158,0.485617
490,3,5,2.377368,39.738589,0.902028,1.000000,7.631531,0.805762,0.620305
491,2,6,2.196169,39.759682,0.903232,1.000000,7.631531,0.805366,0.532336
492,0,3,2.928718,39.846689,0.902869,1.000000,7.631531,0.804970,0.562396
493,0,4,2.084504,39.460016,0.902886,1.000000,7.631531,0.804574,0.532372
494,0,4,2.661609,39.615826,0.902728,1.000000,7.631531,0.804178,0.545689
495,0,5,2.988196,39.384574,0.902855,1.000000,7.631531,0.803782,0.626706
496,1,0,2.197659,39.578470,0.902470,1.000000,7.631531,0.803386,0.875622
497,0,3,1.828212,39.272153,0.902564,1.000000,7.631531,0.802990,0.685259
498,1,0,2.484815,39.258959,0.902477,1.000000,7.631531,0.802594,0.830043
499,0,5,2.583607,39.479279,0.902498,1.000000,7.631531,0.802198,0.386411
500,2,5,2.520535,39.412704,0.902446,1.000000,7.631531,0.801802,0.444209
501,2,5,2.612806,39.276895,0.902839,1.000000,7.631531,0.801406,0.467977
502,0,3,2.605385,39.201361,0.902494,1.000000,7.631531,0.801010,0.708095
503,3,2,2.591648,39.436322,0.902747,1.000000,7.631531,0.800614,0.823391
504,0,2,2.314370,39.774851,0.902199,1.000000,7.631531,0.800218,0.650327
505,1,7,2.393094,39.989593,0.902628,1.000000,7.631531,0.799822,0.607180
506,1,7,2.356245,39.741652,0.902530,1.000000,7.631531,0.799426,0.507529
507,0,3,2.776066,39.951492,0.902427,1.000000,7.631531,0.799030,0.764984
508,1,6,2.350706,39.847454,0.902863,1.000000,7.631531,0.798634,0.531927
509,0,3,2.482385,40.036411,0.903282,1.000000,7.631531,0.798238,0.784396
510,0,2,2.683303,40.116518,0.902869,1.000000,7.631531,0.797842,0.660831
511,0,3,2.537996,39.826712,0.902498,1.000000,7.631531,0.797446,0.735615
512,0,4,2.769624,39.663640,0.902762,1.000000,7.631531,0.797050,0.626737
513,1,7,2.291628,39.729623,0.903138,1.000000,7.631531,0.796654,0.405444
514,0,3,2.355850,39.436046,0.902449,1.000000,7.631531,0.796258,0.754251
515,0,2,2.382062,39.567061,0.902847,1.000000,7.631531,0.795862,0.732018
516,0,5,2.744053,39.508638,0.902660,1.000000,7.631531,0.795466,0.472710
517,0,4,2.607805,39.416597,0.902144,1.000000,7.631531,0.795070,0.659886
518,2,5,2.402257,39.402185,0.902506,1.000000,7.631531,0.794674,0.472479
519,0,4,2.855139,39.958440,0.902729,1.000000,7.631531,0.794278,0.635410
520,2,6,2.963130,39.968447,0.902440,1.000000,7.631531,0.793882,0.826426
521,1,7,2.667013,39.849817,0.902782,1.000000,7.631531,0.793486,0.371086
522,0,3,2.196160,39.933627,0.902158,1.000000,7.631531,0.793090,0.745273
523,0,2,2.620010,39.943645,0.902879,1.000000,7.631531,0.792694,0.653624
524,3,2,2.450493,39.896032,0.902770,1.000000,7.631531,0.792298,0.648566
525,0,4,2.421455,40.164786,0.902487,1.000000,7.631531,0.791902,0.664032
526,2,5,2.302794,39.970481,0.902772,1.000000,7.631531,0.791506,0.525810
527,0,4,2.415911,39.812155,0.902424,1.000000,7.631531,0.791110,0.621153
528,0,5,2.096804,39.674714,0.902093,1.000000,7.631531,0.790714,0.647916
529,0,4,2.502422,39.633189,0.902069,1.000000,7.631531,0.790318,0.589573
530,2,6,2.718203,39.684924,0.902442,1.000000,7.631531,0.789922,0.903375
531,1,6,2.650760,39.507886,0.902730,1.000000,7.631531,0.789526,0.909736
532,3,2,2.677610,39.447340,0.902443,1.000000,7.631531,0.789130,0.609631
533,0,5,2.405039,39.351441,0.902898,1.000000,7.631531,0.788734,0.642028
534,0,4,2.233441,39.532292,0.903098,1.000000,7.631531,0.788338,0.617845
535,0,5,2.418076,39.548974,0.902382,1.000000,7.631531,0.787942,0.534262
536,0,5,2.552872,39.307232,0.902389,1.000000,7.631531,0.787546,0.534689
537,0,5,2.434932,39.172206,0.902513,1.000000,7.631531,0.787150,0.535960
538,1,6,2.619323,39.433975,0.902528,1.000000,7.631531,0.786754,0.601974
539,0,3,2.289926,39.284762,0.902466,1.000000,7.631531,0.786358,0.611860
540,0,4,2.647861,39.402395,0.902952,1.000000,7.631531,0.785962,0.604465
541,0,5,2.094377,39.276355,0.902878,1.000000,7.631531,0.785566,0.457965
542,1,0,2.653242,39.367699,0.902906,1.000000,7.631531,0.785170,0.502564
543,0,2,2.029150,39.490679,0.902534,1.000000,7.631531,0.784774,0.741060
544,3,1,2.665699,39.569168,0.902712,1.000000,7.631531,0.784378,0.426661
545,2,5,2.721600,39.493826,0.902516,1.000000,7.631531,0.783982,0.519760
546,0,2,2.872687,39.617085,0.902168,1.000000,7.631531,0.783586,0.688606
547,3,1,2.293664,39.643462,0.902836,1.000000,7.631531,0.783190,0.431533
548,0,3,2.494860,39.676984,0.902290,1.000000,7.631531,0.782794,0.515528
549,0,4,2.550420,39.818654,0.902659,1.000000,7.631531,0.782398,0.535090
550,3,7,2.375233,39.797033,0.902849,1.000000,7.631531,0.782002,0.543045
551,0,4,2.662096,39.367298,0.902536,1.000000,7.631531,0.781606,0.512476
552,0,5,2.542191,39.179771,0.902824,1.000000,7.631531,0.781210,0.496065
553,1,0,2.276537,39.305454,0.902817,1.000000,7.631531,0.780814,0.605505
554,1,1,2.409437,39.294836,0.902882,1.000000,7.631531,0.780418,0.291012
555,0,2,1.695443,39.285741,0.902618,1.000000,7.631531,0.780022,0.942813
556,1,6,2.640479,39.133834,0.902763,1.000000,7.631531,0.779626,0.659630
557,2,6,2.780613,39.066247,0.902458,1.000000,7.631531,0.779230,0.656335
558,1,6,2.696846,39.186175,0.902714,1.000000,7.631531,0.778834,0.445478
559,0,3,2.783291,39.292527,0.902426,1.000000,7.631531,0.778438,0.526784
560,1,0,2.222695,39.429362,0.902990,1.000000,7.631531,0.778042,0.655377
561,0,5,2.067433,39.570813,0.902059,1.000000,7.631531,0.777646,0.551349
562,0,5,2.544885,39.508651,0.902804,1.000000,7.631531,0.777250,0.554210
563,0,5,2.680774,39.340599,0.902740,1.000000,7.631531,0.776854,0.550610
564,2,5,2.443322,39.597387,0.902133,1.000000,7.631531,0.776458,0.511496
565,0,4,2.739282,39.689402,0.902650,1.000000,7.631531,0.776062,0.587773
566,0,4,2.291283,39.400652,0.902514,1.000000,7.631531,0.775666,0.594301
567,0,4,2.528813,39.278428,0.902477,1.000000,7.631531,0.775270,0.600253
568,0,4,2.212505,39.340434,0.902527,1.000000,7.631531,0.774874,0.618269
569,0,5,2.723529,39.274816,0.902407,1.000000,7.631531,0.774478,0.502296
570,0,2,2.735283,39.308085,0.902883,1.000000,7.631531,0.774082,0.920883
571,1,1,2.663270,39.336304,0.902508,1.000000,7.631531,0.773686,0.376385
572,0,3,2.520327,39.268911,0.902456,1.000000,7.631531,0.773290,0.485058
573,1,7,2.490500,39.433309,0.902225,1.000000,7.631531,0.772894,0.472114
574,0,4,2.489418,39.251884,0.902907,1.000000,7.631531,0.772498,0.587942
575,0,4,2.632812,39.324127,0.902508,1.000000,7.631531,0.772102,0.553267
576,0,3,2.650907,39.156781,0.903215,1.000000,7.631531,0.771706,0.503754
577,0,3,2.415561,38.981329,0.902846,1.000000,7.631531,0.771310,0.583164
578,1,7,2.721702,38.807124,0.902088,1.000000,7.631531,0.770914,0.478097
579,1,7,2.321016,38.685040,0.902479,1.000000,7.631531,0.770518,0.481190
580,0,3,2.378356,38.670249,0.902559,1.000000,7.631531,0.770122,0.672904
581,1,0,2.380367,38.783964,0.902923,1.000000,7.631531,0.769726,0.805761
582,3,2,2.682258,39.098220,0.902525,1.000000,7.631531,0.769330,1.000510
583,2,5,2.306495,39.343259,0.902181,1.000000,7.631531,0.768934,0.473421
584,0,2,2.792706,39.176316,0.902464,1.000000,7.631531,0.768538,0.967624
585,3,3,2.332656,38.885739,0.902552,1.000000,7.631531,0.768142,0.715551
586,1,0,2.461163,38.870844,0.902698,1.000000,7.631531,0.767746,0.761465
587,3,2,2.805699,38.793251,0.902944,1.000000,7.631531,0.767350,0.961311
588,0,2,1.928986,39.084983,0.902550,1.000000,7.631531,0.766954,1.035328
589,0,3,2.521567,38.937233,0.902988,1.000000,7.631531,0.766558,0.670622
590,1,0,2.628568,38.805901,0.902602,1.000000,7.631531,0.766162,0.774126
591,0,4,2.428873,38.850754,0.903021,1.000000,7.631531,0.765766,0.600289
592,2,5,2.566060,38.961935,0.902968,1.000000,7.631531,0.765370,0.560603
593,1,0,2.342140,38.570704,0.902558,1.000000,7.631531,0.764974,0.713271
594,0,3,2.410746,38.569700,0.902924,1.000000,7.631531,0.764578,0.667048
595,1,1,2.413310,38.642260,0.902206,1.000000,7.631531,0.764182,0.489407
596,3,1,2.506292,38.679288,0.902521,1.000000,7.631531,0.763786,0.525097
597,0,5,2.004583,38.524471,0.902913,1.000000,7.631531,0.763390,0.735172
598,0,4,2.563662,38.791358,0.902711,1.000000,7.631531,0.762994,0.551013
599,0,2,3.030931,38.452224,0.902863,1.000000,7.631531,0.762598,0.826060
600,2,5,2.386708,38.605308,0.902463,1.000000,7.631531,0.762202,0.841876
601,1,6,2.480297,38.690768,0.902122,1.000000,7.631531,0.761806,0.574942
602,2,6,2.753087,38.690392,0.902121,1.000000,7.631531,0.761410,0.536436
603,0,3,2.738686,38.602003,0.902278,1.000000,7.631531,0.761014,0.597673
604,3,1,2.355715,38.416082,0.902700,1.000000,7.631531,0.760618,0.651695
605,1,6,2.552339,38.158300,0.902897,1.000000,7.631531,0.760222,0.576222
606,1,0,1.819809,37.995695,0.902452,1.000000,7.631531,0.759826,0.909318
607,0,5,2.651207,37.979818,0.903061,1.000000,7.631531,0.759430,0.675625
608,3,2,1.887510,38.014264,0.902546,1.000000,7.631531,0.759034,0.979288
609,1,6,2.502712,38.139644,0.902982,1.000000,7.631531,0.758638,0.429074
610,2,5,2.697012,38.247057,0.902748,1.000000,7.631531,0.758242,0.581245
611,3,7,2.523258,38.169410,0.902561,1.000000,7.631531,0.757846,0.628933
612,0,4,2.559277,38.171691,0.902640,1.000000,7.631531,0.757450,0.632757
613,1,0,2.507544,38.106306,0.902530,1.000000,7.631531,0.757054,0.927598
614,3,1,1.966926,38.124926,0.902420,1.000000,7.631531,0.756658,0.848470
615,1,7,2.716671,38.137936,0.903113,1.000000,7.631531,0.756262,0.631304
616,0,3,2.132539,38.458769,0.902623,1.000000,7.631531,0.755866,0.509640
617,1,1,2.678402,38.722880,0.902512,1.000000,7.631531,0.755470,0.848064
618,0,4,2.574432,38.708124,0.902894,1.000000,7.631531,0.755074,0.698284
619,0,2,2.606209,38.952498,0.902077,1.000000,7.631531,0.754678,1.069692
620,2,6,2.559101,38.855729,0.902496,1.000000,7.631531,0.754282,0.385294
621,0,2,2.497058,38.823434,0.902422,1.000000,7.631531,0.753886,1.035426
622,0,4,2.253388,38.769118,0.902633,1.000000,7.631531,0.753490,0.697058
623,2,6,2.422055,38.761212,0.902561,1.000000,7.631531,0.753094,0.379954
624,0,4,2.542860,38.668557,0.902532,1.000000,7.631531,0.752698,0.591456
625,0,4,2.545242,38.949625,0.902360,1.000000,7.631531,0.752302,0.444887
626,2,6,2.280413,38.962638,0.902626,1.000000,7.631531,0.751906,0.369871
627,0,4,2.569416,39.154663,0.902408,1.000000,7.631531,0.751510,0.500349
628,0,3,2.505696,39.196188,0.902582,1.000000,7.631531,0.751114,0.370773
629,1,7,2.603021,39.089179,0.903135,1.000000,7.631531,0.750718,0.568086
630,1,7,2.869628,38.853194,0.902043,1.000000,7.631531,0.750322,0.572116
631,3,1,2.804089,39.044175,0.902864,1.000000,7.631531,0.749926,0.836236
632,1,6,2.967601,38.940332,0.903191,1.000000,7.631531,0.749530,0.445922
633,0,3,2.669138,38.796920,0.902179,1.000000,7.631531,0.749134,0.411855
634,3,3,2.557944,38.982219,0.902506,1.000000,7.631531,0.748738,0.427891
635,0,5,2.784633,39.184298,0.902895,1.000000,7.631531,0.748342,0.685656
636,1,7,2.358891,39.568165,0.902452,1.000000,7.631531,0.747946,0.567292
637,0,3,2.380730,39.738738,0.902223,1.000000,7.631531,0.747550,0.473561
638,0,5,2.547898,40.022619,0.902903,1.000000,7.631531,0.747154,0.642488
639,1,7,2.865410,39.933145,0.902944,1.000000,7.631531,0.746758,0.777210
640,2,5,2.533775,39.949286,0.902562,1.000000,7.631531,0.746362,0.681654
641,1,7,2.581597,40.030372,0.902711,1.000000,7.631531,0.745966,0.811877
642,1,7,2.932293,40.185590,0.902528,1.000000,7.631531,0.745570,0.974204
643,1,7,2.608625,40.401645,0.902155,1.000000,7.631531,0.745174,0.962598
644,1,0,2.248046,40.465440,0.902595,1.000000,7.631531,0.744778,0.928781
645,1,6,2.642039,40.248939,0.902940,1.000000,7.631531,0.744382,0.577213
646,0,4,2.521148,40.008310,0.902663,1.000000,7.631531,0.743986,0.575225
647,0,4,2.365541,39.863132,0.902509,1.000000,7.631531,0.743590,0.745601
648,1,7,2.383110,39.517863,0.903058,1.000000,7.631531,0.743194,0.695502
649,1,6,2.497881,39.593307,0.902870,1.000000,7.631531,0.742798,0.607170
650,0,3,2.519777,39.615582,0.902256,1.000000,7.631531,0.742402,0.712317
651,1,0,2.604249,39.359310,0.902804,1.000000,7.631531,0.742006,0.809310
652,0,5,2.314319,39.612065,0.902233,1.000000,7.631531,0.741610,0.648649
653,1,7,2.346059,39.637919,0.902185,1.000000,7.631531,0.741214,0.715650
654,0,4,2.771240,39.847727,0.902440,1.000000,7.631531,0.740818,0.712827
655,0,2,2.029900,39.905088,0.902214,1.000000,7.631531,0.740422,0.908442
656,1,6,2.249338,39.651465,0.902845,1.000000,7.631531,0.740026,0.529869
657,0,3,2.677185,39.646577,0.902338,1.000000,7.631531,0.739630,0.649166
658,0,3,2.733028,39.715776,0.902536,1.000000,7.631531,0.739234,0.616686
659,2,6,2.256174,39.532763,0.902856,1.000000,7.631531,0.738838,0.488773
660,1,0,2.361157,39.548469,0.902555,1.000000,7.631531,0.738442,0.801824
661,0,4,2.628107,39.699873,0.903249,1.000000,7.631531,0.738046,0.661755
662,0,4,2.461012,39.818562,0.902790,1.000000,7.631531,0.737650,0.477543
663,1,0,2.856686,39.455355,0.902090,1.000000,7.631531,0.737254,0.870225
664,1,0,2.315006,39.489960,0.902547,1.000000,7.631531,0.736858,0.880085
665,3,1,2.475035,39.773436,0.902791,1.000000,7.631531,0.736462,1.002230
666,0,5,2.532341,39.511652,0.903239,1.000000,7.631531,0.736066,0.680087
667,1,7,2.340069,39.749412,0.902468,1.000000,7.631531,0.735670,0.664498
668,1,6,2.197464,39.327978,0.902933,1.000000,7.631531,0.735274,0.547357
669,2,5,2.803356,39.139270,0.902622,1.000000,7.631531,0.734878,0.652502
670,0,5,2.698845,39.087744,0.902830,1.000000,7.631531,0.734482,0.579748
671,1,0,2.538962,38.822412,0.902145,1.000000,7.631531,0.734086,0.873353
672,1,0,2.576782,38.849515,0.902478,1.000000,7.631531,0.733690,0.497005
673,0,5,1.996885,38.717243,0.902838,1.000000,7.631531,0.733294,0.793092
674,1,6,2.771217,38.687886,0.902099,1.000000,7.631531,0.732898,0.613323
