step,action,action_bin,action_vec_norm,free_energy,confidence,obs_norm,frame_mean,beta,info_gain,last_sleep_round,last_sleep_delta_fe,last_sleep_replayed
261,0,3,2.366660,37.488054,0.902502,1.000000,7.631531,0.482230,0.497746,0,0.025436,8
262,0,4,2.405883,37.679388,0.902490,1.000000,7.631531,0.480250,0.617124,0,0.025436,8
263,1,7,2.767264,37.906871,0.902826,1.000000,7.631531,0.478270,0.543374,0,0.025436,8
264,0,5,2.331175,37.978704,0.902981,1.000000,7.631531,0.476290,0.584613,0,0.025436,8
265,2,6,2.357807,37.839795,0.903176,1.000000,7.631531,0.474310,0.330729,0,0.025436,8
266,1,7,2.443096,37.964880,0.902436,1.000000,7.631531,0.472330,0.588754,0,0.025436,8
267,1,6,2.677478,37.820904,0.902369,1.000000,7.631531,0.470350,0.253667,0,0.025436,8
268,0,3,2.451423,37.913601,0.902084,1.000000,7.631531,0.468370,0.501039,0,0.025436,8
269,0,3,2.262305,37.824790,0.902437,1.000000,7.631531,0.466390,0.504141,0,0.025436,8
270,1,1,2.572471,37.627024,0.902582,1.000000,7.631531,0.464410,0.439552,0,0.025436,8
271,1,6,2.633804,37.549584,0.902109,1.000000,7.631531,0.462430,0.241310,0,0.025436,8
272,1,0,2.417330,37.300919,0.903003,1.000000,7.631531,0.460450,0.808859,0,0.025436,8
273,0,3,2.512913,37.287222,0.902335,1.000000,7.631531,0.458470,0.478857,0,0.025436,8
274,0,4,2.743135,37.446010,0.902562,1.000000,7.631531,0.456490,0.740078,0,0.025436,8
275,1,0,2.252205,37.422883,0.902130,1.000000,7.631531,0.454510,0.874622,0,0.025436,8
276,1,7,2.427338,37.387717,0.903073,1.000000,7.631531,0.452530,0.623961,0,0.025436,8
277,0,5,2.472755,37.365429,0.903410,1.000000,7.631531,0.450550,0.502929,0,0.025436,8
278,0,5,2.349459,37.638323,0.902473,1.000000,7.631531,0.448570,0.662985,0,0.025436,8
279,0,2,2.222569,37.906058,0.902484,1.000000,7.631531,0.446590,0.438644,0,0.025436,8
280,3,5,2.870303,37.746498,0.902958,1.000000,7.631531,0.444610,0.728591,0,0.025436,8
281,0,4,2.583274,37.955273,0.902491,1.000000,7.631531,0.442630,0.531569,0,0.025436,8
282,1,6,2.528501,37.996269,0.902755,1.000000,7.631531,0.440650,0.258852,0,0.025436,8
283,1,0,2.586161,38.192599,0.902821,1.000000,7.631531,0.438670,0.738853,0,0.025436,8
284,0,5,2.702085,38.120843,0.902778,1.000000,7.631531,0.436690,0.754805,0,0.025436,8
285,0,3,2.333771,38.218373,0.902404,1.000000,7.631531,0.434710,0.488363,0,0.025436,8
286,1,0,2.285770,38.365959,0.902571,1.000000,7.631531,0.432730,0.735653,0,0.025436,8
287,1,1,2.149247,38.334641,0.902885,1.000000,7.631531,0.430750,0.500724,0,0.025436,8
288,0,3,2.376538,38.797386,0.902052,1.000000,7.631531,0.428770,0.426498,0,0.025436,8
289,0,2,2.236387,38.851377,0.902192,1.000000,7.631531,0.426790,0.406032,0,0.025436,8
290,1,7,2.412545,39.029403,0.902791,1.000000,7.631531,0.424810,0.511865,0,0.025436,8
291,3,2,2.666020,39.153811,0.902790,1.000000,7.631531,0.422830,0.598922,0,0.025436,8
292,0,4,2.990799,39.168141,0.902488,1.000000,7.631531,0.420850,0.891290,0,0.025436,8
293,1,6,2.675087,38.970005,0.902512,1.000000,7.631531,0.418870,0.660979,0,0.025436,8
294,1,0,2.279416,38.777586,0.902840,1.000000,7.631531,0.416890,0.696568,0,0.025436,8
295,0,2,2.773162,38.755952,0.903240,1.000000,7.631531,0.414910,0.731475,0,0.025436,8
296,0,5,2.635306,38.749368,0.902190,1.000000,7.631531,0.412930,0.782499,0,0.025436,8
297,1,1,2.172306,38.658952,0.902733,1.000000,7.631531,0.410950,0.528773,0,0.025436,8
298,0,5,2.242187,38.472060,0.902782,1.000000,7.631531,0.408970,0.934896,0,0.025436,8
299,1,0,2.140114,38.701562,0.903018,1.000000,7.631531,0.406990,0.665713,0,0.025436,8
300,1,7,2.350308,38.486545,0.902581,1.000000,7.631531,0.405010,0.477817,0,0.025436,8
301,0,5,2.379497,38.526786,0.902857,1.000000,7.631531,0.403030,0.918965,0,0.025436,8
302,3,2,2.761942,38.823750,0.903129,1.000000,7.631531,0.401050,0.749287,0,0.025436,8
303,1,7,2.721176,39.068179,0.902674,1.000000,7.631531,0.399070,0.644679,0,0.025436,8
304,0,4,2.397986,38.958267,0.902791,1.000000,7.631531,0.397090,0.809087,0,0.025436,8
305,0,3,2.680571,38.950625,0.902833,1.000000,7.631531,0.395110,0.622376,0,0.025436,8
306,0,4,2.525097,38.915230,0.902505,1.000000,7.631531,0.393130,0.789679,0,0.025436,8
307,0,3,2.153945,38.661605,0.902957,1.000000,7.631531,0.391150,0.620973,0,0.025436,8
308,2,5,2.399405,38.690420,0.902462,1.000000,7.631531,0.389170,0.681179,0,0.025436,8
309,0,4,2.677258,38.726602,0.902478,1.000000,7.631531,0.387190,0.745849,0,0.025436,8
310,3,3,2.229927,38.642858,0.902411,1.000000,7.631531,0.385210,0.609522,0,0.025436,8
311,2,5,2.786434,38.698620,0.902389,1.000000,7.631531,0.383230,0.594577,0,0.025436,8
312,1,6,2.462671,38.720649,0.902563,1.000000,7.631531,0.381250,0.802358,0,0.025436,8
313,0,4,2.565429,38.591922,0.902452,1.000000,7.631531,0.379270,0.637323,0,0.025436,8
314,1,6,2.513595,38.716499,0.902056,1.000000,7.631531,0.377290,0.759272,0,0.025436,8
315,0,5,2.643984,38.882300,0.902766,1.000000,7.631531,0.375310,0.559596,0,0.025436,8
316,0,3,2.096933,38.692242,0.902364,1.000000,7.631531,0.373330,0.573124,0,0.025436,8
317,1,6,2.483962,38.631918,0.903151,1.000000,7.631531,0.371350,0.742418,0,0.025436,8
318,0,4,2.313264,38.629800,0.902807,1.000000,7.631531,0.369370,0.516288,0,0.025436,8
319,0,3,2.362883,38.611046,0.902415,1.000000,7.631531,0.367390,0.520965,0,0.025436,8
320,0,5,2.816803,38.228401,0.902450,1.000000,7.631531,0.365410,0.449990,0,0.025436,8
321,0,4,2.924896,38.247544,0.902793,1.000000,7.631531,0.363430,0.492780,0,0.025436,8
322,2,5,2.598172,38.185174,0.902779,1.000000,7.631531,0.361450,0.526166,0,0.025436,8
323,0,4,2.391610,38.171921,0.902797,1.000000,7.631531,0.359470,0.495300,0,0.025436,8
324,0,2,2.295194,38.585553,0.902069,1.000000,7.631531,0.357490,0.682057,0,0.025436,8
325,0,5,2.560017,38.608818,0.902410,1.000000,7.631531,0.355510,0.448871,0,0.025436,8
326,0,3,2.842630,38.492628,0.902935,1.000000,7.631531,0.353530,0.549459,0,0.025436,8
327,1,6,1.975987,38.398756,0.902456,1.000000,7.631531,0.351550,0.809917,0,0.025436,8
328,1,7,2.561336,38.453373,0.902333,1.000000,7.631531,0.349570,0.705589,0,0.025436,8
329,1,6,2.675962,38.803294,0.902417,1.000000,7.631531,0.347590,0.814874,0,0.025436,8
330,3,2,2.102511,38.921189,0.902454,1.000000,7.631531,0.345610,0.710203,0,0.025436,8
331,2,5,2.652311,39.105582,0.902111,1.000000,7.631531,0.343630,0.515315,0,0.025436,8
332,2,5,2.307897,38.925550,0.902421,1.000000,7.631531,0.341650,0.535437,0,0.025436,8
333,3,2,2.701629,39.086788,0.903273,1.000000,7.631531,0.339670,0.777793,0,0.025436,8
334,1,6,2.488083,38.975647,0.902119,1.000000,7.631531,0.337690,0.627928,0,0.025436,8
335,1,7,2.490597,38.608659,0.902477,1.000000,7.631531,0.335710,0.840594,0,0.025436,8
336,0,4,2.662368,38.960479,0.902467,1.000000,7.631531,0.333730,0.523049,0,0.025436,8
337,0,5,2.848120,39.265911,0.902397,1.000000,7.631531,0.331750,0.592029,0,0.025436,8
338,0,4,2.307750,39.244977,0.902258,1.000000,7.631531,0.329770,0.446650,0,0.025436,8
339,1,7,2.458988,39.530380,0.902760,1.000000,7.631531,0.327790,0.837056,0,0.025436,8
340,3,1,2.630336,39.606231,0.902437,1.000000,7.631531,0.325810,0.690867,0,0.025436,8
341,0,3,2.549605,39.613305,0.902786,1.000000,7.631531,0.323830,0.631577,0,0.025436,8
342,0,4,2.424717,39.378440,0.902098,1.000000,7.631531,0.321850,0.449574,0,0.025436,8
343,0,3,2.480191,39.301474,0.902398,1.000000,7.631531,0.319870,0.637034,0,0.025436,8
344,0,5,2.437590,39.333262,0.902880,1.000000,7.631531,0.317890,0.533273,0,0.025436,8
345,1,1,2.654164,39.193145,0.902043,1.000000,7.631531,0.315910,0.779025,0,0.025436,8
346,2,5,2.310554,39.176599,0.902874,1.000000,7.631531,0.313930,0.539003,0,0.025436,8
347,0,3,2.774452,39.337442,0.902466,1.000000,7.631531,0.311950,0.723237,0,0.025436,8
348,0,4,2.655515,39.518246,0.902430,1.000000,7.631531,0.309970,0.457318,0,0.025436,8
349,0,5,2.139042,39.583293,0.902830,1.000000,7.631531,0.307990,0.439404,0,0.025436,8
350,1,6,2.438685,39.750820,0.902814,1.000000,7.631531,0.306010,0.672524,0,0.025436,8
351,0,4,2.415229,39.803592,0.902492,1.000000,7.631531,0.304030,0.439205,0,0.025436,8
352,0,2,2.827150,40.112681,0.902797,1.000000,7.631531,0.302050,0.990924,0,0.025436,8
353,0,3,2.783614,40.334009,0.902303,1.000000,7.631531,0.300070,0.828017,0,0.025436,8
354,0,4,2.619507,40.267457,0.902439,1.000000,7.631531,0.298090,0.666643,0,0.025436,8
355,1,7,2.684791,40.359087,0.902460,1.000000,7.631531,0.296110,1.051064,0,0.025436,8
356,0,4,2.392992,40.203048,0.902301,1.000000,7.631531,0.294130,0.598587,0,0.025436,8
357,0,4,2.737987,40.415389,0.902640,1.000000,7.631531,0.292150,0.677866,0,0.025436,8
358,1,7,2.615115,40.626028,0.902608,1.000000,7.631531,0.290170,1.194318,0,0.025436,8
359,1,6,2.548369,40.606516,0.902425,1.000000,7.631531,0.288190,0.874788,0,0.025436,8
360,0,4,2.554731,40.545645,0.902517,1.000000,7.631531,0.286210,0.659636,0,0.025436,8
361,0,2,2.468148,40.442199,0.902153,1.000000,7.631531,0.284230,1.224130,0,0.025436,8
362,1,6,2.792278,40.438583,0.902512,1.000000,7.631531,0.282250,0.771726,0,0.025436,8
363,0,2,2.433516,40.425839,0.902826,1.000000,7.631531,0.280270,1.053817,0,0.025436,8
364,0,2,2.406783,40.714877,0.902623,1.000000,7.631531,0.278290,0.968619,0,0.025436,8
365,0,4,2.707641,40.586242,0.902808,1.000000,7.631531,0.276310,0.733030,0,0.025436,8
366,0,3,2.796099,40.464965,0.902521,1.000000,7.631531,0.274330,1.002245,0,0.025436,8
367,1,7,2.365073,40.791037,0.902545,1.000000,7.631531,0.272350,0.969572,0,0.025436,8
368,0,3,2.447428,40.854990,0.902214,1.000000,7.631531,0.270370,0.882650,0,0.025436,8
369,3,3,2.311216,40.492807,0.902420,1.000000,7.631531,0.268390,0.862472,0,0.025436,8
370,0,4,2.409251,40.543053,0.902408,1.000000,7.631531,0.266410,0.529309,0,0.025436,8
371,1,6,2.708282,40.260724,0.902337,1.000000,7.631531,0.264430,0.811624,0,0.025436,8
372,0,3,2.253129,40.272369,0.902873,1.000000,7.631531,0.262450,0.773295,0,0.025436,8
373,0,4,2.125249,40.559376,0.902801,1.000000,7.631531,0.260470,0.565812,0,0.025436,8
374,0,4,2.699267,40.606913,0.903029,1.000000,7.631531,0.258490,0.599818,0,0.025436,8
375,1,1,2.323481,40.440710,0.902134,1.000000,7.631531,0.256510,0.866390,0,0.025436,8
376,0,2,2.658979,40.540012,0.902209,1.000000,7.631531,0.254530,0.835184,0,0.025436,8
377,0,4,2.292833,40.635535,0.902822,1.000000,7.631531,0.252550,0.497305,0,0.025436,8
378,0,4,2.566669,40.512793,0.902633,1.000000,7.631531,0.250570,0.500247,0,0.025436,8
379,2,6,2.467128,40.625969,0.902450,1.000000,7.631531,0.248590,0.476582,0,0.025436,8
380,0,4,2.515803,40.759422,0.902981,1.000000,7.631531,0.246610,0.448929,0,0.025436,8
381,2,6,2.546093,40.652142,0.902543,1.000000,7.631531,0.244630,0.398644,0,0.025436,8
382,0,4,2.591986,40.480178,0.902812,1.000000,7.631531,0.242650,0.412113,0,0.025436,8
383,0,5,2.640914,40.365326,0.902701,1.000000,7.631531,0.240670,0.605898,0,0.025436,8
384,1,0,2.562368,40.379123,0.902815,1.000000,7.631531,0.238690,0.881448,0,0.025436,8
385,0,5,2.343722,40.141666,0.902463,1.000000,7.631531,0.236710,0.459673,0,0.025436,8
386,0,3,2.440607,39.901884,0.902374,1.000000,7.631531,0.234730,0.721957,0,0.025436,8
387,1,7,2.355739,39.823974,0.902082,1.000000,7.631531,0.232750,0.938979,0,0.025436,8
388,0,5,2.361945,39.699233,0.902807,1.000000,7.631531,0.230770,0.398749,0,0.025436,8
389,0,4,2.532508,39.472204,0.902832,1.000000,7.631531,0.228790,0.524513,0,0.025436,8
390,1,0,1.955969,39.554561,0.902457,1.000000,7.631531,0.226810,0.879691,0,0.025436,8
391,0,5,2.517040,39.736893,0.902920,1.000000,7.631531,0.224830,0.395075,0,0.025436,8
392,0,5,2.595435,39.749620,0.902613,1.000000,7.631531,0.222850,0.385146,0,0.025436,8
393,0,5,2.836193,39.775674,0.902511,1.000000,7.631531,0.220870,0.348031,0,0.025436,8
394,1,6,2.587708,39.643473,0.902770,1.000000,7.631531,0.218890,0.677942,0,0.025436,8
395,1,6,2.596926,39.596839,0.902090,1.000000,7.631531,0.216910,0.543136,0,0.025436,8
396,3,4,2.086293,39.532865,0.902404,1.000000,7.631531,0.214930,0.751007,0,0.025436,8
397,1,7,2.290709,39.548513,0.902753,1.000000,7.631531,0.212950,0.775050,0,0.025436,8
398,1,7,2.333084,39.622293,0.902481,1.000000,7.631531,0.210970,0.783181,0,0.025436,8
399,2,5,2.340361,39.888606,0.902718,1.000000,7.631531,0.208990,0.426333,1,0.012723,8
400,1,6,2.720888,39.726801,0.902314,1.000000,7.631531,0.207010,0.515807,1,0.012723,8
401,1,1,2.734315,39.776063,0.902852,1.000000,7.631531,0.205030,0.947978,1,0.012723,8
402,0,4,2.621056,39.694184,0.902760,1.000000,7.631531,0.203050,0.778616,1,0.012723,8
403,1,0,2.359115,39.637648,0.902673,1.000000,7.631531,0.201070,0.815379,1,0.012723,8
404,1,6,2.724283,39.459673,0.902891,1.000000,7.631531,0.199090,0.523513,1,0.012723,8
405,0,5,2.459874,39.151346,0.902895,1.000000,7.631531,0.197110,0.430772,1,0.012723,8
406,1,6,2.489919,39.266496,0.902142,1.000000,7.631531,0.195130,0.522013,1,0.012723,8
407,1,7,2.359140,39.419423,0.902122,1.000000,7.631531,0.193150,0.803972,1,0.012723,8
408,0,3,2.473517,39.378560,0.903104,1.000000,7.631531,0.191170,0.602364,1,0.012723,8
409,0,5,2.221925,39.598134,0.902494,1.000000,7.631531,0.189190,0.627244,1,0.012723,8
410,2,6,2.105835,39.752838,0.902409,1.000000,7.631531,0.187210,0.486579,1,0.012723,8
411,1,6,2.150556,39.496980,0.902173,1.000000,7.631531,0.185230,0.526805,1,0.012723,8
412,0,4,2.579863,39.355100,0.902430,1.000000,7.631531,0.183250,0.764314,1,0.012723,8
413,2,5,2.389181,39.475612,0.902784,1.000000,7.631531,0.181270,0.707176,1,0.012723,8
414,1,0,2.276073,39.431887,0.902199,1.000000,7.631531,0.179290,0.670852,1,0.012723,8
415,2,6,2.791341,39.574542,0.902801,1.000000,7.631531,0.177310,0.555624,1,0.012723,8
416,3,1,2.259863,39.501159,0.902453,1.000000,7.631531,0.175330,0.916684,1,0.012723,8
417,1,6,2.468432,39.696351,0.902804,1.000000,7.631531,0.173350,0.540279,1,0.012723,8
418,1,0,2.382102,39.654296,0.902136,1.000000,7.631531,0.171370,0.599368,1,0.012723,8
419,3,1,2.160779,39.624516,0.902381,1.000000,7.631531,0.169390,0.852628,1,0.012723,8
420,0,3,2.463334,39.524685,0.902464,1.000000,7.631531,0.167410,0.521999,1,0.012723,8
421,0,4,2.736492,39.551003,0.902835,1.000000,7.631531,0.165430,0.669307,1,0.012723,8
422,2,5,1.824124,39.543012,0.902489,1.000000,7.631531,0.163450,0.587492,1,0.012723,8
423,1,0,2.329856,39.585342,0.902443,1.000000,7.631531,0.161470,0.596023,1,0.012723,8
424,0,3,2.641744,39.620696,0.903210,1.000000,7.631531,0.159490,0.516804,1,0.012723,8
425,0,4,2.594059,39.560544,0.902604,1.000000,7.631531,0.157510,0.646969,1,0.012723,8
426,0,4,2.570340,39.607065,0.902012,1.000000,7.631531,0.155530,0.611562,1,0.012723,8
427,1,0,2.191489,39.273557,0.902839,1.000000,7.631531,0.153550,0.644131,1,0.012723,8
428,0,4,2.995218,39.273122,0.902783,1.000000,7.631531,0.151570,0.516104,1,0.012723,8
429,0,4,2.400848,39.109666,0.902822,1.000000,7.631531,0.149590,0.402366,1,0.012723,8
430,1,1,2.666662,39.003431,0.902171,1.000000,7.631531,0.147610,0.855056,1,0.012723,8
431,2,5,2.814959,39.011885,0.902903,1.000000,7.631531,0.145630,0.560620,1,0.012723,8
432,0,4,2.242788,39.115543,0.902827,1.000000,7.631531,0.143650,0.481536,1,0.012723,8
433,3,1,2.227957,39.202784,0.902368,1.000000,7.631531,0.141670,0.719504,1,0.012723,8
434,0,5,2.615555,38.992582,0.903264,1.000000,7.631531,0.139690,0.553363,1,0.012723,8
435,0,4,2.047162,39.235174,0.902820,1.000000,7.631531,0.137710,0.704832,1,0.012723,8
436,0,2,2.663261,39.419159,0.902439,1.000000,7.631531,0.135730,0.575872,1,0.012723,8
437,0,4,2.231156,39.236698,0.902087,1.000000,7.631531,0.133750,0.706517,1,0.012723,8
438,1,0,2.655813,39.186530,0.902798,1.000000,7.631531,0.131770,0.303303,1,0.012723,8
439,1,1,2.472984,39.339793,0.902023,1.000000,7.631531,0.129790,0.639170,1,0.012723,8
440,1,6,2.177163,39.432738,0.902070,1.000000,7.631531,0.127810,0.674994,1,0.012723,8
441,2,6,2.997377,39.212788,0.902041,1.000000,7.631531,0.125830,0.651444,1,0.012723,8
442,0,2,2.060667,39.374067,0.902879,1.000000,7.631531,0.123850,0.891323,1,0.012723,8
443,0,5,2.400348,39.510362,0.902434,1.000000,7.631531,0.121870,0.438152,1,0.012723,8
444,1,7,2.307259,39.439850,0.902084,1.000000,7.631531,0.119890,0.547542,1,0.012723,8
445,3,2,2.512235,39.299238,0.902562,1.000000,7.631531,0.117910,0.744870,1,0.012723,8
446,1,6,2.191965,39.397114,0.902184,1.000000,7.631531,0.115930,0.650395,1,0.012723,8
447,0,4,2.371474,39.249024,0.902482,1.000000,7.631531,0.113950,0.378580,1,0.012723,8
448,3,4,2.231312,39.239976,0.902044,1.000000,7.631531,0.111970,0.392260,1,0.012723,8
449,0,4,2.484884,39.142745,0.902823,1.000000,7.631531,0.109990,0.392294,1,0.012723,8
450,0,3,2.334027,39.085499,0.902106,1.000000,7.631531,0.108010,0.379916,1,0.012723,8
451,1,7,2.147192,39.010853,0.902729,1.000000,7.631531,0.106030,0.691187,1,0.012723,8
452,1,7,2.568121,39.289914,0.902133,1.000000,7.631531,0.104050,0.685518,1,0.012723,8
453,0,3,2.439589,39.123204,0.902483,1.000000,7.631531,0.102070,0.404901,1,0.012723,8
454,0,2,2.473688,39.152328,0.902713,1.000000,7.631531,0.100090,0.753383,1,0.012723,8
455,2,5,2.449013,38.916937,0.902050,1.000000,7.631531,0.098110,0.420267,1,0.012723,8
456,0,5,2.819619,38.989298,0.902778,1.000000,7.631531,0.096130,0.612198,1,0.012723,8
457,1,7,2.581569,39.062941,0.902425,1.000000,7.631531,0.094150,0.545030,1,0.012723,8
458,0,5,1.884048,39.275069,0.902640,1.000000,7.631531,0.092170,0.694818,1,0.012723,8
459,0,2,2.076420,39.518826,0.902500,1.000000,7.631531,0.090190,0.722123,1,0.012723,8
460,0,3,2.398385,39.426646,0.903213,1.000000,7.631531,0.088210,0.506215,1,0.012723,8
461,0,4,2.659747,39.745864,0.902834,1.000000,7.631531,0.086230,0.540704,1,0.012723,8
462,0,4,2.696491,39.788331,0.902079,1.000000,7.631531,0.084250,0.600403,1,0.012723,8
463,3,2,2.513393,40.170376,0.902894,1.000000,7.631531,0.082270,0.730595,1,0.012723,8
464,0,3,2.593087,40.156546,0.902519,1.000000,7.631531,0.080290,0.553063,1,0.012723,8
465,1,0,2.484756,40.274693,0.902447,1.000000,7.631531,0.078310,0.547830,1,0.012723,8
466,1,7,2.691439,40.563280,0.902852,1.000000,7.631531,0.076330,0.795138,1,0.012723,8
467,0,4,2.631926,40.452409,0.903099,1.000000,7.631531,0.074350,0.808240,1,0.012723,8
468,0,3,2.865318,40.499609,0.902819,1.000000,7.631531,0.072370,0.708365,1,0.012723,8
469,0,5,2.372235,40.834107,0.902946,1.000000,7.631531,0.070390,0.912771,1,0.012723,8
470,0,4,2.442640,40.710604,0.902217,1.000000,7.631531,0.068410,0.890861,1,0.012723,8
471,1,7,2.477478,40.377322,0.902459,1.000000,7.631531,0.066430,0.871648,1,0.012723,8
472,2,6,2.249881,40.337808,0.902441,1.000000,7.631531,0.064450,0.649716,1,0.012723,8
473,0,4,2.473540,40.279028,0.902551,1.000000,7.631531,0.062470,0.786449,1,0.012723,8
474,0,5,2.814229,40.205022,0.902862,1.000000,7.631531,0.060490,1.225346,1,0.012723,8
475,0,3,2.291865,39.812124,0.902843,1.000000,7.631531,0.058510,0.717605,1,0.012723,8
476,1,0,2.779318,39.867978,0.902944,1.000000,7.631531,0.056530,0.660932,1,0.012723,8
477,0,4,2.825141,39.691456,0.902811,1.000000,7.631531,0.054550,0.785171,1,0.012723,8
478,0,5,2.827690,39.581061,0.903238,1.000000,7.631531,0.052570,1.255392,1,0.012723,8
479,0,3,2.380850,40.019805,0.902354,1.000000,7.631531,0.050590,0.668289,1,0.012723,8
480,0,5,2.160567,40.039606,0.902578,1.000000,7.631531,0.048610,1.235471,1,0.012723,8
481,1,6,2.449881,40.383899,0.902339,1.000000,7.631531,0.046630,0.595472,1,0.012723,8
482,0,4,2.259654,40.628853,0.902453,1.000000,7.631531,0.044650,0.562440,1,0.012723,8
483,1,7,2.302290,40.530140,0.902941,1.000000,7.631531,0.042670,0.893401,1,0.012723,8
484,0,4,2.742790,40.369303,0.902478,1.000000,7.631531,0.040690,0.492487,1,0.012723,8
485,0,4,2.415473,40.523314,0.902426,1.000000,7.631531,0.038710,0.479203,1,0.012723,8
486,0,5,2.864973,40.478807,0.902087,1.000000,7.631531,0.036730,0.606345,1,0.012723,8
487,0,4,2.402695,40.347047,0.902849,1.000000,7.631531,0.034750,0.558730,1,0.012723,8
488,1,1,2.471378,40.184722,0.902048,1.000000,7.631531,0.032770,0.653369,1,0.012723,8
489,0,4,2.002362,40.377502,0.902880,1.000000,7.631531,0.030790,0.614634,1,0.012723,8
490,3,5,2.372036,40.264424,0.902028,1.000000,7.631531,0.028810,0.610315,1,0.012723,8
491,2,6,2.195460,40.248738,0.902838,1.000000,7.631531,0.026830,0.548243,1,0.012723,8
492,0,3,2.943791,40.341277,0.902870,1.000000,7.631531,0.024850,0.667586,1,0.012723,8
493,0,4,2.095081,39.890556,0.902893,1.000000,7.631531,0.022870,0.613072,1,0.012723,8
494,0,4,2.668020,40.120839,0.902729,1.000000,7.631531,0.020890,0.629515,1,0.012723,8
495,0,5,2.992464,39.847437,0.902452,1.000000,7.631531,0.018910,0.616962,1,0.012723,8
496,1,0,2.190827,40.073198,0.902476,1.000000,7.631531,0.016930,0.661276,1,0.012723,8
497,0,4,1.831730,39.749310,0.902960,1.000000,7.631531,0.014950,0.807781,1,0.012723,8
498,1,0,2.483307,39.712738,0.902454,1.000000,7.631531,0.012970,0.657338,1,0.012723,8
499,0,5,2.598682,39.872696,0.902499,1.000000,7.631531,0.010990,0.519550,1,0.012723,8
500,2,5,2.528283,39.828439,0.902421,1.000000,7.631531,0.010000,0.533834,1,0.012723,8
501,2,5,2.616908,39.712910,0.902844,1.000000,7.631531,0.010000,0.435275,1,0.012723,8
502,2,5,2.399208,39.634165,0.902520,1.000000,7.631531,0.010000,0.448479,1,0.012723,8
503,1,7,2.573565,39.856577,0.902747,1.000000,7.631531,0.010000,0.445581,1,0.012723,8
504,0,2,2.310646,40.058795,0.902199,1.000000,7.631531,0.010000,0.760121,1,0.012723,8
505,1,7,2.396130,40.299091,0.902639,1.000000,7.631531,0.010000,0.388696,1,0.012723,8
506,1,7,2.354221,40.143496,0.902530,1.000000,7.631531,0.010000,0.421828,1,0.012723,8
507,0,3,2.784623,40.452633,0.902426,1.000000,7.631531,0.010000,0.631551,1,0.012723,8
508,1,6,2.359633,40.368393,0.902853,1.000000,7.631531,0.010000,0.550459,1,0.012723,8
509,1,1,2.719880,40.516757,0.902892,1.000000,7.631531,0.010000,0.629953,1,0.012723,8
510,0,2,2.664188,40.547570,0.902870,1.000000,7.631531,0.010000,0.775817,1,0.012723,8
511,0,3,2.538616,40.174037,0.902498,1.000000,7.631531,0.010000,0.549454,1,0.012723,8
512,0,4,2.780615,39.979346,0.902489,1.000000,7.631531,0.010000,0.797605,1,0.012723,8
513,1,7,2.293622,40.044245,0.903139,1.000000,7.631531,0.010000,0.406959,1,0.012723,8
514,0,3,2.360198,39.802498,0.902450,1.000000,7.631531,0.010000,0.532076,1,0.012723,8
515,0,5,2.471798,39.943664,0.902849,1.000000,7.631531,0.010000,0.476422,1,0.012723,8
516,1,6,2.627517,39.877253,0.902381,1.000000,7.631531,0.010000,0.606981,1,0.012723,8
517,0,4,2.600299,39.771403,0.902137,1.000000,7.631531,0.010000,0.763127,1,0.012723,8
518,2,5,2.413254,39.743570,0.902507,1.000000,7.631531,0.010000,0.376797,1,0.012723,8
519,0,4,2.847829,40.339033,0.902730,1.000000,7.631531,0.010000,0.836615,1,0.012723,8
520,2,6,2.977188,40.304226,0.902441,1.000000,7.631531,0.010000,0.824459,1,0.012723,8
521,1,6,2.676206,40.040588,0.902538,1.000000,7.631531,0.010000,0.831999,1,0.012723,8
522,0,3,2.198779,40.121198,0.902159,1.000000,7.631531,0.010000,0.463839,1,0.012723,8
523,0,2,2.623751,40.162403,0.902879,1.000000,7.631531,0.010000,0.763979,1,0.012723,8
524,3,2,2.461330,40.125710,0.902771,1.000000,7.631531,0.010000,0.721863,1,0.012723,8
525,0,4,2.428798,40.393681,0.902488,1.000000,7.631531,0.010000,0.629641,1,0.012723,8
526,2,5,2.309384,40.208261,0.902499,1.000000,7.631531,0.010000,0.501046,1,0.012723,8
527,0,4,2.422470,40.072568,0.902831,1.000000,7.631531,0.010000,0.647707,1,0.012723,8
528,0,5,2.091312,39.950409,0.902093,1.000000,7.631531,0.010000,0.620973,1,0.012723,8
529,0,4,2.511221,39.913789,0.902069,1.000000,7.631531,0.010000,0.617529,1,0.012723,8
530,3,1,2.515999,39.956190,0.902443,1.000000,7.631531,0.010000,0.520155,1,0.012723,8
531,0,3,2.570616,39.824650,0.902731,1.000000,7.631531,0.010000,0.401818,1,0.012723,8
532,3,2,2.682388,39.747570,0.902838,1.000000,7.631531,0.010000,0.603268,1,0.012723,8
533,0,5,2.427912,39.645475,0.902899,1.000000,7.631531,0.010000,0.592224,1,0.012723,8
534,0,4,2.225786,39.836213,0.902825,1.000000,7.631531,0.010000,0.691845,1,0.012723,8
535,0,5,2.417051,39.850303,0.902117,1.000000,7.631531,0.010000,0.528642,1,0.012723,8
536,0,5,2.569175,39.613192,0.902396,1.000000,7.631531,0.010000,0.529975,1,0.012723,8
537,0,5,2.447825,39.514728,0.902515,1.000000,7.631531,0.010000,0.528488,1,0.012723,8
538,1,6,2.641871,39.556159,0.902529,1.000000,7.631531,0.010000,0.592558,1,0.012723,8
