step,action,action_bin,action_vec_norm,free_energy,confidence,obs_norm,frame_mean,beta,info_gain,last_sleep_round,last_sleep_delta_fe,last_sleep_replayed
539,0,3,2.285752,39.407661,0.902466,1.000000,7.631531,0.010000,0.582004,1,0.012723,8
540,0,4,2.657366,39.525947,0.902841,1.000000,7.631531,0.010000,0.540310,1,0.012723,8
541,0,5,2.099726,39.400102,0.902856,1.000000,7.631531,0.010000,0.487309,1,0.012723,8
542,1,0,2.663082,39.493356,0.902907,1.000000,7.631531,0.010000,0.485670,1,0.012723,8
543,0,2,2.031202,39.617957,0.902807,1.000000,7.631531,0.010000,0.643933,1,0.012723,8
544,3,1,2.664357,39.695732,0.902713,1.000000,7.631531,0.010000,0.347216,1,0.012723,8
545,2,5,2.718525,39.620618,0.902516,1.000000,7.631531,0.010000,0.512563,1,0.012723,8
546,0,3,3.106651,39.744659,0.902168,1.000000,7.631531,0.010000,0.616087,1,0.012723,8
547,3,1,2.305426,39.770667,0.902829,1.000000,7.631531,0.010000,0.350515,1,0.012723,8
548,0,3,2.505439,39.805118,0.902283,1.000000,7.631531,0.010000,0.611358,1,0.012723,8
549,0,4,2.548133,39.945892,0.902660,1.000000,7.631531,0.010000,0.477622,1,0.012723,8
550,0,5,2.488103,39.923671,0.902909,1.000000,7.631531,0.010000,0.508586,1,0.012723,8
551,0,4,2.668654,39.493048,0.902536,1.000000,7.631531,0.010000,0.492762,1,0.012723,8
552,0,5,2.546048,39.305733,0.902548,1.000000,7.631531,0.010000,0.510405,1,0.012723,8
553,1,0,2.286078,39.412738,0.902804,1.000000,7.631531,0.010000,0.477698,1,0.012723,8
554,1,1,2.414834,39.403462,0.902886,1.000000,7.631531,0.010000,0.418331,1,0.012723,8
555,0,2,1.697871,39.379094,0.902618,1.000000,7.631531,0.010000,0.922319,1,0.012723,8
556,1,6,2.652801,39.232623,0.902763,1.000000,7.631531,0.010000,0.673274,1,0.012723,8
557,2,6,2.790654,39.171128,0.902469,1.000000,7.631531,0.010000,0.666850,1,0.012723,8
558,1,6,2.710088,39.255205,0.902714,1.000000,7.631531,0.010000,0.654586,1,0.012723,8
559,0,3,2.782648,39.366443,0.902427,1.000000,7.631531,0.010000,0.558677,1,0.012723,8
560,1,0,2.221228,39.507693,0.902725,1.000000,7.631531,0.010000,0.498149,1,0.012723,8
561,0,5,2.069316,39.644642,0.902060,1.000000,7.631531,0.010000,0.593713,1,0.012723,8
562,0,5,2.563561,39.561702,0.902805,1.000000,7.631531,0.010000,0.594520,1,0.012723,8
563,0,5,2.687865,39.376851,0.902745,1.000000,7.631531,0.010000,0.531424,1,0.012723,8
564,2,5,2.449194,39.631395,0.902438,1.000000,7.631531,0.010000,0.542603,1,0.012723,8
565,0,3,2.537400,39.731219,0.902645,1.000000,7.631531,0.010000,0.562462,1,0.012723,8
566,0,4,2.293128,39.461511,0.902478,1.000000,7.631531,0.010000,0.567711,1,0.012723,8
567,0,4,2.541853,39.351283,0.902829,1.000000,7.631531,0.010000,0.542985,1,0.012723,8
568,0,4,2.211304,39.430397,0.902528,1.000000,7.631531,0.010000,0.568467,1,0.012723,8
569,0,5,2.729703,39.341066,0.902432,1.000000,7.631531,0.010000,0.507540,1,0.012723,8
570,0,3,2.565749,39.367237,0.902485,1.000000,7.631531,0.010000,0.557345,1,0.012723,8
571,1,1,2.649025,39.507301,0.902781,1.000000,7.631531,0.010000,0.545712,1,0.012723,8
572,0,3,2.521625,39.433659,0.902457,1.000000,7.631531,0.010000,0.574004,1,0.012723,8
573,1,7,2.489603,39.619000,0.902226,1.000000,7.631531,0.010000,0.629758,1,0.012723,8
574,0,4,2.480205,39.447170,0.903279,1.000000,7.631531,0.010000,0.543912,1,0.012723,8
575,0,4,2.641282,39.525734,0.902508,1.000000,7.631531,0.010000,0.520846,1,0.012723,8
576,0,3,2.666700,39.320137,0.902821,1.000000,7.631531,0.010000,0.511570,1,0.012723,8
577,0,3,2.437017,39.113995,0.902846,1.000000,7.631531,0.010000,0.519765,1,0.012723,8
578,1,7,2.744721,38.908794,0.902362,1.000000,7.631531,0.010000,0.710543,1,0.012723,8
579,1,7,2.331980,38.747444,0.902484,1.000000,7.631531,0.010000,0.680675,1,0.012723,8
580,0,3,2.378089,38.753984,0.902564,1.000000,7.631531,0.010000,0.631376,1,0.012723,8
581,0,5,2.307120,38.857296,0.902879,1.000000,7.631531,0.010000,0.554885,1,0.012723,8
582,3,2,2.691748,39.193186,0.902526,1.000000,7.631531,0.010000,1.133355,1,0.012723,8
583,2,5,2.327681,39.422900,0.902576,1.000000,7.631531,0.010000,0.565510,1,0.012723,8
584,0,5,2.758740,39.310514,0.902464,1.000000,7.631531,0.010000,0.632146,1,0.012723,8
585,3,4,2.326107,39.063816,0.902586,1.000000,7.631531,0.010000,0.558770,1,0.012723,8
586,1,0,2.457870,39.063164,0.902706,1.000000,7.631531,0.010000,0.592308,1,0.012723,8
587,1,7,2.772416,38.984286,0.902920,1.000000,7.631531,0.010000,0.492992,1,0.012723,8
588,0,2,1.927241,39.253357,0.902951,1.000000,7.631531,0.010000,1.080752,1,0.012723,8
589,0,3,2.513429,39.066220,0.902997,1.000000,7.631531,0.010000,0.772370,1,0.012723,8
590,1,7,2.639970,38.878114,0.902600,1.000000,7.631531,0.010000,0.471697,1,0.012723,8
591,0,4,2.435150,38.952170,0.902627,1.000000,7.631531,0.010000,0.621835,1,0.012723,8
592,2,5,2.584209,39.040817,0.902969,1.000000,7.631531,0.010000,0.571588,1,0.012723,8
593,1,0,2.338586,38.615728,0.902535,1.000000,7.631531,0.010000,0.650783,1,0.012723,8
594,0,3,2.413052,38.581306,0.902924,1.000000,7.631531,0.010000,0.801058,1,0.012723,8
595,1,1,2.407363,38.660474,0.902480,1.000000,7.631531,0.010000,0.675462,1,0.012723,8
596,1,1,2.515922,38.664383,0.902522,1.000000,7.631531,0.010000,0.667708,1,0.012723,8
597,0,5,2.019901,38.487504,0.902914,1.000000,7.631531,0.010000,0.788265,1,0.012723,8
598,0,5,2.576938,38.702916,0.902704,1.000000,7.631531,0.010000,0.677339,1,0.012723,8
599,0,2,3.036165,38.430755,0.902863,1.000000,7.631531,0.010000,0.798887,2,0.011227,8
600,2,5,2.399324,38.642463,0.902464,1.000000,7.631531,0.010000,0.670308,2,0.011227,8
601,1,6,2.494425,38.683006,0.902122,1.000000,7.631531,0.010000,0.571349,2,0.011227,8
602,2,6,2.756976,38.697064,0.902395,1.000000,7.631531,0.010000,0.514831,2,0.011227,8
603,0,3,2.754396,38.564737,0.902284,1.000000,7.631531,0.010000,0.743240,2,0.011227,8
604,3,1,2.366639,38.401124,0.902428,1.000000,7.631531,0.010000,0.799683,2,0.011227,8
605,1,6,2.565945,38.107668,0.902899,1.000000,7.631531,0.010000,0.421541,2,0.011227,8
606,1,0,1.823843,38.141546,0.902448,1.000000,7.631531,0.010000,0.912254,2,0.011227,8
607,2,6,2.609526,38.097330,0.903183,1.000000,7.631531,0.010000,0.434557,2,0.011227,8
608,3,2,1.863217,38.103522,0.902547,1.000000,7.631531,0.010000,0.907030,2,0.011227,8
609,1,6,2.508079,38.283423,0.903257,1.000000,7.631531,0.010000,0.391405,2,0.011227,8
610,2,5,2.692013,38.411316,0.902449,1.000000,7.631531,0.010000,0.666159,2,0.011227,8
611,3,6,2.547949,38.326128,0.902562,1.000000,7.631531,0.010000,0.375998,2,0.011227,8
612,0,4,2.573800,38.349419,0.902641,1.000000,7.631531,0.010000,0.722639,2,0.011227,8
613,1,0,2.516391,38.295784,0.902532,1.000000,7.631531,0.010000,0.914486,2,0.011227,8
614,0,4,2.139227,38.335816,0.902434,1.000000,7.631531,0.010000,0.790839,2,0.011227,8
615,1,7,2.717858,38.307066,0.902720,1.000000,7.631531,0.010000,0.472795,2,0.011227,8
616,0,3,2.127320,38.581077,0.902623,1.000000,7.631531,0.010000,0.492866,2,0.011227,8
617,2,6,2.591197,38.864150,0.902512,1.000000,7.631531,0.010000,0.375293,2,0.011227,8
618,0,3,2.501854,38.846185,0.902894,1.000000,7.631531,0.010000,0.492320,2,0.011227,8
619,0,2,2.615244,39.050521,0.902076,1.000000,7.631531,0.010000,1.020638,2,0.011227,8
620,2,6,2.567447,38.940209,0.902497,1.000000,7.631531,0.010000,0.375034,2,0.011227,8
621,0,2,2.505749,39.002473,0.902150,1.000000,7.631531,0.010000,0.991852,2,0.011227,8
622,0,4,2.263637,38.929386,0.902630,1.000000,7.631531,0.010000,0.562986,2,0.011227,8
623,2,6,2.411387,38.974318,0.902562,1.000000,7.631531,0.010000,0.378892,2,0.011227,8
624,0,4,2.539929,38.846834,0.902533,1.000000,7.631531,0.010000,0.531341,2,0.011227,8
625,0,4,2.543024,39.110936,0.902366,1.000000,7.631531,0.010000,0.538776,2,0.011227,8
626,2,6,2.289951,39.111933,0.902899,1.000000,7.631531,0.010000,0.310954,2,0.011227,8
627,0,4,2.561021,39.307992,0.902409,1.000000,7.631531,0.010000,0.653571,2,0.011227,8
628,0,4,2.512408,39.365806,0.902189,1.000000,7.631531,0.010000,0.637089,2,0.011227,8
629,1,7,2.621094,39.229186,0.903258,1.000000,7.631531,0.010000,0.485241,2,0.011227,8
630,1,6,2.900780,39.095810,0.902045,1.000000,7.631531,0.010000,0.389358,2,0.011227,8
631,0,5,2.775846,39.299572,0.902887,1.000000,7.631531,0.010000,0.606565,2,0.011227,8
632,1,6,2.995974,39.153715,0.902918,1.000000,7.631531,0.010000,0.536799,2,0.011227,8
633,0,3,2.693831,39.099997,0.902180,1.000000,7.631531,0.010000,0.464957,2,0.011227,8
634,3,3,2.576424,39.291627,0.902507,1.000000,7.631531,0.010000,0.522024,2,0.011227,8
635,0,5,2.811403,39.452238,0.902943,1.000000,7.631531,0.010000,0.766427,2,0.011227,8
636,1,7,2.365704,39.823793,0.902521,1.000000,7.631531,0.010000,0.440902,2,0.011227,8
637,0,3,2.397842,39.989924,0.902207,1.000000,7.631531,0.010000,0.583450,2,0.011227,8
638,0,5,2.553111,40.196588,0.902510,1.000000,7.631531,0.010000,0.653893,2,0.011227,8
639,1,7,2.879592,40.107652,0.902544,1.000000,7.631531,0.010000,0.690358,2,0.011227,8
640,2,5,2.543968,40.122287,0.902552,1.000000,7.631531,0.010000,0.614713,2,0.011227,8
641,1,7,2.577023,40.203766,0.902737,1.000000,7.631531,0.010000,0.718872,2,0.011227,8
642,1,6,2.627205,40.359151,0.902535,1.000000,7.631531,0.010000,0.672725,2,0.011227,8
643,0,5,2.715409,40.575711,0.902151,1.000000,7.631531,0.010000,0.670555,2,0.011227,8
644,1,0,2.235889,40.638666,0.902868,1.000000,7.631531,0.010000,0.964358,2,0.011227,8
645,1,6,2.675545,40.422631,0.902941,1.000000,7.631531,0.010000,0.742661,2,0.011227,8
646,0,4,2.529673,40.182153,0.902659,1.000000,7.631531,0.010000,0.736734,2,0.011227,8
647,0,4,2.387277,40.037290,0.902510,1.000000,7.631531,0.010000,0.889873,2,0.011227,8
648,1,7,2.399506,39.691482,0.902785,1.000000,7.631531,0.010000,0.681847,2,0.011227,8
649,1,6,2.502358,39.766704,0.902875,1.000000,7.631531,0.010000,0.702925,2,0.011227,8
650,0,3,2.517105,39.788348,0.902250,1.000000,7.631531,0.010000,0.772959,2,0.011227,8
651,1,0,2.621411,39.531750,0.902797,1.000000,7.631531,0.010000,0.938989,2,0.011227,8
652,0,5,2.316263,39.784495,0.902628,1.000000,7.631531,0.010000,0.712175,2,0.011227,8
653,1,7,2.370568,39.809908,0.902186,1.000000,7.631531,0.010000,0.655009,2,0.011227,8
654,0,4,2.785467,40.019521,0.902441,1.000000,7.631531,0.010000,0.719016,2,0.011227,8
655,0,2,2.036379,40.076545,0.902487,1.000000,7.631531,0.010000,1.043658,2,0.011227,8
656,1,6,2.255071,39.823297,0.902847,1.000000,7.631531,0.010000,0.597090,2,0.011227,8
657,0,3,2.684542,39.817826,0.902352,1.000000,7.631531,0.010000,0.818748,2,0.011227,8
658,1,6,2.677971,39.886568,0.902536,1.000000,7.631531,0.010000,0.603476,2,0.011227,8
659,2,6,2.263647,39.703055,0.902833,1.000000,7.631531,0.010000,0.628711,2,0.011227,8
660,1,0,2.349640,39.719121,0.902950,1.000000,7.631531,0.010000,0.934818,2,0.011227,8
661,0,4,2.633328,39.870687,0.903250,1.000000,7.631531,0.010000,0.613713,2,0.011227,8
662,0,4,2.466422,39.989169,0.902791,1.000000,7.631531,0.010000,0.552559,2,0.011227,8
663,1,0,2.877021,39.625542,0.902091,1.000000,7.631531,0.010000,0.891359,2,0.011227,8
664,1,0,2.314178,39.660420,0.902276,1.000000,7.631531,0.010000,0.898076,2,0.011227,8
665,3,1,2.486506,39.942930,0.902765,1.000000,7.631531,0.010000,0.822914,2,0.011227,8
666,0,5,2.537193,39.682083,0.902868,1.000000,7.631531,0.010000,0.740393,2,0.011227,8
667,1,7,2.347651,39.919426,0.902870,1.000000,7.631531,0.010000,0.639811,2,0.011227,8
668,1,6,2.206398,39.495468,0.902661,1.000000,7.631531,0.010000,0.598334,2,0.011227,8
669,2,5,2.809599,39.373190,0.902596,1.000000,7.631531,0.010000,0.675952,2,0.011227,8
670,0,5,2.694789,39.311386,0.903225,1.000000,7.631531,0.010000,0.649436,2,0.011227,8
671,0,3,2.608935,39.052978,0.902167,1.000000,7.631531,0.010000,0.568644,2,0.011227,8
672,1,0,2.596067,38.960759,0.902478,1.000000,7.631531,0.010000,0.888313,2,0.011227,8
673,0,5,2.008118,38.861470,0.902955,1.000000,7.631531,0.010000,0.893301,2,0.011227,8
674,1,6,2.783944,38.815165,0.902373,1.000000,7.631531,0.010000,0.643112,2,0.011227,8
675,2,5,2.682294,38.590672,0.903198,1.000000,7.631531,0.010000,0.897722,2,0.011227,8
676,3,1,2.353736,38.530466,0.902191,1.000000,7.631531,0.010000,0.866792,2,0.011227,8
677,2,5,2.462774,38.636148,0.902934,1.000000,7.631531,0.010000,0.938795,2,0.011227,8
678,0,5,2.630866,38.540443,0.902831,1.000000,7.631531,0.010000,0.934316,2,0.011227,8
679,1,6,2.417349,38.438288,0.902923,1.000000,7.631531,0.010000,0.769217,2,0.011227,8
680,0,4,2.577052,38.406654,0.902570,1.000000,7.631531,0.010000,0.984528,2,0.011227,8
681,1,1,2.494883,38.576065,0.902234,1.000000,7.631531,0.010000,0.862547,2,0.011227,8
682,1,6,2.527213,38.741696,0.902511,1.000000,7.631531,0.010000,0.827267,2,0.011227,8
683,2,6,2.417856,38.936535,0.902376,1.000000,7.631531,0.010000,0.829701,2,0.011227,8
684,0,4,2.732202,38.944048,0.902654,1.000000,7.631531,0.010000,0.932394,2,0.011227,8
685,2,6,2.349093,38.949270,0.903117,1.000000,7.631531,0.010000,0.828676,2,0.011227,8
686,1,0,2.260336,38.870210,0.902569,1.000000,7.631531,0.010000,0.910769,2,0.011227,8
687,1,6,2.622862,38.887352,0.902778,1.000000,7.631531,0.010000,0.667055,2,0.011227,8
688,1,6,2.286577,39.031075,0.902621,1.000000,7.631531,0.010000,0.669895,2,0.011227,8
689,0,5,2.473932,38.954443,0.902836,1.000000,7.631531,0.010000,0.726243,2,0.011227,8
690,1,6,2.380749,39.122466,0.902873,1.000000,7.631531,0.010000,0.414522,2,0.011227,8
691,1,7,2.151233,39.080986,0.902458,1.000000,7.631531,0.010000,0.787654,2,0.011227,8
692,0,3,2.391834,39.030288,0.902759,1.000000,7.631531,0.010000,0.760549,2,0.011227,8
693,0,5,2.580997,38.994095,0.902871,1.000000,7.631531,0.010000,0.555265,2,0.011227,8
694,1,6,2.429296,39.154690,0.902292,1.000000,7.631531,0.010000,0.522575,2,0.011227,8
695,1,6,2.358614,39.328205,0.902927,1.000000,7.631531,0.010000,0.453816,2,0.011227,8
696,0,2,2.783955,39.147378,0.902356,1.000000,7.631531,0.010000,0.587873,2,0.011227,8
697,0,5,2.330750,38.991545,0.902241,1.000000,7.631531,0.010000,0.606087,2,0.011227,8
698,1,0,2.601344,39.129098,0.902822,1.000000,7.631531,0.010000,0.555682,2,0.011227,8
699,3,1,2.185533,39.087171,0.902914,1.000000,7.631531,0.010000,0.854641,2,0.011227,8
700,0,2,2.190699,39.618241,0.902423,1.000000,7.631531,0.010000,0.430970,2,0.011227,8
701,1,6,2.710722,39.457971,0.902851,1.000000,7.631531,0.010000,0.441099,2,0.011227,8
702,1,6,2.666111,39.362186,0.902367,1.000000,7.631531,0.010000,0.431403,2,0.011227,8
703,0,3,2.574214,39.551291,0.903047,1.000000,7.631531,0.010000,0.759587,2,0.011227,8
704,0,5,2.480471,39.491385,0.902362,1.000000,7.631531,0.010000,0.652429,2,0.011227,8
705,0,4,2.605563,39.571556,0.902524,1.000000,7.631531,0.010000,0.797465,2,0.011227,8
706,0,5,2.799589,39.659555,0.902899,1.000000,7.631531,0.010000,0.692069,2,0.011227,8
707,0,3,2.319734,40.009113,0.902733,1.000000,7.631531,0.010000,0.766117,2,0.011227,8
708,0,4,2.406171,40.058392,0.902203,1.000000,7.631531,0.010000,0.811116,2,0.011227,8
709,1,6,2.432647,39.788233,0.902463,1.000000,7.631531,0.010000,0.403211,2,0.011227,8
710,0,3,2.405416,39.809269,0.902472,1.000000,7.631531,0.010000,0.670735,2,0.011227,8
711,0,5,2.261757,39.986682,0.902471,1.000000,7.631531,0.010000,0.734579,2,0.011227,8
712,1,7,2.605272,39.939714,0.902904,1.000000,7.631531,0.010000,0.630381,2,0.011227,8
713,0,5,2.678121,39.496604,0.902502,1.000000,7.631531,0.010000,0.873456,2,0.011227,8
714,0,3,2.428682,39.408161,0.902078,1.000000,7.631531,0.010000,0.612779,2,0.011227,8
715,1,0,2.374635,39.284716,0.902869,1.000000,7.631531,0.010000,0.488656,2,0.011227,8
716,0,2,2.566885,39.204986,0.902793,1.000000,7.631531,0.010000,0.430014,2,0.011227,8
717,0,4,3.068556,39.181724,0.902919,1.000000,7.631531,0.010000,0.688890,2,0.011227,8
718,0,2,2.739056,39.136575,0.902925,1.000000,7.631531,0.010000,0.420427,2,0.011227,8
719,3,2,2.503243,38.968226,0.902459,1.000000,7.631531,0.010000,0.436302,2,0.011227,8
720,0,5,2.698735,39.090036,0.902613,1.000000,7.631531,0.010000,0.587440,2,0.011227,8
721,1,6,2.523647,39.301201,0.902827,1.000000,7.631531,0.010000,0.420769,2,0.011227,8
722,1,7,1.867912,38.948178,0.902449,1.000000,7.631531,0.010000,0.745586,2,0.011227,8
723,3,0,2.188512,39.189922,0.903103,1.000000,7.631531,0.010000,0.615373,2,0.011227,8
724,0,3,2.283030,39.194697,0.902437,1.000000,7.631531,0.010000,0.474892,2,0.011227,8
725,0,4,3.126838,39.169091,0.902879,1.000000,7.631531,0.010000,0.534425,2,0.011227,8
726,2,5,2.766448,38.933208,0.902654,1.000000,7.631531,0.010000,0.601372,2,0.011227,8
727,1,0,2.465043,39.149874,0.902879,1.000000,7.631531,0.010000,0.568474,2,0.011227,8
728,0,2,2.390644,39.286633,0.902493,1.000000,7.631531,0.010000,0.399534,2,0.011227,8
729,0,3,2.091887,39.103459,0.902196,1.000000,7.631531,0.010000,0.564972,2,0.011227,8
730,0,4,2.945268,39.286097,0.902318,1.000000,7.631531,0.010000,0.495282,2,0.011227,8
731,0,4,2.267137,39.216126,0.902494,1.000000,7.631531,0.010000,0.647308,2,0.011227,8
732,0,5,2.389025,39.036392,0.902021,1.000000,7.631531,0.010000,0.547659,2,0.011227,8
733,1,6,2.399266,39.026414,0.902553,1.000000,7.631531,0.010000,0.440504,2,0.011227,8
734,1,6,2.545046,39.225299,0.902506,1.000000,7.631531,0.010000,0.441721,2,0.011227,8
735,1,7,2.288484,39.069588,0.902549,1.000000,7.631531,0.010000,0.765150,2,0.011227,8
736,1,6,2.562667,39.126022,0.902440,1.000000,7.631531,0.010000,0.446833,2,0.011227,8
737,0,4,2.810924,38.951821,0.902224,1.000000,7.631531,0.010000,0.586726,2,0.011227,8
738,1,6,2.351658,39.025087,0.902120,1.000000,7.631531,0.010000,0.413440,2,0.011227,8
739,3,5,2.392923,38.784106,0.902484,1.000000,7.631531,0.010000,0.512920,2,0.011227,8
740,0,4,2.165188,38.774461,0.902217,1.000000,7.631531,0.010000,0.709313,2,0.011227,8
741,0,4,2.291105,38.783341,0.903010,1.000000,7.631531,0.010000,0.803380,2,0.011227,8
742,1,7,2.405990,38.864910,0.902819,1.000000,7.631531,0.010000,0.746086,2,0.011227,8
743,3,1,2.241578,38.754381,0.902851,1.000000,7.631531,0.010000,0.757839,2,0.011227,8
744,2,6,2.519970,38.762779,0.902544,1.000000,7.631531,0.010000,0.407495,2,0.011227,8
745,1,7,2.623514,39.113573,0.902466,1.000000,7.631531,0.010000,0.748333,2,0.011227,8
746,2,6,2.554387,38.993255,0.902207,1.000000,7.631531,0.010000,0.468301,2,0.011227,8
747,3,6,2.812531,39.107373,0.903050,1.000000,7.631531,0.010000,0.442625,2,0.011227,8
748,0,4,2.164471,39.233929,0.902587,1.000000,7.631531,0.010000,0.696337,2,0.011227,8
749,0,5,2.582302,39.234954,0.902341,1.000000,7.631531,0.010000,0.447726,2,0.011227,8
750,1,6,2.960404,39.230454,0.902651,1.000000,7.631531,0.010000,0.381728,2,0.011227,8
751,1,6,2.488706,39.136305,0.902500,1.000000,7.631531,0.010000,0.381584,2,0.011227,8
752,0,3,2.342434,39.032449,0.902822,1.000000,7.631531,0.010000,0.544287,2,0.011227,8
753,2,6,2.576512,39.130976,0.902163,1.000000,7.631531,0.010000,0.483300,2,0.011227,8
754,0,3,2.665726,39.263401,0.902510,1.000000,7.631531,0.010000,0.551964,2,0.011227,8
755,1,7,2.247491,39.259380,0.902099,1.000000,7.631531,0.010000,0.658100,2,0.011227,8
756,1,7,2.522148,39.467540,0.902553,1.000000,7.631531,0.010000,0.674787,2,0.011227,8
757,1,6,2.577725,39.415373,0.902528,1.000000,7.631531,0.010000,0.450780,2,0.011227,8
758,0,4,2.374116,39.471193,0.902498,1.000000,7.631531,0.010000,0.643131,2,0.011227,8
759,1,6,2.697156,39.261555,0.902502,1.000000,7.631531,0.010000,0.423738,2,0.011227,8
760,1,6,2.664046,39.274382,0.902833,1.000000,7.631531,0.010000,0.417921,2,0.011227,8
761,0,5,2.670268,39.444793,0.902639,1.000000,7.631531,0.010000,0.430035,2,0.011227,8
762,0,4,2.555196,39.415858,0.903167,1.000000,7.631531,0.010000,0.593900,2,0.011227,8
763,0,4,2.608472,39.454048,0.902843,1.000000,7.631531,0.010000,0.659644,2,0.011227,8
764,0,4,2.465820,39.513666,0.902779,1.000000,7.631531,0.010000,0.624336,2,0.011227,8
765,2,6,1.843971,39.660567,0.902540,1.000000,7.631531,0.010000,0.552660,2,0.011227,8
766,1,1,2.522372,39.682269,0.902191,1.000000,7.631531,0.010000,0.725049,2,0.011227,8
767,1,6,2.626956,39.607476,0.902756,1.000000,7.631531,0.010000,0.566309,2,0.011227,8
768,0,5,2.264682,39.587143,0.902993,1.000000,7.631531,0.010000,0.371680,2,0.011227,8
769,2,5,2.335069,39.806687,0.902104,1.000000,7.631531,0.010000,0.370301,2,0.011227,8
770,1,0,2.694864,39.842762,0.902411,1.000000,7.631531,0.010000,0.517873,2,0.011227,8
771,1,1,2.178771,39.843153,0.902576,1.000000,7.631531,0.010000,0.659021,2,0.011227,8
772,1,6,2.880095,39.686720,0.903033,1.000000,7.631531,0.010000,0.662571,2,0.011227,8
773,0,5,2.331390,39.679935,0.902934,1.000000,7.631531,0.010000,0.317985,2,0.011227,8
774,0,5,2.569965,39.697990,0.902171,1.000000,7.631531,0.010000,0.313794,2,0.011227,8
775,2,5,2.759376,39.871773,0.902484,1.000000,7.631531,0.010000,0.220359,2,0.011227,8
776,1,6,2.768291,40.157691,0.902663,1.000000,7.631531,0.010000,0.708337,2,0.011227,8
777,0,5,2.765735,40.038205,0.902979,1.000000,7.631531,0.010000,0.350936,2,0.011227,8
778,0,4,2.521367,40.108528,0.902481,1.000000,7.631531,0.010000,0.397959,2,0.011227,8
779,1,6,2.322502,39.957841,0.902599,1.000000,7.631531,0.010000,0.721926,2,0.011227,8
780,1,7,2.653142,39.997193,0.902579,1.000000,7.631531,0.010000,0.653195,2,0.011227,8
781,0,4,2.108644,40.057207,0.902872,1.000000,7.631531,0.010000,0.423180,2,0.011227,8
782,0,5,2.558943,39.807035,0.902550,1.000000,7.631531,0.010000,0.352793,2,0.011227,8
783,0,5,2.065287,39.807601,0.902520,1.000000,7.631531,0.010000,0.448457,2,0.011227,8
784,0,3,2.645463,39.989510,0.902508,1.000000,7.631531,0.010000,0.571202,2,0.011227,8
785,1,7,2.921649,40.200731,0.902807,1.000000,7.631531,0.010000,0.784778,2,0.011227,8
786,0,5,2.180231,40.248475,0.902142,1.000000,7.631531,0.010000,0.436594,2,0.011227,8
787,0,4,2.277997,39.890562,0.902639,1.000000,7.631531,0.010000,0.421922,2,0.011227,8
788,2,6,2.520315,39.578990,0.902256,1.000000,7.631531,0.010000,0.681632,2,0.011227,8
789,1,6,2.451198,39.500678,0.902819,1.000000,7.631531,0.010000,0.652231,2,0.011227,8
790,0,4,2.533021,39.363386,0.902853,1.000000,7.631531,0.010000,0.506861,2,0.011227,8
791,0,5,2.822823,39.733339,0.902897,1.000000,7.631531,0.010000,0.466597,2,0.011227,8
792,1,6,2.146815,39.910107,0.902906,1.000000,7.631531,0.010000,0.660923,2,0.011227,8
793,0,5,2.470706,39.679140,0.902045,1.000000,7.631531,0.010000,0.456897,2,0.011227,8
794,0,2,2.450853,39.650009,0.902897,1.000000,7.631531,0.010000,0.481033,2,0.011227,8
795,1,6,2.728143,39.706610,0.902495,1.000000,7.631531,0.010000,0.629469,2,0.011227,8
796,2,6,2.498389,39.653571,0.902762,1.000000,7.631531,0.010000,0.536279,2,0.011227,8
797,0,4,2.570625,39.596220,0.902171,1.000000,7.631531,0.010000,0.389983,2,0.011227,8
798,1,7,2.510601,39.564875,0.902173,1.000000,7.631531,0.010000,0.731482,2,0.011227,8
799,0,5,2.513355,39.775991,0.902528,1.000000,7.631531,0.010000,0.451678,3,0.009506,8
800,2,5,2.514281,39.814500,0.902231,1.000000,7.631531,0.010000,0.408427,3,0.009506,8
801,1,7,2.826629,39.534747,0.902467,1.000000,7.631531,0.010000,0.727597,3,0.009506,8
802,0,5,2.402737,39.511109,0.902196,1.000000,7.631531,0.010000,0.380037,3,0.009506,8
803,0,5,2.589670,39.449595,0.902464,1.000000,7.631531,0.010000,0.381492,3,0.009506,8
804,1,6,1.993731,39.593468,0.902489,1.000000,7.631531,0.010000,0.616880,3,0.009506,8
805,2,5,2.274592,39.505341,0.902669,1.000000,7.631531,0.010000,0.388371,3,0.009506,8
806,2,5,2.669890,39.473289,0.902909,1.000000,7.631531,0.010000,0.371368,3,0.009506,8
807,0,4,2.370795,39.455746,0.903079,1.000000,7.631531,0.010000,0.383711,3,0.009506,8
808,0,3,2.481373,39.258862,0.902503,1.000000,7.631531,0.010000,0.626262,3,0.009506,8
809,0,4,2.152713,39.522915,0.902113,1.000000,7.631531,0.010000,0.586302,3,0.009506,8
810,1,1,2.839509,39.422739,0.902405,1.000000,7.631531,0.010000,0.870372,3,0.009506,8
811,0,5,2.760517,39.396759,0.903212,1.000000,7.631531,0.010000,0.361128,3,0.009506,8
812,0,2,2.785305,39.356456,0.902641,1.000000,7.631531,0.010000,0.475681,3,0.009506,8
813,1,6,2.204614,39.370960,0.902232,1.000000,7.631531,0.010000,0.440648,3,0.009506,8
814,2,5,2.461025,39.329261,0.902526,1.000000,7.631531,0.010000,0.330694,3,0.009506,8
815,1,1,2.445698,39.340114,0.902222,1.000000,7.631531,0.010000,0.739968,3,0.009506,8
816,0,2,2.452369,39.252440,0.902158,1.000000,7.631531,0.010000,0.498786,3,0.009506,8
