step,nav_action,nav_action_name,action_vec_norm,free_energy,prediction_error,confidence,obs_norm,pos_before,pos_after,wrapped,beta,info_gain,text_preview,buffer_size_after,in_consolidation,delta_fe_consolidation
811,0,forward,1.446572,0.000336,0.331282,0.917821,0.200430,1792,1920,0,0.010000,0.265161,rror. Cognitive emer,812,0,0.000000
812,0,forward,1.522599,0.000289,0.314746,0.917749,0.188672,1920,2048,0,0.010000,0.334183,whether a free-ener,813,0,0.000000
813,4,stay,1.835648,0.000288,0.314702,0.917496,0.188672,2048,2048,0,0.010000,0.485887,whether a free-ener,814,0,0.000000
814,3,fast_backward,1.492734,0.000692,0.374618,0.917523,0.263143,2048,1536,1,0.010000,0.344499,text loop focuses o,815,0,0.000000
815,3,fast_backward,1.653404,0.000460,0.339142,0.917212,0.217769,1536,1024,1,0.010000,0.384857,ssages or re-read pa,816,0,0.000000
816,4,stay,1.698343,0.000455,0.339304,0.917421,0.217769,1024,1024,0,0.010000,0.682895,ssages or re-read pa,817,0,0.000000
817,4,stay,1.562310,0.000451,0.339457,0.917516,0.217769,1024,1024,0,0.010000,0.360884,ssages or re-read pa,818,0,0.000000
818,1,backward,1.489226,0.000257,0.296561,0.917405,0.165020,1024,896,1,0.010000,0.592193,d with an informatio,819,0,0.000000
819,3,fast_backward,1.640591,0.000287,0.315330,0.916724,0.192597,896,384,1,0.010000,0.429019,Active inference pro,820,0,0.000000
820,2,fast_forward,1.557449,0.000247,0.294202,0.917066,0.165020,384,896,0,0.010000,0.407210,d with an informatio,821,0,0.000000
821,3,fast_backward,1.851101,0.000284,0.313272,0.916994,0.192597,896,384,1,0.010000,0.505932,Active inference pro,822,0,0.000000
822,3,fast_backward,1.631691,0.000344,0.332182,0.917626,0.205664,384,0,1,0.010000,0.485138,Cognitive emergence,823,0,0.000000
823,2,fast_forward,1.721613,0.000497,0.352808,0.917424,0.237833,0,512,0,0.010000,0.514282,"ree energy, which is",824,0,0.000000
824,3,fast_backward,1.381361,0.000330,0.334852,0.917509,0.205664,512,0,1,0.010000,0.500644,Cognitive emergence,825,0,0.000000
825,0,forward,1.936069,0.000302,0.319671,0.917381,0.186413,0,128,0,0.010000,0.609987,er a free-energy-min,826,0,0.000000
826,1,backward,1.612406,0.000328,0.334581,0.917622,0.205664,128,0,1,0.010000,0.628485,Cognitive emergence,827,0,0.000000
827,2,fast_forward,1.522871,0.000481,0.354827,0.917375,0.237833,0,512,0,0.010000,0.538092,"ree energy, which is",828,0,0.000000
828,4,stay,1.331152,0.000471,0.356644,0.917479,0.237833,512,512,0,0.010000,0.484089,"ree energy, which is",829,0,0.000000
829,3,fast_backward,1.656936,0.000313,0.338814,0.917527,0.205664,512,0,1,0.010000,0.579599,Cognitive emergence,830,0,0.000000
830,4,stay,1.576370,0.000310,0.338820,0.917441,0.205664,0,0,0,0.010000,0.484746,Cognitive emergence,831,0,0.000000
831,1,backward,1.793559,0.000308,0.338819,0.917686,0.205664,0,0,0,0.010000,0.557385,Cognitive emergence,832,0,0.000000
832,2,fast_forward,1.673266,0.000459,0.358340,0.917409,0.237833,0,512,0,0.010000,0.506402,"ree energy, which is",833,0,0.000000
833,2,fast_forward,1.445472,0.000443,0.342638,0.917380,0.217769,512,1024,0,0.010000,0.590418,ssages or re-read pa,834,0,0.000000
834,3,fast_backward,1.863856,0.000451,0.359596,0.917327,0.237833,1024,512,1,0.010000,0.759538,"ree energy, which is",835,0,0.000000
835,0,forward,1.665669,0.000501,0.371312,0.917128,0.248914,512,640,0,0.010000,0.613042,ergy reflects how pr,836,0,0.000000
836,2,fast_forward,1.656993,0.000436,0.346700,0.916930,0.222530,640,1152,0,0.010000,0.698916,phase comes next. T,837,0,0.000000
837,1,backward,1.769090,0.000435,0.346057,0.917552,0.217769,1152,1024,1,0.010000,0.722700,ssages or re-read pa,838,0,0.000000
838,1,backward,1.828624,0.000285,0.304687,0.917212,0.165020,1024,896,1,0.010000,0.739657,d with an informatio,839,0,0.000000
839,0,forward,1.425099,0.000437,0.343349,0.917405,0.217769,896,1024,0,0.010000,0.556092,ssages or re-read pa,840,0,0.000000
840,4,stay,1.832482,0.000434,0.343162,0.917329,0.217769,1024,1024,0,0.010000,0.624035,ssages or re-read pa,841,0,0.000000
841,4,stay,1.350398,0.000432,0.342997,0.917234,0.217769,1024,1024,0,0.010000,0.536930,ssages or re-read pa,842,0,0.000000
842,4,stay,1.308494,0.000430,0.342853,0.917150,0.217769,1024,1024,0,0.010000,0.497014,ssages or re-read pa,843,0,0.000000
843,1,backward,1.924090,0.000274,0.301596,0.917307,0.165020,1024,896,1,0.010000,0.351634,d with an informatio,844,0,0.000000
844,1,backward,1.574302,0.000468,0.353245,0.917216,0.236386,896,768,1,0.010000,0.685846,"ext, free energy sho",845,0,0.000000
845,4,stay,1.472645,0.000460,0.354698,0.917176,0.236386,768,768,0,0.010000,0.495025,"ext, free energy sho",846,0,0.000000
846,2,fast_forward,1.781395,0.000289,0.308507,0.917021,0.179216,768,1280,0,0.010000,0.593157,h character blocks i,847,0,0.000000
847,3,fast_backward,1.781402,0.000460,0.355193,0.917434,0.236386,1280,768,1,0.010000,0.419503,"ext, free energy sho",848,0,0.000000
848,1,backward,1.547502,0.000509,0.370101,0.917526,0.248914,768,640,1,0.010000,0.427115,ergy reflects how pr,849,0,0.000000
849,4,stay,1.696389,0.000493,0.371927,0.917281,0.248914,640,640,0,0.010000,0.437149,ergy reflects how pr,850,0,0.000000
850,0,forward,1.700432,0.000439,0.360052,0.917376,0.236386,640,768,0,0.010000,0.579894,"ext, free energy sho",851,0,0.000000
851,0,forward,1.686463,0.000284,0.307914,0.917115,0.165020,768,896,0,0.010000,0.425857,d with an informatio,852,0,0.000000
852,3,fast_backward,1.566008,0.000272,0.324730,0.916745,0.192597,896,384,1,0.010000,0.427531,Active inference pro,853,0,0.000000
853,3,fast_backward,1.629942,0.000312,0.342441,0.917866,0.205664,384,0,1,0.010000,0.561353,Cognitive emergence,854,0,0.000000
854,0,forward,1.492384,0.000304,0.327190,0.917512,0.186413,0,128,0,0.010000,0.385559,er a free-energy-min,855,0,0.000000
855,0,forward,1.359004,0.000289,0.320689,0.916790,0.195890,128,256,0,0.010000,0.603800,"ned embeddings, no t",856,0,0.000000
856,4,stay,1.801873,0.000286,0.320245,0.916770,0.195890,256,256,0,0.010000,0.405885,"ned embeddings, no t",857,0,0.000000
857,3,fast_backward,2.099637,0.000315,0.340459,0.917540,0.205664,256,0,1,0.010000,0.409810,Cognitive emergence,858,0,0.000000
858,0,forward,1.409614,0.000302,0.324896,0.917571,0.186413,0,128,0,0.010000,0.541880,er a free-energy-min,859,0,0.000000
859,1,backward,1.307570,0.000315,0.339462,0.917702,0.205664,128,0,1,0.010000,0.485736,Cognitive emergence,860,0,0.000000
860,2,fast_forward,1.747230,0.000459,0.358950,0.917311,0.237833,0,512,0,0.010000,0.415076,"ree energy, which is",861,0,0.000000
861,1,backward,1.254977,0.000273,0.322398,0.916720,0.192597,512,384,1,0.010000,0.499319,Active inference pro,862,0,0.000000
862,0,forward,1.380055,0.000455,0.359663,0.917554,0.237833,384,512,0,0.010000,0.576531,"ree energy, which is",863,0,0.000000
863,4,stay,1.341431,0.000447,0.361214,0.917528,0.237833,512,512,0,0.010000,0.552198,"ree energy, which is",864,0,0.000000
864,4,stay,1.678943,0.000440,0.362666,0.917557,0.237833,512,512,0,0.010000,0.507203,"ree energy, which is",865,0,0.000000
865,0,forward,1.706955,0.000487,0.373850,0.917484,0.248914,512,640,0,0.010000,0.495483,ergy reflects how pr,866,0,0.000000
866,2,fast_forward,1.825996,0.000424,0.349448,0.917186,0.222530,640,1152,0,0.010000,0.670543,phase comes next. T,867,0,0.000000
867,4,stay,1.997825,0.000420,0.349576,0.917062,0.222530,1152,1152,0,0.010000,0.524906,phase comes next. T,868,0,0.000000
868,0,forward,1.899353,0.000292,0.313007,0.916953,0.179216,1152,1280,0,0.010000,0.534047,h character blocks i,869,0,0.000000
869,3,fast_backward,1.603944,0.000442,0.360311,0.917366,0.236386,1280,768,1,0.010000,0.557286,"ext, free energy sho",870,0,0.000000
870,3,fast_backward,1.570763,0.000283,0.325685,0.916791,0.195890,768,256,1,0.010000,0.518881,"ned embeddings, no t",871,0,0.000000
871,0,forward,1.180731,0.000270,0.326380,0.916827,0.192597,256,384,0,0.010000,0.662292,Active inference pro,872,0,0.000000
872,3,fast_backward,1.572716,0.000310,0.344633,0.917831,0.205664,384,0,1,0.010000,0.568518,Cognitive emergence,873,0,0.000000
873,3,fast_backward,1.830908,0.000307,0.344286,0.917435,0.205664,0,0,0,0.010000,0.548256,Cognitive emergence,874,0,0.000000
874,0,forward,1.772952,0.000306,0.328243,0.917423,0.186413,0,128,0,0.010000,0.350584,er a free-energy-min,875,0,0.000000
875,1,backward,1.360293,0.000308,0.342735,0.917579,0.205664,128,0,1,0.010000,0.649227,Cognitive emergence,876,0,0.000000
876,0,forward,1.478717,0.000303,0.326776,0.917600,0.186413,0,128,0,0.010000,0.584878,er a free-energy-min,877,0,0.000000
877,3,fast_backward,1.946567,0.000309,0.341418,0.917729,0.205664,128,0,1,0.010000,0.578351,Cognitive emergence,878,0,0.000000
878,4,stay,1.666344,0.000306,0.341304,0.917908,0.205664,0,0,0,0.010000,0.619094,Cognitive emergence,879,0,0.000000
879,1,backward,1.430718,0.000303,0.341189,0.917779,0.205664,0,0,0,0.010000,0.757897,Cognitive emergence,880,0,0.000000
880,3,fast_backward,1.359741,0.000301,0.341073,0.917525,0.205664,0,0,0,0.010000,0.836819,Cognitive emergence,881,0,0.000000
881,2,fast_forward,1.529521,0.000451,0.360260,0.917271,0.237833,0,512,0,0.010000,0.745437,"ree energy, which is",882,0,0.000000
882,1,backward,1.801215,0.000276,0.324240,0.917169,0.192597,512,384,1,0.010000,0.718658,Active inference pro,883,0,0.000000
883,0,forward,1.698905,0.000448,0.360688,0.917278,0.237833,384,512,0,0.010000,0.745202,"ree energy, which is",884,0,0.000000
884,3,fast_backward,1.767550,0.000296,0.343134,0.917460,0.205664,512,0,1,0.010000,0.615434,Cognitive emergence,885,0,0.000000
885,4,stay,2.017610,0.000294,0.342864,0.917518,0.205664,0,0,0,0.010000,0.533203,Cognitive emergence,886,0,0.000000
886,0,forward,1.284210,0.000311,0.326287,0.917495,0.186413,0,128,0,0.010000,0.653414,er a free-energy-min,887,0,0.000000
887,4,stay,1.952766,0.000307,0.325155,0.917560,0.186413,128,128,0,0.010000,0.513998,er a free-energy-min,888,0,0.000000
888,0,forward,1.528321,0.000294,0.319799,0.917140,0.195890,128,256,0,0.010000,0.500927,"ned embeddings, no t",889,0,0.000000
889,0,forward,1.653461,0.000277,0.321404,0.916741,0.192597,256,384,0,0.010000,0.538457,Active inference pro,890,0,0.000000
890,3,fast_backward,1.168472,0.000305,0.339156,0.917868,0.205664,384,0,1,0.010000,0.569968,Cognitive emergence,891,0,0.000000
891,3,fast_backward,1.844333,0.000303,0.339203,0.917360,0.205664,0,0,0,0.010000,0.572557,Cognitive emergence,892,0,0.000000
892,1,backward,1.789929,0.000300,0.339237,0.917552,0.205664,0,0,0,0.010000,0.468359,Cognitive emergence,893,0,0.000000
893,2,fast_forward,1.698571,0.000458,0.358589,0.917170,0.237833,0,512,0,0.010000,0.556815,"ree energy, which is",894,0,0.000000
894,4,stay,1.281340,0.000451,0.360145,0.917323,0.237833,512,512,0,0.010000,0.839464,"ree energy, which is",895,0,0.000000
895,2,fast_forward,1.499319,0.000445,0.344019,0.917531,0.217769,512,1024,0,0.010000,0.758820,ssages or re-read pa,896,0,0.000000
896,3,fast_backward,1.428003,0.000444,0.361172,0.917904,0.237833,1024,512,1,0.010000,0.610934,"ree energy, which is",897,0,0.000000
897,0,forward,1.363301,0.000493,0.372873,0.917346,0.248914,512,640,0,0.010000,0.992348,ergy reflects how pr,898,0,0.000000
898,4,stay,1.604925,0.000479,0.374479,0.917285,0.248914,640,640,0,0.010000,0.360765,ergy reflects how pr,899,0,0.000000
899,2,fast_forward,1.602077,0.000434,0.349609,0.917522,0.222530,640,1152,0,0.010000,0.528314,phase comes next. T,900,1,-0.000085
900,4,stay,1.323694,0.000434,0.343971,0.917370,0.222530,1152,1152,0,0.010000,0.406477,phase comes next. T,901,0,0.000000
901,3,fast_backward,1.490053,0.000517,0.370082,0.917349,0.248914,1152,640,1,0.010000,0.417172,ergy reflects how pr,902,0,0.000000
902,0,forward,2.017529,0.000453,0.358668,0.917715,0.236386,640,768,0,0.010000,0.468119,"ext, free energy sho",903,0,0.000000
903,1,backward,1.559091,0.000494,0.372891,0.917309,0.248914,768,640,1,0.010000,0.333665,ergy reflects how pr,904,0,0.000000
904,3,fast_backward,1.661269,0.000310,0.330915,0.917362,0.186413,640,128,1,0.010000,0.489278,er a free-energy-min,905,0,0.000000
905,4,stay,1.523254,0.000306,0.329487,0.917380,0.186413,128,128,0,0.010000,0.590495,er a free-energy-min,906,0,0.000000
906,2,fast_forward,1.542165,0.000500,0.372187,0.917456,0.248914,128,640,0,0.010000,0.371393,ergy reflects how pr,907,0,0.000000
907,4,stay,1.560314,0.000485,0.373858,0.917435,0.248914,640,640,0,0.010000,0.333636,ergy reflects how pr,908,0,0.000000
908,0,forward,1.951112,0.000440,0.362157,0.917270,0.236386,640,768,0,0.010000,0.558061,"ext, free energy sho",909,0,0.000000
909,0,forward,1.638204,0.000290,0.308759,0.917189,0.165020,768,896,0,0.010000,0.509254,d with an informatio,910,0,0.000000
910,1,backward,1.657162,0.000444,0.360530,0.917337,0.236386,896,768,1,0.010000,0.521930,"ext, free energy sho",911,0,0.000000
911,2,fast_forward,1.797898,0.000281,0.312469,0.917033,0.179216,768,1280,0,0.010000,0.365373,h character blocks i,912,0,0.000000
912,1,backward,1.410215,0.000421,0.347977,0.917355,0.222530,1280,1152,1,0.010000,0.364343,phase comes next. T,913,0,0.000000
913,4,stay,1.481944,0.000418,0.348244,0.917042,0.222530,1152,1152,0,0.010000,0.344667,phase comes next. T,914,0,0.000000
914,1,backward,1.565459,0.000446,0.348082,0.917607,0.217769,1152,1024,1,0.010000,0.571136,ssages or re-read pa,915,0,0.000000
915,1,backward,1.846744,0.000270,0.305537,0.917228,0.165020,1024,896,1,0.010000,0.495927,d with an informatio,916,0,0.000000
916,2,fast_forward,1.532655,0.000289,0.337099,0.917464,0.200901,896,1408,0,0.010000,0.544540,tor using a random p,917,0,0.000000
917,0,forward,1.687571,0.000618,0.382805,0.917486,0.263143,1408,1536,0,0.010000,0.679876,text loop focuses o,918,0,0.000000
918,1,backward,1.428134,0.000281,0.339711,0.917504,0.200901,1536,1408,1,0.010000,0.528341,tor using a random p,919,0,0.000000
919,4,stay,1.470460,0.000278,0.339646,0.917572,0.200901,1408,1408,0,0.010000,0.599827,tor using a random p,920,0,0.000000
920,3,fast_backward,1.445711,0.000273,0.305581,0.917306,0.165020,1408,896,1,0.010000,0.500602,d with an informatio,921,0,0.000000
921,0,forward,1.632732,0.000452,0.345460,0.917367,0.217769,896,1024,0,0.010000,0.564884,ssages or re-read pa,922,0,0.000000
922,2,fast_forward,1.532221,0.000619,0.382639,0.917897,0.263143,1024,1536,0,0.010000,0.490402,text loop focuses o,923,0,0.000000
923,4,stay,1.581271,0.000600,0.384998,0.917261,0.263143,1536,1536,0,0.010000,0.684313,text loop focuses o,924,0,0.000000
924,0,forward,1.424649,0.000480,0.301143,0.916963,0.169394,1536,1664,0,0.010000,0.685840,"If it remains flat,",925,0,0.000000
925,0,forward,1.616986,0.000333,0.313511,0.917365,0.184100,1664,1792,0,0.010000,0.454782,gnostic signals. A s,926,0,0.000000
926,0,forward,1.877225,0.000320,0.341593,0.917950,0.200430,1792,1920,0,0.010000,0.585458,rror. Cognitive emer,927,0,0.000000
927,0,forward,1.822520,0.000281,0.323726,0.917309,0.188672,1920,2048,0,0.010000,0.385734,whether a free-ener,928,0,0.000000
928,4,stay,1.872583,0.000280,0.322997,0.917312,0.188672,2048,2048,0,0.010000,0.654677,whether a free-ener,929,0,0.000000
929,3,fast_backward,1.183593,0.000631,0.381174,0.917168,0.263143,2048,1536,1,0.010000,0.486298,text loop focuses o,930,0,0.000000
930,3,fast_backward,1.941133,0.000447,0.345973,0.917428,0.217769,1536,1024,1,0.010000,0.692268,ssages or re-read pa,931,0,0.000000
931,0,forward,1.633747,0.000425,0.346314,0.917239,0.222530,1024,1152,0,0.010000,0.375903,phase comes next. T,932,0,0.000000
932,1,backward,1.446505,0.000443,0.346015,0.916966,0.217769,1152,1024,1,0.010000,0.386082,ssages or re-read pa,933,0,0.000000
933,0,forward,1.580572,0.000421,0.346305,0.917117,0.222530,1024,1152,0,0.010000,0.538771,phase comes next. T,934,0,0.000000
934,0,forward,1.784686,0.000274,0.310366,0.917143,0.179216,1152,1280,0,0.010000,0.695944,h character blocks i,935,0,0.000000
935,2,fast_forward,1.194803,0.000324,0.311743,0.916854,0.184100,1280,1792,0,0.010000,0.466633,gnostic signals. A s,936,0,0.000000
936,0,forward,1.645721,0.000322,0.339717,0.917645,0.200430,1792,1920,0,0.010000,0.382718,rror. Cognitive emer,937,0,0.000000
937,3,fast_backward,1.676745,0.000291,0.335114,0.917365,0.200901,1920,1408,1,0.010000,0.693698,tor using a random p,938,0,0.000000
938,2,fast_forward,1.476496,0.000319,0.339530,0.917753,0.200430,1408,1920,0,0.010000,0.562947,rror. Cognitive emer,939,0,0.000000
939,3,fast_backward,1.713658,0.000288,0.335150,0.917914,0.200901,1920,1408,1,0.010000,0.376835,tor using a random p,940,0,0.000000
940,1,backward,1.653459,0.000270,0.307607,0.917171,0.179216,1408,1280,1,0.010000,0.369839,h character blocks i,941,0,0.000000
941,0,forward,1.317159,0.000286,0.334480,0.917711,0.200901,1280,1408,0,0.010000,0.354637,tor using a random p,942,0,0.000000
942,1,backward,1.813778,0.000264,0.306928,0.917113,0.179216,1408,1280,1,0.010000,0.346000,h character blocks i,943,0,0.000000
943,4,stay,1.513316,0.000260,0.306014,0.917108,0.179216,1280,1280,0,0.010000,0.581694,h character blocks i,944,0,0.000000
944,1,backward,1.893764,0.000445,0.341830,0.917278,0.222530,1280,1152,1,0.010000,0.490295,phase comes next. T,945,0,0.000000
945,2,fast_forward,1.221355,0.000433,0.291069,0.917167,0.169394,1152,1664,0,0.010000,0.590304,"If it remains flat,",946,0,0.000000
946,2,fast_forward,1.527976,0.000297,0.318986,0.917102,0.194097,1664,2176,0,0.010000,0.380489,retrained embeddings,947,0,0.000000
947,0,forward,1.309712,0.000282,0.315871,0.916882,0.192752,2176,2304,0,0.010000,0.384946,atch. Active inferen,948,0,0.000000
948,0,forward,1.576239,0.000470,0.348323,0.917650,0.231309,2304,2432,0,0.010000,0.335464,"mise free energy, wh",949,0,0.000000
949,0,forward,1.675722,0.000535,0.367747,0.917354,0.248006,2432,2560,0,0.010000,0.425426,ree energy reflects,950,0,0.000000
950,4,stay,1.748306,0.000516,0.369730,0.917457,0.248006,2560,2560,0,0.010000,0.272333,ree energy reflects,951,0,0.000000
951,3,fast_backward,1.608656,0.000281,0.323271,0.917520,0.188672,2560,2048,1,0.010000,0.424028,whether a free-ener,952,0,0.000000
952,3,fast_backward,1.524515,0.000633,0.381617,0.917552,0.263143,2048,1536,1,0.010000,0.391055,text loop focuses o,953,0,0.000000
953,2,fast_forward,1.545712,0.000279,0.325324,0.917341,0.188672,1536,2048,0,0.010000,0.369712,whether a free-ener,954,0,0.000000
954,4,stay,1.361708,0.000278,0.324484,0.917372,0.188672,2048,2048,0,0.010000,0.442167,whether a free-ener,955,0,0.000000
955,2,fast_forward,1.816845,0.000502,0.372038,0.917278,0.248006,2048,2560,0,0.010000,0.325578,ree energy reflects,956,0,0.000000
956,3,fast_backward,1.266165,0.000278,0.325574,0.917589,0.188672,2560,2048,1,0.010000,0.226759,whether a free-ener,957,0,0.000000
957,1,backward,1.214169,0.000322,0.342664,0.917323,0.200430,2048,1920,1,0.010000,0.369856,rror. Cognitive emer,958,0,0.000000
958,0,forward,1.582488,0.000277,0.324196,0.917675,0.188672,1920,2048,0,0.010000,0.386441,whether a free-ener,959,0,0.000000
959,2,fast_forward,1.182618,0.000501,0.371945,0.917766,0.248006,2048,2560,0,0.010000,0.449828,ree energy reflects,960,0,0.000000
960,4,stay,1.690620,0.000487,0.373662,0.917303,0.248006,2560,2560,0,0.010000,0.426852,ree energy reflects,961,0,0.000000
961,1,backward,1.718349,0.000416,0.357945,0.917756,0.231309,2560,2432,1,0.010000,0.561782,"mise free energy, wh",962,0,0.000000
962,3,fast_backward,1.523143,0.000314,0.346185,0.917777,0.200430,2432,1920,1,0.010000,0.495344,rror. Cognitive emer,963,0,0.000000
963,3,fast_backward,1.712898,0.000280,0.340004,0.917395,0.200901,1920,1408,1,0.010000,0.339089,tor using a random p,964,0,0.000000
964,0,forward,1.228057,0.000598,0.385942,0.917370,0.263143,1408,1536,0,0.010000,0.391125,text loop focuses o,965,0,0.000000
965,3,fast_backward,1.461896,0.000439,0.350259,0.917281,0.217769,1536,1024,1,0.010000,0.362914,ssages or re-read pa,966,0,0.000000
966,4,stay,1.688827,0.000437,0.349539,0.917349,0.217769,1024,1024,0,0.010000,0.452790,ssages or re-read pa,967,0,0.000000
967,0,forward,1.534669,0.000425,0.349529,0.917120,0.222530,1024,1152,0,0.010000,0.313833,phase comes next. T,968,0,0.000000
968,3,fast_backward,1.546185,0.000479,0.374820,0.917654,0.248914,1152,640,1,0.010000,0.435319,ergy reflects how pr,969,0,0.000000
969,0,forward,1.816395,0.000436,0.362913,0.917283,0.236386,640,768,0,0.010000,0.371399,"ext, free energy sho",970,0,0.000000
970,2,fast_forward,1.669937,0.000286,0.315279,0.917035,0.179216,768,1280,0,0.010000,0.242177,h character blocks i,971,0,0.000000
971,4,stay,1.665037,0.000277,0.313595,0.917331,0.179216,1280,1280,0,0.010000,0.453335,h character blocks i,972,0,0.000000
972,3,fast_backward,2.186359,0.000446,0.360934,0.917510,0.236386,1280,768,1,0.010000,0.421090,"ext, free energy sho",973,0,0.000000
973,2,fast_forward,1.697303,0.000272,0.313128,0.917013,0.179216,768,1280,0,0.010000,0.349295,h character blocks i,974,0,0.000000
974,2,fast_forward,1.406675,0.000327,0.314755,0.916975,0.184100,1280,1792,0,0.010000,0.605051,gnostic signals. A s,975,0,0.000000
975,0,forward,1.507884,0.000323,0.342975,0.917545,0.200430,1792,1920,0,0.010000,0.549294,rror. Cognitive emer,976,0,0.000000
976,4,stay,1.738519,0.000319,0.342333,0.917431,0.200430,1920,1920,0,0.010000,0.383517,rror. Cognitive emer,977,0,0.000000
977,4,stay,1.709830,0.000315,0.341739,0.917699,0.200430,1920,1920,0,0.010000,0.372754,rror. Cognitive emer,978,0,0.000000
978,3,fast_backward,1.753521,0.000284,0.336884,0.917452,0.200901,1920,1408,1,0.010000,0.219860,tor using a random p,979,0,0.000000
979,2,fast_forward,1.456251,0.000313,0.341250,0.917523,0.200430,1408,1920,0,0.010000,0.415303,rror. Cognitive emer,980,0,0.000000
980,4,stay,1.882395,0.000310,0.340726,0.917720,0.200430,1920,1920,0,0.010000,0.251832,rror. Cognitive emer,981,0,0.000000
981,4,stay,2.036902,0.000307,0.340238,0.917673,0.200430,1920,1920,0,0.010000,0.369414,rror. Cognitive emer,982,0,0.000000
982,1,backward,0.840287,0.000327,0.310152,0.917133,0.184100,1920,1792,1,0.010000,0.674240,gnostic signals. A s,983,0,0.000000
983,2,fast_forward,1.367873,0.000281,0.320740,0.916932,0.192752,1792,2304,0,0.010000,0.494533,atch. Active inferen,984,0,0.000000
984,4,stay,1.607300,0.000276,0.319907,0.917070,0.192752,2304,2304,0,0.010000,0.503742,atch. Active inferen,985,0,0.000000
985,1,backward,1.327093,0.000293,0.320212,0.916968,0.194097,2304,2176,1,0.010000,0.418350,retrained embeddings,986,0,0.000000
986,0,forward,1.440945,0.000272,0.318684,0.917121,0.192752,2176,2304,0,0.010000,0.670651,atch. Active inferen,987,0,0.000000
987,4,stay,1.338621,0.000269,0.318076,0.916747,0.192752,2304,2304,0,0.010000,0.657428,atch. Active inferen,988,0,0.000000
988,3,fast_backward,1.423097,0.000317,0.305372,0.917100,0.184100,2304,1792,1,0.010000,0.444798,gnostic signals. A s,989,0,0.000000
989,1,backward,1.764060,0.000444,0.286322,0.916749,0.169394,1792,1664,1,0.010000,0.365784,"If it remains flat,",990,0,0.000000
990,0,forward,1.780931,0.000311,0.302195,0.917141,0.184100,1664,1792,0,0.010000,0.533907,gnostic signals. A s,991,0,0.000000
991,0,forward,1.397153,0.000334,0.331134,0.917852,0.200430,1792,1920,0,0.010000,0.280989,rror. Cognitive emer,992,0,0.000000
992,0,forward,1.822624,0.000290,0.313806,0.917592,0.188672,1920,2048,0,0.010000,0.394929,whether a free-ener,993,0,0.000000
993,0,forward,1.260453,0.000292,0.314678,0.917157,0.194097,2048,2176,0,0.010000,0.457162,retrained embeddings,994,0,0.000000
994,2,fast_forward,1.489729,0.000517,0.352377,0.917275,0.240073,2176,2688,0,0.010000,0.443933,"the text, free ener",995,0,0.000000
995,4,stay,1.318667,0.000503,0.354477,0.917263,0.240073,2688,2688,0,0.010000,0.592736,"the text, free ener",996,0,0.000000
996,1,backward,1.523797,0.000528,0.367756,0.917259,0.248006,2688,2560,1,0.010000,0.314932,ree energy reflects,997,0,0.000000
997,4,stay,1.952492,0.000511,0.369747,0.917266,0.248006,2560,2560,0,0.010000,0.494917,ree energy reflects,998,0,0.000000
998,1,backward,1.855763,0.000430,0.353783,0.917265,0.231309,2560,2432,1,0.010000,0.582524,"mise free energy, wh",999,0,0.000000
999,3,fast_backward,1.284146,0.000312,0.341871,0.917591,0.200430,2432,1920,1,0.010000,0.598912,rror. Cognitive emer,1000,1,0.000079
