step,action,action_vec_norm,obs_norm,free_energy,confidence,cycle_count,frame_mean,elapsed_ms
397,3,1.730866,0.526342,18.404077,0.916954,398,2.890564,13.348
398,3,1.480755,0.508764,18.570855,0.917810,399,2.890564,48.443
399,2,1.452203,0.566252,18.886489,0.917148,400,2.875000,13.841
400,3,1.536976,0.601429,19.148319,0.916469,401,2.875000,13.538
401,0,1.950956,0.596055,19.194091,0.916064,402,2.875000,13.762
402,1,1.365046,0.562260,19.351580,0.916762,403,2.873108,13.643
403,1,1.139362,0.503253,19.344025,0.917422,404,2.933472,44.810
404,3,1.582363,0.602771,19.538917,0.916916,405,2.876892,13.734
405,1,1.074185,0.646169,19.473556,0.917527,406,2.826416,13.644
406,3,1.409373,0.518479,19.162676,0.916750,407,2.890564,13.858
407,1,1.583229,0.577945,19.110674,0.917469,408,2.857544,13.689
408,0,1.791772,0.583503,19.228676,0.917050,409,2.890564,47.052
409,1,1.415049,0.496214,19.173313,0.917535,410,2.935364,14.487
410,2,1.478229,0.599532,19.290964,0.916690,411,2.904236,14.651
411,0,1.622462,0.570826,19.466428,0.916586,412,2.890564,14.646
412,0,1.770898,0.525425,19.718582,0.916963,413,2.906128,13.982
413,3,1.512909,0.571340,19.512009,0.917239,414,2.947144,45.849
414,1,1.913771,0.554502,19.800024,0.917721,415,2.859436,13.691
415,0,1.653604,0.516761,19.865232,0.916509,416,2.917908,13.743
416,0,1.490106,0.657353,19.567746,0.916461,417,2.906128,13.672
417,0,1.552825,0.537071,19.587506,0.917341,418,2.904236,13.476
418,1,2.201944,0.681294,19.383391,0.916667,419,2.890564,44.877
419,2,1.462606,0.534786,19.157128,0.917045,420,2.904236,13.513
420,3,1.305019,0.523961,19.246712,0.917037,421,2.890564,13.651
421,1,1.712648,0.575930,19.586907,0.917728,422,2.904236,13.673
422,1,1.783437,0.573755,19.380570,0.917196,423,2.890564,49.219
423,1,2.024429,0.521474,19.543689,0.917152,424,2.863220,13.506
424,0,1.570807,0.542177,19.612673,0.917331,425,2.916016,13.502
425,1,1.010754,0.535283,19.600112,0.914498,426,2.906128,13.551
426,0,1.645931,0.640605,19.707682,0.916830,427,2.917908,13.659
427,2,1.653371,0.482394,19.820526,0.917090,428,2.890564,46.323
428,2,1.397524,0.543177,19.836034,0.917283,429,2.904236,16.081
429,0,1.662214,0.602554,19.737242,0.917401,430,2.906128,14.287
430,2,1.699630,0.429752,19.733216,0.917416,431,2.841980,13.958
431,3,1.568386,0.585199,19.590721,0.916901,432,2.931580,13.633
432,1,1.667667,0.651239,19.371101,0.916999,433,2.863220,44.465
433,3,1.528523,0.596580,19.206063,0.915965,434,2.890564,13.366
434,1,1.800054,0.579089,19.156289,0.917302,435,2.890564,13.344
435,1,1.376787,0.601438,18.995395,0.917485,436,2.826416,13.405
436,3,1.624742,0.629672,18.870056,0.917349,437,2.890564,13.372
437,1,1.479271,0.630635,19.052242,0.916439,438,2.906128,48.648
438,2,1.271609,0.508182,19.289051,0.916817,439,2.888672,13.494
439,1,1.569078,0.558727,19.404193,0.917105,440,2.890564,13.361
440,0,1.420175,0.624773,19.487020,0.916610,441,2.919800,13.739
441,0,1.587400,0.607834,19.511480,0.916232,442,2.888672,13.520
442,3,1.510563,0.556955,19.286358,0.916555,443,2.859436,44.483
443,2,1.517401,0.650361,19.297902,0.916808,444,2.904236,13.520
444,2,1.434022,0.559953,19.176538,0.917352,445,2.840088,13.691
445,1,1.577696,0.600672,19.217655,0.917511,446,2.875000,13.506
446,2,1.229977,0.657157,19.263253,0.916279,447,2.845764,13.428
447,1,1.613133,0.538739,19.389843,0.916473,448,2.812744,46.799
448,2,1.550579,0.730083,19.499411,0.917277,449,2.917908,13.457
449,1,1.410145,0.512912,19.434948,0.916614,450,2.875000,13.434
450,2,1.808925,0.530618,19.465969,0.917602,451,2.900452,13.817
451,2,1.460616,0.600559,19.593577,0.916550,452,2.878784,13.373
452,2,1.747472,0.558189,19.541291,0.916475,453,2.853760,50.166
453,3,1.539205,0.681676,19.340534,0.917679,454,2.890564,13.371
454,1,1.284888,0.562011,19.432794,0.917025,455,2.875000,13.436
455,0,1.660649,0.626433,19.374737,0.916985,456,2.933472,14.008
456,3,1.412006,0.427348,19.388127,0.917967,457,2.876892,13.334
457,2,1.101440,0.483269,19.102415,0.917313,458,2.916016,46.559
458,2,1.375788,0.612419,19.204493,0.917121,459,2.863220,13.829
459,2,1.348102,0.628132,19.224029,0.916915,460,2.947144,14.290
460,0,1.979666,0.617793,19.288553,0.916096,461,2.814636,13.648
461,0,1.824854,0.549112,19.228490,0.916741,462,2.931580,48.786
462,1,1.486766,0.571660,19.229571,0.916365,463,2.890564,13.617
463,3,1.385602,0.631322,19.348720,0.917801,464,2.875000,13.682
464,3,1.543780,0.579782,19.442422,0.917481,465,2.904236,13.641
465,2,1.376549,0.634583,19.627404,0.917113,466,2.890564,13.607
466,1,1.254313,0.550046,19.579817,0.916937,467,2.904236,44.752
467,0,1.879233,0.560932,19.687469,0.916000,468,2.919800,13.610
468,2,1.508790,0.498400,19.551340,0.917069,469,2.888672,13.691
469,0,1.636562,0.613409,19.445689,0.916828,470,2.876892,13.686
470,2,1.566359,0.630701,19.454592,0.917040,471,2.855652,14.193
471,2,1.210693,0.460327,19.400945,0.917201,472,2.921692,48.783
472,2,1.379849,0.384725,19.369618,0.917395,473,2.863220,13.679
473,3,1.187092,0.528602,19.334397,0.917651,474,2.875000,13.586
474,1,1.263045,0.733314,19.291993,0.916749,475,2.935364,13.422
475,3,1.452875,0.693313,19.283498,0.915170,476,2.919800,13.475
476,0,1.186278,0.608589,19.169710,0.917240,477,2.890564,44.877
477,0,1.369873,0.607038,19.179415,0.918061,478,2.800964,13.533
478,2,1.083449,0.719896,18.963024,0.917253,479,2.949036,16.676
479,2,1.198543,0.704097,18.927703,0.917179,480,2.890564,13.460
480,0,1.713147,0.510072,19.094531,0.916492,481,2.799072,13.492
481,0,1.749467,0.616239,18.948820,0.916220,482,2.904236,48.642
482,0,1.471655,0.605283,18.921842,0.917327,483,2.888672,13.477
483,3,1.557750,0.536514,18.851867,0.917845,484,2.863220,13.487
484,3,1.595373,0.569883,18.879243,0.916646,485,2.904236,14.011
485,2,1.384798,0.534882,19.021478,0.917125,486,2.933472,13.390
486,0,1.449953,0.685889,19.013838,0.916743,487,2.890564,45.052
487,2,1.458530,0.672282,19.186180,0.917605,488,2.876892,13.290
488,2,1.435651,0.479778,19.236677,0.917311,489,2.875000,13.474
489,2,1.354476,0.559823,19.462910,0.917235,490,2.843872,13.515
490,0,1.768288,0.657559,19.184256,0.917195,491,2.906128,48.721
491,0,1.602433,0.445629,19.357401,0.915987,492,2.919800,13.451
492,0,1.964984,0.561436,19.273502,0.917890,493,2.919800,13.453
493,0,1.499613,0.717679,19.539023,0.916304,494,2.890564,13.413
494,2,1.479893,0.627496,19.555232,0.917313,495,2.919800,13.494
495,1,1.906715,0.491719,19.365081,0.916227,496,2.906128,44.583
496,1,1.326242,0.553345,19.253787,0.917216,497,2.906128,13.532
497,2,1.469714,0.566078,19.133430,0.917192,498,2.785400,13.414
498,0,1.415312,0.573193,19.096451,0.916989,499,2.919800,13.462
499,0,1.610407,0.642333,19.059364,0.916788,500,2.888672,13.371
500,1,1.693420,0.488721,19.248417,0.917582,501,2.890564,13.828
501,3,1.451542,0.580741,19.215384,0.917229,502,2.878784,44.965
502,0,1.738335,0.663047,18.940134,0.916933,503,2.919800,13.677
503,0,1.130930,0.584936,19.029054,0.917433,504,2.902344,13.686
504,3,1.517344,0.701985,19.261140,0.916822,505,2.875000,13.776
505,0,1.558631,0.642246,19.159534,0.916678,506,2.906128,13.631
506,3,1.559957,0.650802,19.145124,0.916677,507,2.906128,48.872
507,3,1.536915,0.669126,19.315327,0.916555,508,2.859436,13.894
508,1,1.431107,0.598790,19.063729,0.916732,509,2.931580,13.823
509,2,1.586158,0.552511,18.967694,0.917568,510,2.892456,13.813
510,0,1.724189,0.711083,19.150308,0.917232,511,2.931580,13.726
511,0,1.432271,0.729705,19.107442,0.916918,512,2.861328,47.024
512,1,1.457895,0.638017,18.990258,0.916810,513,2.931580,13.666
513,0,1.591285,0.625968,19.298640,0.916705,514,2.863220,13.838
514,2,1.541279,0.627010,19.513151,0.917686,515,2.900452,13.803
515,2,1.452536,0.519514,19.584451,0.916860,516,2.888672,46.598
516,3,1.317531,0.496271,19.509381,0.917719,517,2.904236,13.426
517,0,1.270730,0.648399,19.487927,0.916796,518,2.906128,13.368
518,0,1.753140,0.578276,19.541249,0.917033,519,2.906128,13.436
519,2,1.290771,0.508070,19.400614,0.916981,520,2.888672,13.691
520,3,1.132877,0.441106,19.136654,0.917534,521,2.876892,48.496
521,1,1.439076,0.519365,19.124088,0.917774,522,2.919800,13.675
522,2,1.553859,0.599007,19.350929,0.917280,523,2.812744,14.216
523,2,1.832975,0.642380,19.143350,0.917629,524,2.908020,13.516
524,0,1.765477,0.580843,19.042735,0.916296,525,2.890564,13.513
525,2,1.644658,0.682815,18.874127,0.915984,526,2.904236,44.464
526,2,1.360278,0.616849,18.938777,0.916091,527,2.890564,13.425
527,3,1.262257,0.701948,19.101667,0.917242,528,2.906128,13.385
528,1,1.457760,0.519695,19.088061,0.917720,529,2.888672,13.561
529,3,1.826863,0.501584,19.284725,0.916000,530,2.888672,13.558
530,0,1.383379,0.639210,19.310717,0.917136,531,2.812744,47.094
531,1,1.394448,0.503979,19.372529,0.917313,532,2.906128,13.459
532,0,1.665163,0.571675,19.128853,0.917744,533,2.845764,13.411
533,2,1.662153,0.657565,19.079851,0.916048,534,2.904236,13.508
534,3,1.475683,0.589523,19.395418,0.917063,535,2.890564,13.362
535,3,1.402206,0.518671,19.403104,0.917477,536,2.888672,44.482
536,2,1.414700,0.534893,19.316246,0.917664,537,2.919800,13.424
537,3,1.352912,0.683108,19.460518,0.917719,538,2.890564,13.520
538,2,1.410134,0.533262,19.676756,0.918039,539,2.875000,13.646
539,1,1.381384,0.619062,19.467025,0.917583,540,2.826416,13.463
540,1,1.419678,0.599674,19.817686,0.916714,541,2.878784,49.113
541,1,1.533194,0.605545,20.061965,0.916976,542,2.890564,13.656
542,3,1.858449,0.564651,19.995034,0.917156,543,2.933472,13.625
543,3,1.451223,0.574376,19.911225,0.917368,544,2.863220,13.590
544,1,1.564420,0.559675,19.900470,0.916609,545,2.906128,13.700
545,1,1.301435,0.586799,19.873392,0.916284,546,2.861328,48.720
546,1,1.441134,0.753900,19.867894,0.916452,547,2.875000,13.703
547,3,1.304154,0.658896,19.851566,0.916580,548,2.826416,13.647
548,0,1.537878,0.648769,19.992963,0.916877,549,2.892456,13.949
549,2,1.431695,0.471867,19.987610,0.917424,550,2.875000,51.215
550,2,1.588287,0.589941,20.055502,0.917313,551,2.917908,13.685
551,2,1.362441,0.531311,20.354663,0.917170,552,2.890564,13.642
552,1,1.687406,0.440902,20.637119,0.917064,553,2.875000,14.026
553,2,1.575813,0.616697,20.429144,0.916978,554,2.933472,13.830
554,2,1.455413,0.664402,20.447000,0.917655,555,2.875000,44.736
555,2,1.373381,0.567274,20.432700,0.917804,556,2.863220,13.700
556,2,1.705128,0.591366,20.404428,0.917284,557,2.785400,13.464
557,1,1.374599,0.482853,20.569654,0.917221,558,2.931580,13.383
558,3,1.680167,0.585214,20.296094,0.916485,559,2.859436,13.484
559,1,1.684983,0.590577,20.504228,0.915761,560,2.904236,44.702
560,2,1.657571,0.691510,20.438774,0.916159,561,2.904236,13.832
561,2,1.662005,0.539794,19.954364,0.916961,562,2.933472,13.483
562,2,1.422103,0.703410,20.086750,0.916123,563,2.904236,14.136
563,0,1.375448,0.400609,19.802159,0.916575,564,2.890564,13.970
564,1,1.661081,0.564481,19.753868,0.917915,565,2.890564,44.901
565,0,1.523075,0.459679,19.761759,0.917621,566,2.878784,13.411
566,3,1.362455,0.605461,19.878255,0.917360,567,2.826416,13.504
567,2,1.541420,0.502588,19.895743,0.917176,568,2.902344,13.513
568,3,1.552838,0.615761,19.853948,0.916983,569,2.859436,15.704
569,1,1.822747,0.618281,19.701334,0.916626,570,2.878784,46.495
570,2,1.410224,0.634389,19.862571,0.917235,571,2.904236,13.757
571,0,1.634464,0.544412,20.136041,0.916952,572,2.840088,13.400
572,2,1.574830,0.551442,20.129148,0.917153,573,2.890564,14.012
573,1,1.403759,0.499629,20.129916,0.917235,574,2.875000,13.400
574,3,1.505302,0.677815,19.926697,0.916668,575,2.890564,48.516
575,3,1.518884,0.588647,19.950541,0.916543,576,2.890564,13.435
576,1,1.339335,0.634994,20.030159,0.917747,577,2.931580,13.328
577,3,1.615657,0.657074,19.908156,0.916500,578,2.861328,13.365
578,1,1.446552,0.517027,19.785246,0.917136,579,2.947144,13.385
579,1,1.416693,0.628852,19.623980,0.916951,580,2.816528,48.359
580,1,1.704236,0.532412,19.518757,0.917851,581,2.947144,13.542
581,3,1.382994,0.470525,19.567910,0.917070,582,2.892456,13.407
582,0,1.373294,0.539748,19.551003,0.916791,583,2.919800,13.547
583,2,1.203565,0.663018,19.259577,0.916489,584,2.904236,13.741
584,1,1.599028,0.610033,19.176150,0.916197,585,2.919800,44.486
585,1,1.673943,0.581335,19.274467,0.916474,586,2.906128,13.412
586,2,1.352977,0.530599,19.411108,0.917326,587,2.906128,13.416
587,3,1.573484,0.579760,19.228950,0.917529,588,2.826416,13.430
588,1,1.551570,0.548878,19.332117,0.917646,589,2.906128,13.399
589,3,1.239571,0.594869,19.227809,0.916197,590,2.902344,46.184
590,1,1.521060,0.467597,19.431120,0.917297,591,2.876892,13.387
591,2,1.578880,0.470364,19.471011,0.917206,592,2.876892,13.657
592,3,1.444618,0.499031,19.677681,0.917928,593,2.890564,13.444
593,2,1.183174,0.606690,19.795475,0.917807,594,2.917908,13.351
594,1,1.460116,0.596741,19.775637,0.916573,595,2.904236,50.334
595,2,1.173195,0.588169,19.891555,0.916442,596,2.890564,13.330
596,2,1.417713,0.527859,19.936431,0.917864,597,2.841980,13.959
597,0,1.544279,0.415462,19.934017,0.916986,598,2.904236,13.649
598,3,1.456404,0.456725,19.847915,0.916470,599,2.890564,48.910
599,2,1.574474,0.587116,19.727081,0.916811,600,2.906128,13.702
600,1,1.352280,0.716781,19.651188,0.917467,601,2.904236,13.670
601,3,1.623233,0.640560,19.483443,0.914843,602,2.890564,14.078
602,3,1.094512,0.647874,19.405148,0.916339,603,2.904236,13.829
603,3,1.606883,0.539226,19.308637,0.916696,604,2.904236,44.691
604,2,1.372037,0.562841,19.322307,0.916598,605,2.875000,13.618
605,2,1.632297,0.599841,19.466577,0.918037,606,2.625977,13.674
606,3,1.623397,0.455963,19.525164,0.917282,607,2.875000,13.693
607,3,1.677754,0.566835,19.537483,0.917889,608,2.847656,13.794
608,2,1.479469,0.629815,19.667414,0.916775,609,2.875000,46.687
609,3,1.616680,0.609552,19.719650,0.916704,610,2.904236,14.228
610,2,1.411897,0.540753,19.847868,0.916626,611,2.890564,14.525
611,1,1.555854,0.644990,19.940698,0.916061,612,2.947144,14.582
612,3,1.625625,0.551771,19.869355,0.916853,613,2.892456,14.179
613,1,1.174941,0.622430,19.825722,0.917558,614,2.875000,48.521
614,0,1.327592,0.548874,19.943220,0.917873,615,2.876892,13.445
615,3,1.527908,0.514837,20.220145,0.917199,616,2.904236,13.449
616,3,1.465745,0.499745,20.206698,0.917385,617,2.904236,13.482
617,3,1.381677,0.490544,20.450994,0.917493,618,2.933472,48.389
618,2,1.494566,0.564645,20.484639,0.916764,619,2.843872,13.479
619,3,1.505741,0.686756,20.552832,0.915989,620,2.857544,13.324
620,3,1.598408,0.728332,20.167054,0.917089,621,2.947144,13.465
621,2,1.329486,0.530464,20.022208,0.917228,622,2.875000,13.401
622,3,1.246351,0.630498,19.831648,0.917131,623,2.904236,13.477
623,3,1.547256,0.627796,19.632437,0.917260,624,2.904236,45.557
624,2,1.455077,0.518473,19.349804,0.916822,625,2.916016,13.415
625,1,1.482557,0.529143,19.303353,0.917146,626,2.921692,13.467
626,2,1.310715,0.620763,19.206545,0.916601,627,2.892456,13.463
627,1,1.422631,0.659720,19.217117,0.916385,628,2.890564,46.199
628,2,1.337075,0.685735,18.913407,0.917665,629,2.906128,13.615
629,2,1.565517,0.640556,18.877365,0.917389,630,2.888672,13.511
630,3,1.253082,0.588819,18.715352,0.916878,631,2.888672,13.476
631,0,1.649179,0.672480,18.619236,0.917058,632,2.906128,13.546
632,0,1.527273,0.681684,18.571537,0.917130,633,2.904236,13.634
633,2,1.792130,0.453298,18.733459,0.917805,634,2.785400,45.560
634,2,1.436910,0.444343,18.942139,0.917372,635,2.919800,13.457
635,2,1.477075,0.501569,19.060788,0.917224,636,2.921692,13.407
636,1,1.507277,0.479903,19.217301,0.916622,637,2.857544,13.509
637,3,1.535153,0.515885,19.122878,0.915928,638,2.919800,48.408
638,0,1.460626,0.610930,19.172626,0.916900,639,2.892456,13.324
639,1,1.145950,0.495171,19.019014,0.917420,640,2.916016,13.951
640,1,1.529877,0.533886,18.935081,0.917374,641,2.906128,13.487
641,3,1.482807,0.606802,18.785278,0.917060,642,2.904236,13.491
642,1,1.339609,0.463445,18.986650,0.917431,643,2.906128,48.764
643,2,1.021895,0.547952,18.895012,0.917400,644,2.917908,14.224
644,3,1.225433,0.540463,18.899445,0.917304,645,2.890564,13.520
645,1,1.610446,0.534181,19.067090,0.916134,646,2.890564,14.101
646,1,1.244950,0.683079,19.014474,0.916707,647,2.904236,13.532
647,3,1.811289,0.582435,18.973604,0.917375,648,2.904236,45.170
648,1,1.055319,0.668472,18.956796,0.916369,649,2.904236,13.358
649,2,1.381631,0.625676,18.872690,0.916816,650,2.904236,13.445
650,2,1.401027,0.580410,18.965999,0.917762,651,2.917908,13.604
651,2,1.720761,0.430514,18.837784,0.918043,652,2.799072,13.731
652,2,1.403583,0.474364,19.093334,0.916583,653,2.908020,48.493
653,1,1.175901,0.544358,19.202963,0.916877,654,2.921692,13.862
654,2,1.358231,0.499007,19.513683,0.917071,655,2.857544,13.644
655,3,1.501532,0.643814,19.421932,0.916469,656,2.906128,13.733
656,3,1.349016,0.652279,19.600119,0.916103,657,2.875000,13.682
657,2,1.372785,0.578637,19.658829,0.917234,658,2.876892,48.907
658,3,1.430161,0.408233,19.540447,0.916883,659,2.890564,13.775
659,1,1.670032,0.544188,19.476172,0.917524,660,2.878784,13.765
660,1,1.537709,0.561852,19.670614,0.916781,661,2.843872,14.016
661,2,1.395433,0.541778,19.654312,0.917268,662,2.875000,49.125
662,1,1.448737,0.614395,19.664314,0.916751,663,2.947144,13.660
663,2,1.524982,0.524108,19.765919,0.916615,664,2.875000,13.673
664,3,1.313402,0.546678,19.780844,0.918084,665,2.904236,13.719
665,2,2.019184,0.584741,19.842981,0.917335,666,2.931580,13.780
666,3,1.574614,0.605527,19.434309,0.917604,667,2.890564,44.711
667,2,1.401787,0.601135,19.490686,0.917248,668,2.890564,13.783
668,1,1.536775,0.592046,19.325591,0.916006,669,2.890564,13.608
669,0,1.521878,0.607855,19.399634,0.917566,670,2.933472,13.449
670,0,1.731845,0.584704,19.420590,0.917219,671,2.876892,13.491
671,0,1.478759,0.580235,19.547495,0.915827,672,2.892456,48.842
672,0,1.719099,0.615554,19.642706,0.918214,673,2.888672,13.621
673,3,1.342349,0.736338,19.614200,0.917488,674,2.875000,13.608
674,3,1.296709,0.575043,19.247916,0.917343,675,2.857544,13.508
675,2,1.293478,0.542637,19.457367,0.916729,676,2.904236,13.508
676,1,1.808999,0.594568,19.263699,0.916922,677,2.933472,44.604
677,2,1.463758,0.559075,19.260149,0.916206,678,2.843872,13.495
678,2,1.527663,0.455203,19.184349,0.917303,679,2.847656,13.401
679,1,1.516275,0.444867,19.238093,0.917728,680,2.906128,13.499
680,0,1.339420,0.579058,19.364042,0.917443,681,2.875000,13.445
681,0,1.517584,0.535242,19.379349,0.917225,682,2.890564,44.582
682,3,1.798122,0.477982,19.409044,0.917457,683,2.919800,13.415
683,2,1.649842,0.573722,19.445422,0.917388,684,2.878784,13.472
684,2,1.833742,0.683012,19.420082,0.916290,685,2.857544,13.454
685,2,1.505774,0.598746,19.279704,0.916528,686,2.906128,13.599
686,0,1.431654,0.727825,19.029031,0.916007,687,2.876892,48.505
687,0,1.462023,0.480547,19.150723,0.917077,688,2.876892,13.839
688,2,1.655213,0.533831,19.108984,0.917072,689,2.933472,13.427
689,1,1.738618,0.612134,18.981556,0.916760,690,2.919800,13.476
690,1,1.935678,0.549027,19.175136,0.917446,691,2.890564,13.462
691,0,1.631669,0.657040,19.236325,0.917188,692,2.890564,49.439
692,1,1.463476,0.576643,19.145967,0.917480,693,2.904236,13.513
693,1,1.414482,0.671796,19.287881,0.916295,694,2.863220,13.472
694,0,1.541273,0.583938,19.308285,0.917061,695,2.878784,13.447
695,0,1.609415,0.638447,19.378911,0.917211,696,2.875000,13.426
696,1,1.633324,0.568094,19.516217,0.917700,697,2.906128,48.593
697,3,1.194519,0.541596,19.520131,0.917013,698,2.890564,13.336
698,1,1.628654,0.662432,19.965978,0.917091,699,2.847656,13.571
699,3,1.771773,0.586059,19.985960,0.917058,700,2.841980,13.457
700,2,1.439381,0.506698,20.031296,0.916603,701,2.904236,13.568
701,3,1.118219,0.636488,19.825513,0.917158,702,2.919800,45.733
702,1,1.122972,0.648761,20.029869,0.916267,703,2.826416,13.674
703,2,1.476640,0.572293,19.990344,0.917099,704,2.890564,13.465
704,0,1.291365,0.652632,20.010593,0.917034,705,2.873108,13.425
705,3,1.158991,0.679466,19.947244,0.916802,706,2.847656,48.521
706,2,1.603864,0.559565,20.166120,0.916664,707,2.847656,13.503
707,2,1.476509,0.646469,20.019335,0.916242,708,2.919800,13.404
708,1,1.224470,0.690715,20.251349,0.917256,709,2.904236,13.433
709,3,1.632488,0.467473,20.108925,0.918232,710,2.919800,13.516
710,3,1.555841,0.506961,20.203532,0.917213,711,2.892456,44.755
711,3,1.451036,0.620057,20.332547,0.917115,712,2.900452,13.649
712,3,1.332587,0.524129,20.358567,0.916511,713,2.890564,13.642
713,2,1.596782,0.537634,20.475928,0.917275,714,2.919800,13.781
714,3,1.428152,0.553345,20.285111,0.917275,715,2.902344,13.687
715,1,1.767755,0.525746,20.062993,0.916499,716,2.871216,48.718
716,2,1.652713,0.655054,20.176917,0.917121,717,2.906128,13.797
717,0,1.118937,0.515228,20.316892,0.917038,718,2.863220,16.122
718,0,1.430542,0.656696,20.459685,0.916992,719,2.888672,13.885
719,3,1.402152,0.617525,20.471671,0.917332,720,2.863220,13.786
720,0,1.430230,0.657422,20.342103,0.917622,721,2.947144,44.862
721,1,1.453227,0.454751,20.680626,0.916905,722,2.859436,13.721
722,3,1.318393,0.590727,20.546767,0.916947,723,2.919800,13.632
723,1,1.033061,0.531449,20.246109,0.916753,724,2.876892,13.939
724,1,1.473046,0.650724,20.434331,0.917655,725,2.906128,13.712
725,2,1.534580,0.592780,20.159560,0.916262,726,2.861328,47.613
726,3,1.477959,0.499651,20.048930,0.916507,727,2.890564,13.527
727,3,1.453699,0.670389,20.031936,0.916560,728,2.919800,13.624
728,3,1.570746,0.594165,20.139065,0.917245,729,2.890564,13.440
729,1,1.669419,0.557296,20.150395,0.917326,730,2.906128,13.364
730,1,1.198469,0.575142,20.115878,0.917670,731,2.888672,48.496
731,2,1.380774,0.576796,20.036866,0.917141,732,2.888672,13.426
732,1,1.348408,0.550891,20.137597,0.916807,733,2.843872,13.504
733,1,1.470835,0.494790,20.166441,0.917718,734,2.917908,14.277
734,1,1.743868,0.712955,19.936912,0.917215,735,2.919800,13.379
735,1,1.514132,0.544876,19.584778,0.917579,736,2.812744,45.960
736,2,1.495166,0.504967,19.431485,0.916667,737,2.890564,13.474
737,2,1.707618,0.452319,19.554809,0.916940,738,2.900452,13.492
738,1,1.445027,0.637344,19.561909,0.917499,739,2.875000,14.043
739,3,1.417878,0.673622,19.845785,0.916877,740,2.861328,51.119
740,0,1.452793,0.534404,19.842308,0.917503,741,2.933472,13.476
741,1,1.177592,0.577086,19.988634,0.916657,742,2.904236,13.419
742,2,1.325574,0.610636,19.900975,0.917250,743,2.906128,13.893
743,3,1.744141,0.551539,19.777059,0.917587,744,2.919800,13.448
744,0,1.271692,0.607059,19.599509,0.915899,745,2.873108,44.556
745,0,1.472876,0.627231,19.342069,0.917393,746,2.904236,13.481
746,1,1.279611,0.662634,19.199774,0.917457,747,2.826416,13.412
747,0,1.707743,0.596875,19.339003,0.917687,748,2.871216,14.707
748,3,1.599458,0.546263,19.390866,0.917099,749,2.894348,13.921
749,1,1.565702,0.545226,19.441395,0.917626,750,2.878784,48.897
750,3,1.065307,0.598853,19.341481,0.917193,751,2.875000,14.546
751,2,1.640615,0.487029,19.299494,0.917369,752,2.904236,14.202
752,3,1.012410,0.597188,19.485529,0.917167,753,2.875000,14.530
753,1,1.817339,0.575119,19.464277,0.916891,754,2.962708,49.085
754,0,1.475073,0.566196,19.553229,0.917501,755,2.861328,13.362
755,1,1.786319,0.692343,19.611449,0.917382,756,2.890564,13.386
756,3,1.739339,0.593707,19.825147,0.916952,757,2.878784,13.453
757,0,1.608486,0.606937,19.953821,0.916971,758,2.919800,13.890
758,3,1.245058,0.594698,20.130038,0.915695,759,2.919800,50.290
759,3,1.850214,0.534264,20.015275,0.915983,760,2.919800,13.350
760,3,1.509829,0.631964,19.766291,0.917138,761,2.843872,13.377
761,1,0.871018,0.472766,19.801675,0.917382,762,2.892456,13.517
762,3,1.573975,0.656142,19.741190,0.916854,763,2.904236,13.630
763,2,1.856461,0.601007,19.850053,0.916641,764,2.890564,44.512
764,2,1.612077,0.669041,19.724222,0.917001,765,2.878784,13.476
765,2,1.640650,0.509452,20.028121,0.916696,766,2.878784,13.432
766,1,1.359242,0.577231,20.032886,0.916403,767,2.906128,13.939
767,3,1.575546,0.553218,20.531849,0.917063,768,2.890564,13.900
768,1,1.481465,0.718935,20.671169,0.915667,769,2.906128,48.793
769,3,1.619552,0.592995,20.528689,0.917441,770,2.904236,13.643
770,2,1.769963,0.609056,20.371774,0.916672,771,2.919800,13.781
771,1,1.615848,0.541547,20.133282,0.917649,772,2.875000,13.648
772,3,1.431055,0.523957,19.967905,0.916792,773,2.888672,13.986
773,1,1.024815,0.637634,19.763249,0.917287,774,2.876892,48.762
774,1,1.707174,0.547133,19.814890,0.916474,775,2.904236,13.631
775,2,1.697762,0.487193,19.874172,0.917169,776,2.906128,13.589
776,1,1.234988,0.476139,19.988994,0.917554,777,2.843872,13.756
777,0,1.429583,0.484635,20.034875,0.917437,778,2.890564,13.564
778,2,1.504781,0.682229,20.269469,0.917575,779,2.916016,46.299
779,1,1.591500,0.484821,20.184382,0.916887,780,2.890564,13.620
780,2,1.701168,0.622104,20.058965,0.917176,781,2.904236,13.557
781,0,1.913767,0.539700,20.002910,0.917095,782,2.919800,13.652
782,2,1.420037,0.565742,19.798470,0.917253,783,2.812744,48.749
783,3,1.695662,0.610601,19.828605,0.917760,784,2.919800,13.402
784,1,1.360179,0.400396,19.888298,0.917640,785,2.949036,13.350
785,0,1.820294,0.591526,19.823718,0.916973,786,2.876892,13.437
786,3,1.094184,0.526412,19.697195,0.917412,787,2.812744,13.670
787,2,1.651221,0.551941,19.672821,0.918048,788,2.947144,48.513
788,0,1.683753,0.575672,19.522926,0.917042,789,2.859436,13.432
789,2,1.392544,0.545768,19.481511,0.916840,790,2.919800,13.355
790,1,1.743572,0.654161,19.346008,0.917087,791,2.906128,13.385
791,0,1.409977,0.581938,19.417546,0.915648,792,2.906128,13.336
792,1,1.426135,0.622408,19.545558,0.916706,793,2.843872,48.649
793,0,1.406116,0.652268,19.571905,0.916628,794,2.890564,13.397
794,3,1.112737,0.642383,19.720946,0.917520,795,2.890564,13.461
