step,modality,h_phys_norm,h_text_norm,h_fused_norm,pred_error,W_pt_norm,W_tp_norm,belief_norm,free_energy
2405,physics,0.794587,0.288705,0.642149,0.042589,15.000000,15.000000,0.150907,0.005997
2406,text,0.896442,0.277579,0.733265,0.064944,15.000000,15.000000,0.154405,0.007452
2407,physics,0.705971,0.277579,0.534287,0.007408,14.994258,15.000000,0.150438,0.004112
2408,text,0.932353,0.277935,0.725333,0.031871,15.000000,15.000000,0.172722,0.006378
2409,text,0.846061,0.277579,0.656636,0.043035,15.000000,15.000000,0.172540,0.005882
2410,physics,0.763181,0.277579,0.629808,0.155023,15.000000,15.000000,0.173323,0.005368
2411,physics,0.731697,0.277579,0.595454,0.044232,15.000000,15.000000,0.168849,0.005085
2412,text,0.916083,0.277935,0.746446,0.035946,15.000000,15.000000,0.181016,0.007213
2413,text,0.823186,0.277579,0.631068,0.045995,15.000000,15.000000,0.183499,0.005328
2414,physics,0.765758,0.277579,0.582063,0.015098,14.999440,15.000000,0.180574,0.004630
2415,text,0.858121,0.252998,0.660251,0.036536,15.000000,15.000000,0.184053,0.005840
2416,text,0.775349,0.277579,0.635777,0.039826,15.000000,15.000000,0.188206,0.005300
2417,text,0.826924,0.277935,0.670119,0.030443,15.000000,15.000000,0.180489,0.006663
2418,text,0.793476,0.263089,0.640412,0.031237,15.000000,15.000000,0.183178,0.005574
2419,physics,0.803641,0.288705,0.640672,0.121977,15.000000,15.000000,0.176430,0.005912
2420,text,0.765296,0.263089,0.561170,0.043779,15.000000,15.000000,0.164248,0.004900
2421,text,0.790571,0.277579,0.623666,0.043458,15.000000,15.000000,0.164244,0.005512
2422,text,0.817608,0.277579,0.603470,0.039838,15.000000,15.000000,0.160290,0.005198
2423,physics,0.818489,0.246406,0.620388,0.033748,15.000000,15.000000,0.166261,0.005094
2424,physics,0.800763,0.252998,0.591739,0.016696,14.997476,15.000000,0.173658,0.004340
2425,text,0.848148,0.263089,0.669460,0.042184,15.000000,15.000000,0.173319,0.006167
2426,physics,0.775978,0.277935,0.612666,0.135293,15.000000,15.000000,0.180036,0.004826
2427,physics,0.920608,0.288705,0.755696,0.116323,15.000000,15.000000,0.176424,0.008132
2428,physics,0.809176,0.288705,0.593190,0.059479,15.000000,15.000000,0.178752,0.004716
2429,physics,0.875367,0.277579,0.708086,0.056748,15.000000,15.000000,0.176728,0.007041
2430,physics,0.781488,0.288705,0.625016,0.015255,14.998048,15.000000,0.175794,0.005557
2431,physics,0.840550,0.263089,0.618044,0.095677,15.000000,15.000000,0.174957,0.005356
2432,text,0.798380,0.277579,0.617740,0.038010,15.000000,15.000000,0.173716,0.005311
2433,physics,0.791091,0.263089,0.612100,0.042847,15.000000,15.000000,0.178523,0.004859
2434,physics,0.832098,0.263089,0.645717,0.058874,15.000000,15.000000,0.171995,0.006055
2435,physics,0.704963,0.277579,0.575667,0.034038,15.000000,15.000000,0.175870,0.004356
2436,physics,0.814068,0.263089,0.621832,0.019805,14.997475,15.000000,0.170868,0.005636
2437,physics,0.759724,0.259508,0.597617,0.014389,14.998546,15.000000,0.171483,0.004866
2438,text,0.916806,0.263089,0.735556,0.038216,15.000000,15.000000,0.176125,0.007441
2439,physics,0.910539,0.277579,0.657817,0.041385,15.000000,15.000000,0.178766,0.005908
2440,text,0.717611,0.252998,0.549256,0.036655,15.000000,15.000000,0.175920,0.004248
2441,text,0.802971,0.252998,0.647189,0.033203,15.000000,15.000000,0.170735,0.006110
2442,physics,0.734266,0.277579,0.583667,0.028396,15.000000,15.000000,0.170104,0.004575
2443,physics,0.824712,0.288705,0.663814,0.024681,15.000000,15.000000,0.163196,0.006657
2444,physics,0.798016,0.277579,0.613102,0.064913,15.000000,15.000000,0.165070,0.005131
2445,physics,0.747178,0.277579,0.572779,0.050068,15.000000,15.000000,0.158896,0.004830
2446,physics,0.805981,0.277935,0.646237,0.246605,15.000000,15.000000,0.163706,0.005691
2447,text,0.668034,0.288705,0.514519,0.027021,15.000000,15.000000,0.161941,0.003702
2448,physics,0.840257,0.263089,0.623896,0.095901,15.000000,15.000000,0.168176,0.005026
2449,text,0.849359,0.263089,0.626959,0.034582,15.000000,15.000000,0.172289,0.005219
2450,physics,0.877644,0.277579,0.678023,0.061816,15.000000,15.000000,0.172508,0.006422
2451,text,0.880750,0.277935,0.712880,0.031329,15.000000,15.000000,0.168082,0.007217
2452,physics,0.873606,0.277579,0.670926,0.108061,15.000000,15.000000,0.166056,0.006355
2453,text,0.763796,0.252998,0.615884,0.032080,15.000000,15.000000,0.163826,0.005340
2454,physics,0.875804,0.277935,0.693189,0.026910,15.000000,15.000000,0.163006,0.006725
2455,physics,0.867184,0.252998,0.689915,0.054426,15.000000,15.000000,0.168882,0.006495
2456,physics,0.763705,0.288705,0.619470,0.027261,15.000000,15.000000,0.167725,0.005404
2457,physics,0.834940,0.252998,0.628817,0.057839,15.000000,15.000000,0.172654,0.005273
2458,text,0.724780,0.277579,0.584613,0.047793,15.000000,15.000000,0.170935,0.004800
2459,physics,0.854030,0.252998,0.679028,0.045120,15.000000,15.000000,0.184089,0.005798
2460,text,0.767816,0.288705,0.603565,0.026953,15.000000,15.000000,0.172796,0.005534
2461,physics,0.710662,0.288705,0.590063,0.015544,14.998732,15.000000,0.170143,0.004980
2462,text,0.713051,0.252998,0.562674,0.029086,14.996747,15.000000,0.169501,0.004283
2463,physics,0.833119,0.277579,0.642932,0.036203,15.000000,15.000000,0.170365,0.005650
2464,physics,0.770153,0.252998,0.587380,0.094419,15.000000,15.000000,0.156089,0.005477
2465,physics,0.757400,0.253229,0.561877,0.043710,15.000000,15.000000,0.148870,0.004654
2466,text,0.710662,0.288705,0.590157,0.029655,14.999247,15.000000,0.152010,0.004818
2467,physics,0.775104,0.277579,0.603566,0.096689,15.000000,15.000000,0.150525,0.005209
2468,text,0.687623,0.263089,0.530186,0.019193,15.000000,15.000000,0.155543,0.003700
2469,physics,0.743959,0.288705,0.573640,0.022671,14.999506,15.000000,0.156571,0.004464
2470,physics,0.740990,0.246406,0.536735,0.040746,15.000000,15.000000,0.148675,0.004273
2471,text,0.826587,0.263534,0.653108,0.024594,15.000000,15.000000,0.158987,0.005549
2472,text,0.762515,0.263089,0.562344,0.027044,15.000000,15.000000,0.155251,0.004607
2473,text,0.761591,0.252998,0.593897,0.023955,15.000000,15.000000,0.160010,0.004707
2474,text,0.866210,0.252998,0.635491,0.028855,15.000000,15.000000,0.166539,0.005337
2475,text,0.742655,0.252998,0.558207,0.022879,15.000000,15.000000,0.165749,0.004282
2476,text,0.916806,0.263089,0.730381,0.031546,15.000000,15.000000,0.178175,0.006989
2477,text,0.736739,0.277579,0.583640,0.066320,15.000000,15.000000,0.172817,0.004852
2478,text,0.707095,0.252998,0.538003,0.032473,15.000000,15.000000,0.168159,0.004152
2479,physics,0.831151,0.263089,0.638492,0.048331,15.000000,15.000000,0.165237,0.005623
2480,text,0.807454,0.252998,0.596734,0.026121,15.000000,15.000000,0.159183,0.005323
2481,text,0.834309,0.263089,0.663183,0.028831,15.000000,15.000000,0.164596,0.005822
2482,text,0.880393,0.277935,0.728111,0.037644,15.000000,15.000000,0.163238,0.007560
2483,text,0.760142,0.263534,0.568880,0.022917,15.000000,15.000000,0.158685,0.004688
2484,physics,0.921117,0.263534,0.751806,0.034551,15.000000,15.000000,0.156568,0.008261
2485,text,0.824856,0.263089,0.620408,0.025420,15.000000,15.000000,0.161786,0.005250
2486,text,0.928043,0.277579,0.700258,0.079638,14.999370,15.000000,0.174545,0.006365
2487,text,0.949801,0.263089,0.725990,0.022794,15.000000,15.000000,0.174486,0.007356
2488,text,0.828585,0.252998,0.669018,0.026981,15.000000,15.000000,0.179606,0.006068
2489,physics,0.785738,0.277579,0.638295,0.015893,14.997304,15.000000,0.178499,0.005658
2490,physics,0.875284,0.263089,0.679779,0.038364,15.000000,15.000000,0.175222,0.006481
2491,text,0.754019,0.252998,0.589160,0.022027,15.000000,15.000000,0.175515,0.004721
2492,physics,0.897527,0.252998,0.633761,0.051351,15.000000,15.000000,0.178147,0.005398
2493,physics,0.830363,0.263534,0.634963,0.018321,14.998818,15.000000,0.175721,0.005680
2494,text,0.797342,0.277935,0.588121,0.039382,15.000000,15.000000,0.163322,0.005380
2495,text,0.757262,0.263089,0.562417,0.023517,15.000000,15.000000,0.160697,0.004324
2496,text,0.802145,0.288705,0.634445,0.029012,15.000000,15.000000,0.168044,0.005229
2497,physics,0.925392,0.277579,0.778992,0.282418,15.000000,15.000000,0.178534,0.007979
2498,physics,0.749203,0.246406,0.574851,0.047256,15.000000,15.000000,0.169834,0.004862
2499,physics,0.788076,0.288705,0.633829,0.026311,15.000000,15.000000,0.173715,0.005382
2500,text,0.801190,0.277579,0.648676,0.053071,15.000000,15.000000,0.176028,0.005668
2501,physics,0.740171,0.253229,0.581052,0.040421,15.000000,15.000000,0.173974,0.004744
2502,physics,0.739732,0.288705,0.572799,0.081153,15.000000,15.000000,0.171180,0.004574
2503,physics,0.722981,0.252998,0.565133,0.029037,15.000000,15.000000,0.169982,0.004326
2504,physics,0.827314,0.277579,0.653346,0.078702,15.000000,15.000000,0.166172,0.006186
2505,text,0.890395,0.277579,0.717906,0.062455,15.000000,15.000000,0.169141,0.007244
2506,text,0.835278,0.263089,0.643134,0.029057,15.000000,15.000000,0.169979,0.005616
2507,physics,0.743400,0.259508,0.557707,0.040953,15.000000,15.000000,0.163293,0.004530
2508,physics,0.947796,0.252998,0.721272,0.084579,15.000000,15.000000,0.168255,0.007141
2509,physics,0.779676,0.277935,0.586549,0.018153,14.998481,15.000000,0.166260,0.004790
2510,text,0.766529,0.277579,0.605925,0.050769,15.000000,15.000000,0.166583,0.004988
2511,physics,0.744990,0.246406,0.555204,0.017008,14.998002,15.000000,0.151633,0.004738
2512,text,0.799218,0.252998,0.616960,0.034868,15.000000,15.000000,0.152578,0.005383
2513,text,0.864968,0.277579,0.704095,0.066375,15.000000,15.000000,0.166164,0.006409
2514,text,0.724780,0.277579,0.582273,0.052854,15.000000,15.000000,0.165442,0.004729
2515,text,0.746830,0.277579,0.593971,0.050971,15.000000,15.000000,0.157912,0.005167
2516,physics,0.792640,0.288705,0.615260,0.087899,15.000000,15.000000,0.166100,0.004851
2517,text,0.664139,0.250363,0.486703,0.047270,15.000000,15.000000,0.162899,0.003298
2518,text,0.718384,0.246406,0.541022,0.047840,15.000000,15.000000,0.160695,0.004090
2519,text,0.968768,0.263534,0.720397,0.041170,15.000000,15.000000,0.157405,0.007523
2520,text,0.766953,0.288705,0.628543,0.029526,15.000000,15.000000,0.163768,0.005207
2521,text,0.740171,0.253229,0.581466,0.025397,15.000000,15.000000,0.155777,0.005009
2522,text,0.803272,0.277579,0.646264,0.067011,15.000000,15.000000,0.157070,0.005836
2523,text,0.843225,0.263089,0.641764,0.031232,14.998612,15.000000,0.152585,0.005931
2524,physics,0.707340,0.252998,0.541066,0.059047,15.000000,15.000000,0.142086,0.004468
2525,physics,0.778871,0.263089,0.609070,0.113354,15.000000,15.000000,0.149784,0.004928
2526,physics,0.874221,0.277579,0.692834,0.051451,15.000000,15.000000,0.158239,0.006517
2527,physics,0.771720,0.252998,0.600800,0.076056,15.000000,15.000000,0.151659,0.005238
2528,physics,0.789338,0.277579,0.584882,0.032570,15.000000,15.000000,0.152861,0.004763
2529,text,0.730004,0.277935,0.569271,0.035268,15.000000,15.000000,0.146000,0.004767
2530,text,0.765854,0.277935,0.573452,0.029249,14.998303,15.000000,0.142359,0.004797
2531,text,0.796434,0.288705,0.604954,0.027815,15.000000,15.000000,0.147013,0.005028
2532,physics,0.881561,0.250363,0.620532,0.045318,15.000000,15.000000,0.151463,0.005116
2533,physics,0.911385,0.259508,0.684061,0.014547,14.997062,15.000000,0.149552,0.006754
2534,physics,0.853753,0.252998,0.637335,0.073506,15.000000,15.000000,0.154659,0.005436
2535,physics,0.767126,0.259508,0.614831,0.035083,15.000000,15.000000,0.155983,0.005234
2536,physics,0.853753,0.252998,0.637463,0.073316,15.000000,15.000000,0.172535,0.004905
2537,text,0.764421,0.277935,0.601271,0.036756,15.000000,15.000000,0.176777,0.004779
2538,text,0.702356,0.250363,0.505050,0.046226,15.000000,15.000000,0.172097,0.003642
2539,text,0.899645,0.277579,0.718677,0.064183,15.000000,15.000000,0.171588,0.007128
2540,physics,0.913899,0.277579,0.719603,0.151540,15.000000,15.000000,0.171904,0.007219
2541,text,0.800763,0.252998,0.588072,0.035403,14.997769,15.000000,0.178483,0.004301
2542,physics,0.814243,0.252998,0.641149,0.120505,15.000000,15.000000,0.185687,0.005179
2543,physics,0.724976,0.277935,0.596631,0.020380,15.000000,15.000000,0.182508,0.004887
2544,physics,0.817951,0.252998,0.624854,0.132549,15.000000,15.000000,0.167009,0.006179
2545,text,0.718225,0.277579,0.567068,0.053476,15.000000,15.000000,0.163730,0.004600
2546,text,0.881584,0.250363,0.656660,0.042602,15.000000,15.000000,0.173023,0.005613
2547,text,0.764877,0.277935,0.622320,0.030130,15.000000,15.000000,0.172365,0.005327
2548,physics,0.756110,0.277935,0.585556,0.021103,15.000000,15.000000,0.173844,0.004587
2549,text,0.840990,0.263089,0.631181,0.039301,15.000000,15.000000,0.166545,0.005806
2550,physics,0.721653,0.252998,0.558964,0.019788,15.000000,15.000000,0.165645,0.004322
2551,physics,0.749893,0.263089,0.537489,0.016982,15.000000,15.000000,0.161412,0.004197
2552,text,0.705026,0.252998,0.519298,0.030617,15.000000,15.000000,0.160507,0.003699
2553,physics,0.846861,0.250363,0.593726,0.073523,15.000000,15.000000,0.159788,0.004964
2554,physics,0.804849,0.246406,0.656937,0.069362,15.000000,15.000000,0.161842,0.006025
2555,physics,0.874221,0.277579,0.693495,0.050723,15.000000,15.000000,0.159156,0.006943
2556,physics,0.785686,0.250363,0.589825,0.015309,14.997643,15.000000,0.164739,0.004490
2557,text,0.765012,0.246406,0.595477,0.038064,15.000000,15.000000,0.165646,0.004804
2558,text,0.856913,0.277579,0.657074,0.069132,15.000000,15.000000,0.158203,0.006324
2559,physics,0.960801,0.263089,0.766239,0.117336,15.000000,15.000000,0.158962,0.008235
2560,text,0.775998,0.277579,0.596601,0.076072,15.000000,15.000000,0.159090,0.004960
2561,text,0.752175,0.277935,0.558440,0.033946,15.000000,15.000000,0.166027,0.003956
2562,text,0.778673,0.288705,0.623009,0.032690,15.000000,15.000000,0.171833,0.005070
2563,text,0.803502,0.263089,0.615406,0.028324,15.000000,15.000000,0.176002,0.005019
2564,text,0.824001,0.252998,0.625975,0.030930,15.000000,15.000000,0.177863,0.005406
2565,physics,0.827122,0.277579,0.657272,0.032062,15.000000,15.000000,0.174686,0.006231
2566,physics,0.834289,0.277935,0.653016,0.027577,15.000000,15.000000,0.174183,0.005875
2567,physics,0.770153,0.252998,0.587100,0.105236,15.000000,15.000000,0.155003,0.005619
2568,physics,0.835103,0.263534,0.645264,0.061430,15.000000,15.000000,0.158657,0.005528
2569,text,0.807807,0.277579,0.639575,0.062464,15.000000,15.000000,0.156310,0.005843
2570,text,0.941015,0.277579,0.757495,0.066583,15.000000,15.000000,0.140686,0.008611
2571,physics,0.790349,0.246406,0.563347,0.061463,15.000000,15.000000,0.126773,0.004798
2572,physics,0.803641,0.288705,0.636285,0.128381,15.000000,15.000000,0.140542,0.005211
2573,physics,0.754502,0.250363,0.583142,0.028855,15.000000,15.000000,0.137184,0.004933
2574,text,0.873493,0.288705,0.693367,0.026902,15.000000,15.000000,0.139623,0.006720
2575,physics,0.762510,0.277935,0.584788,0.017402,15.000000,15.000000,0.138114,0.004806
2576,physics,0.717611,0.252998,0.548234,0.038369,15.000000,15.000000,0.136128,0.004299
2577,text,0.822320,0.263089,0.609433,0.035199,15.000000,15.000000,0.135684,0.005157
2578,text,0.793331,0.277935,0.647751,0.039115,15.000000,15.000000,0.146268,0.005292
2579,physics,0.837491,0.277579,0.669003,0.066376,15.000000,15.000000,0.148265,0.006205
2580,physics,0.747268,0.277935,0.580416,0.026314,15.000000,15.000000,0.150222,0.004608
2581,physics,0.821536,0.277579,0.639914,0.060635,15.000000,15.000000,0.143124,0.005945
2582,text,0.703440,0.277579,0.533704,0.053049,14.997729,15.000000,0.137834,0.004194
2583,physics,0.793615,0.277935,0.624048,0.105527,15.000000,15.000000,0.145799,0.005265
2584,text,0.767126,0.259508,0.615755,0.023824,15.000000,15.000000,0.152562,0.005057
2585,physics,0.820705,0.277935,0.661414,0.057827,15.000000,15.000000,0.158367,0.005843
2586,text,0.762366,0.246406,0.560157,0.054544,15.000000,15.000000,0.156863,0.004372
2587,text,0.800271,0.252998,0.602830,0.033542,15.000000,15.000000,0.153082,0.005215
2588,physics,0.836052,0.277579,0.629585,0.151759,15.000000,15.000000,0.147604,0.005823
2589,text,0.801283,0.277579,0.615690,0.046276,15.000000,15.000000,0.146926,0.005405
2590,text,0.837893,0.263089,0.672052,0.040333,15.000000,15.000000,0.148540,0.006352
2591,text,0.812333,0.263089,0.598600,0.034242,15.000000,15.000000,0.150292,0.004920
2592,physics,0.845733,0.288705,0.681056,0.038886,15.000000,15.000000,0.155616,0.006062
2593,physics,0.686200,0.252998,0.499466,0.018833,14.998529,15.000000,0.156707,0.003293
2594,text,0.769334,0.288705,0.596225,0.025321,15.000000,15.000000,0.152540,0.005084
2595,text,0.825364,0.277935,0.660494,0.030626,15.000000,15.000000,0.159940,0.005924
2596,text,0.860837,0.277935,0.687969,0.025978,15.000000,15.000000,0.161659,0.006657
2597,physics,0.799857,0.252998,0.603831,0.061925,15.000000,15.000000,0.162965,0.005027
2598,physics,0.779222,0.288705,0.627299,0.130349,15.000000,15.000000,0.158618,0.005632
2599,physics,0.719891,0.263089,0.565316,0.048062,15.000000,15.000000,0.154868,0.004623
2600,text,0.819823,0.263089,0.589519,0.032686,15.000000,15.000000,0.155804,0.004807
2601,text,0.794587,0.288705,0.637892,0.028929,15.000000,15.000000,0.151845,0.005913
2602,physics,0.830557,0.263089,0.639522,0.045482,15.000000,15.000000,0.157237,0.005482
2603,text,0.853761,0.277579,0.689214,0.056461,15.000000,15.000000,0.160275,0.006499
2604,text,0.841333,0.277935,0.661277,0.028903,15.000000,15.000000,0.163359,0.005929
2605,text,0.911652,0.277579,0.727671,0.066731,14.993662,15.000000,0.169688,0.007134
2606,text,0.886953,0.263534,0.717182,0.033663,15.000000,15.000000,0.189580,0.006085
2607,physics,0.777078,0.252998,0.558262,0.060946,15.000000,15.000000,0.179600,0.004581
2608,physics,0.770435,0.288705,0.613422,0.072438,15.000000,15.000000,0.178181,0.005266
2609,physics,0.854887,0.277579,0.672109,0.064356,15.000000,15.000000,0.181991,0.006039
2610,text,0.811473,0.263089,0.581215,0.031106,15.000000,15.000000,0.175405,0.004756
2611,text,0.765664,0.259508,0.550140,0.023232,15.000000,15.000000,0.175853,0.004033
2612,physics,1.003715,0.277579,0.761487,0.026836,15.000000,15.000000,0.181352,0.007769
2613,physics,0.743239,0.288705,0.587393,0.044017,15.000000,15.000000,0.182804,0.004614
2614,physics,0.820914,0.288705,0.693111,0.098984,15.000000,15.000000,0.183939,0.006480
2615,text,0.809489,0.277579,0.647714,0.054652,15.000000,15.000000,0.193321,0.005227
2616,text,0.846754,0.277935,0.649901,0.028688,15.000000,15.000000,0.188666,0.006091
2617,text,0.793476,0.263089,0.638860,0.025334,15.000000,15.000000,0.193948,0.005399
2618,physics,0.794315,0.252998,0.562804,0.041298,15.000000,15.000000,0.189209,0.004436
2619,text,0.810848,0.277579,0.654499,0.054500,15.000000,15.000000,0.192460,0.005749
2620,text,0.842707,0.263534,0.658424,0.030241,15.000000,15.000000,0.189250,0.006236
2621,text,0.831431,0.252998,0.653573,0.032957,15.000000,15.000000,0.193960,0.005597
2622,physics,0.875502,0.246406,0.679073,0.050146,15.000000,15.000000,0.191218,0.006487
2623,physics,0.857370,0.288705,0.670502,0.192901,15.000000,15.000000,0.189576,0.006134
2624,text,0.893392,0.259508,0.710741,0.024985,15.000000,15.000000,0.192929,0.006849
2625,physics,0.759192,0.277579,0.589879,0.034921,15.000000,15.000000,0.189548,0.004807
2626,physics,0.917352,0.246406,0.697911,0.150300,15.000000,15.000000,0.203556,0.005908
2627,physics,0.683115,0.288705,0.516364,0.051733,15.000000,15.000000,0.197984,0.003704
2628,text,0.777078,0.252998,0.556597,0.034416,15.000000,15.000000,0.193411,0.004324
2629,physics,0.828719,0.277579,0.646684,0.015895,14.998862,15.000000,0.189317,0.005947
2630,physics,0.844907,0.277579,0.671874,0.050470,15.000000,15.000000,0.186342,0.006526
2631,physics,0.789239,0.253229,0.598159,0.028133,14.997361,15.000000,0.179033,0.005366
2632,physics,0.809489,0.277579,0.646869,0.106459,15.000000,15.000000,0.188356,0.005288
2633,physics,0.859006,0.277579,0.657149,0.033132,15.000000,15.000000,0.186998,0.006003
2634,text,0.810210,0.288705,0.635929,0.027590,15.000000,15.000000,0.193650,0.005105
2635,text,0.871664,0.252998,0.680441,0.039768,15.000000,15.000000,0.195081,0.006281
2636,text,0.687150,0.288705,0.529411,0.023480,14.997042,15.000000,0.189203,0.004008
2637,text,0.818619,0.288705,0.634063,0.025026,15.000000,15.000000,0.190690,0.005401
2638,physics,0.836790,0.288705,0.603924,0.061811,15.000000,15.000000,0.189176,0.005111
2639,physics,0.833068,0.252998,0.660990,0.090116,15.000000,15.000000,0.176104,0.006510
2640,physics,0.857271,0.277935,0.673415,0.092225,15.000000,15.000000,0.177705,0.006278
2641,text,0.758092,0.277935,0.581459,0.028241,15.000000,15.000000,0.173974,0.004793
2642,physics,0.811786,0.263089,0.619146,0.033035,15.000000,15.000000,0.159164,0.006047
2643,physics,0.706341,0.252998,0.543409,0.016462,15.000000,15.000000,0.164326,0.003827
2644,physics,0.804849,0.246406,0.654718,0.068695,15.000000,15.000000,0.166397,0.005986
2645,physics,0.767060,0.288705,0.590712,0.017400,14.998763,15.000000,0.165821,0.004714
2646,text,0.811551,0.288705,0.620573,0.026292,15.000000,15.000000,0.165575,0.005290
2647,physics,0.794587,0.288705,0.637369,0.041805,15.000000,15.000000,0.165658,0.005652
2648,physics,0.861211,0.246406,0.598622,0.080342,15.000000,15.000000,0.160515,0.005255
2649,physics,0.731855,0.288705,0.544224,0.009530,14.994466,15.000000,0.161918,0.003901
2650,physics,0.849222,0.277935,0.681065,0.035140,15.000000,15.000000,0.164693,0.006286
2651,physics,0.671538,0.263089,0.491388,0.009522,14.997653,15.000000,0.155016,0.003668
2652,text,0.729718,0.277579,0.598237,0.057564,15.000000,15.000000,0.152506,0.005053
2653,physics,0.769621,0.277935,0.613496,0.028308,15.000000,15.000000,0.156904,0.005180
2654,text,0.819588,0.263534,0.608695,0.023724,15.000000,15.000000,0.150309,0.005458
2655,physics,0.731995,0.259508,0.594391,0.090548,15.000000,15.000000,0.160055,0.004473
2656,physics,0.873522,0.277935,0.683298,0.076043,15.000000,15.000000,0.164734,0.006419
2657,physics,0.893600,0.277579,0.684208,0.050477,15.000000,15.000000,0.167511,0.006471
2658,text,0.718396,0.288705,0.557749,0.024777,15.000000,15.000000,0.165814,0.004332
2659,text,0.778134,0.277935,0.588450,0.028826,15.000000,15.000000,0.162408,0.004835
2660,physics,0.808285,0.288705,0.586823,0.041694,15.000000,15.000000,0.152310,0.005011
2661,physics,0.936954,0.252998,0.678393,0.039063,15.000000,15.000000,0.154475,0.006409
2662,physics,0.819617,0.277579,0.597169,0.030106,15.000000,15.000000,0.151495,0.005036
2663,physics,0.801550,0.277935,0.605529,0.017887,14.998185,15.000000,0.149292,0.005303
2664,physics,0.901557,0.277935,0.711240,0.030317,14.999372,15.000000,0.145847,0.007282
2665,physics,0.789758,0.253229,0.582024,0.034725,15.000000,15.000000,0.138419,0.005002
2666,text,0.755841,0.277579,0.605776,0.047645,15.000000,15.000000,0.137889,0.005124
2667,physics,0.770829,0.277579,0.604166,0.038877,15.000000,15.000000,0.138546,0.005123
2668,physics,0.916817,0.246406,0.660629,0.050904,15.000000,15.000000,0.140008,0.006196
2669,text,0.737642,0.253229,0.602771,0.030282,15.000000,15.000000,0.138390,0.005161
2670,physics,0.816877,0.277579,0.629346,0.081792,15.000000,15.000000,0.135592,0.005708
2671,physics,0.834940,0.252998,0.622136,0.062565,15.000000,15.000000,0.141739,0.005211
2672,text,0.739510,0.252998,0.567485,0.031534,15.000000,15.000000,0.142326,0.004444
2673,physics,0.830334,0.277579,0.673044,0.141691,15.000000,15.000000,0.163034,0.005371
2674,text,0.724346,0.263089,0.532719,0.033143,15.000000,15.000000,0.169313,0.003346
2675,physics,0.699547,0.277579,0.541401,0.014464,14.999713,15.000000,0.170807,0.003760
2676,text,0.935882,0.252998,0.748560,0.034554,15.000000,15.000000,0.181087,0.007267
2677,physics,0.721375,0.252998,0.538892,0.092127,15.000000,15.000000,0.172224,0.004124
2678,physics,0.808342,0.288705,0.636389,0.018524,14.999738,15.000000,0.157808,0.006145
2679,text,0.742385,0.252998,0.562456,0.033508,14.994282,15.000000,0.148887,0.004587
2680,physics,0.829320,0.277579,0.656148,0.140945,15.000000,15.000000,0.137102,0.006436
2681,physics,0.814243,0.252998,0.642086,0.123276,15.000000,15.000000,0.149838,0.005207
2682,text,0.922607,0.277579,0.731499,0.057658,15.000000,15.000000,0.167136,0.006817
2683,text,0.718686,0.246406,0.506695,0.048030,15.000000,15.000000,0.169671,0.003213
2684,text,0.926191,0.263089,0.730995,0.038539,15.000000,15.000000,0.166705,0.007470
2685,physics,0.779371,0.277579,0.619300,0.088990,15.000000,15.000000,0.160112,0.005571
2686,text,0.835075,0.263089,0.679640,0.029884,15.000000,15.000000,0.152917,0.006946
2687,physics,0.894725,0.263089,0.724758,0.130938,15.000000,15.000000,0.159970,0.007044
2688,text,0.949306,0.263089,0.681705,0.030070,15.000000,15.000000,0.157818,0.006554
2689,physics,0.745404,0.246406,0.554914,0.068715,15.000000,15.000000,0.158317,0.004271
2690,physics,0.724976,0.277935,0.597363,0.019761,15.000000,15.000000,0.158661,0.004834
2691,text,0.765890,0.263089,0.580793,0.032148,15.000000,15.000000,0.151251,0.004994
2692,text,0.708921,0.252998,0.534692,0.025899,15.000000,15.000000,0.149214,0.003995
2693,physics,0.686550,0.263089,0.518192,0.041127,15.000000,15.000000,0.140984,0.003966
2694,physics,0.813181,0.277935,0.627158,0.032667,15.000000,15.000000,0.142392,0.005527
2695,text,0.938674,0.250363,0.684685,0.039317,15.000000,15.000000,0.150085,0.006361
2696,physics,0.758926,0.246406,0.553898,0.092306,15.000000,15.000000,0.153853,0.004084
2697,physics,0.928003,0.246406,0.701057,0.042127,15.000000,15.000000,0.174940,0.005787
2698,physics,0.822343,0.277579,0.636388,0.056108,15.000000,15.000000,0.168993,0.005745
2699,text,0.773753,0.263089,0.553681,0.031951,14.996893,15.000000,0.151759,0.004886
2700,text,0.849359,0.277579,0.676053,0.075542,15.000000,15.000000,0.166651,0.005687
2701,text,0.805648,0.263089,0.621021,0.033387,15.000000,15.000000,0.168084,0.005125
2702,text,0.808748,0.277935,0.619022,0.030867,15.000000,15.000000,0.154678,0.005805
2703,text,0.893392,0.259508,0.713279,0.024087,15.000000,15.000000,0.162092,0.006872
2704,text,0.845447,0.277579,0.687234,0.052903,15.000000,15.000000,0.169238,0.006216
2705,physics,0.740094,0.252998,0.581453,0.037156,15.000000,15.000000,0.163763,0.004825
2706,text,0.922607,0.277579,0.732966,0.057461,15.000000,15.000000,0.178380,0.006902
2707,text,0.881584,0.250363,0.658985,0.047860,15.000000,15.000000,0.175768,0.006103
2708,text,0.837649,0.252998,0.659878,0.032373,15.000000,15.000000,0.173153,0.006147
2709,physics,0.830334,0.277579,0.674512,0.142563,15.000000,15.000000,0.182700,0.005653
2710,physics,0.781066,0.253229,0.583455,0.077486,15.000000,15.000000,0.175797,0.004803
