step,nav_action,nav_action_name,action_vec_norm,free_energy,prediction_error,confidence,obs_norm,pos_before,pos_after,wrapped,beta,info_gain,text_preview
2464,3,fast_backward,1.834052,17.785148,0.626157,0.917258,0.245962,3712,3200,0,0.023860,0.252476,he surprise of its o
2465,4,stay,1.562121,17.860125,0.627336,0.917440,0.245962,3200,3200,0,0.023464,0.274091,he surprise of its o
2466,4,stay,1.524239,17.739672,0.628453,0.917414,0.245962,3200,3200,0,0.023068,0.708126,he surprise of its o
2467,3,fast_backward,1.847269,17.780885,0.614488,0.917078,0.221963,3200,2688,0,0.022672,0.471729,e comes next. The te
2468,4,stay,1.687271,18.109415,0.614651,0.917043,0.221963,2688,2688,0,0.022276,0.381753,e comes next. The te
2469,3,fast_backward,1.928681,18.049115,0.599166,0.916829,0.177662,2688,2176,0,0.021880,0.461206,provide additional
2470,0,forward,1.603101,18.017582,0.603702,0.916947,0.197942,2176,2304,0,0.021484,0.445620,nd bounded predictio
2471,2,fast_forward,1.686874,17.915823,0.599369,0.917507,0.177215,2304,2816,0,0.021088,0.250501,racter blocks in ord
2472,3,fast_backward,1.476993,17.923041,0.602255,0.917050,0.197942,2816,2304,0,0.020692,0.633216,nd bounded predictio
2473,3,fast_backward,1.698017,17.978915,0.600721,0.916798,0.184100,2304,1792,0,0.020296,0.254561,gnostic signals. A s
2474,1,backward,1.645974,17.907235,0.582584,0.916999,0.169394,1792,1664,0,0.019900,0.206304,"If it remains flat,"
2475,1,backward,1.687223,17.652207,0.628172,0.917342,0.263143,1664,1536,0,0.019504,0.688526,text loop focuses o
2476,2,fast_forward,2.150671,17.964608,0.587552,0.917417,0.175441,1536,2048,0,0.019108,0.660757,statistics of the te
2477,1,backward,1.612692,18.035386,0.628987,0.917655,0.254057,2048,1920,0,0.018712,0.242052,rror. Evaluation of
2478,4,stay,1.485322,17.779428,0.630591,0.917679,0.254057,1920,1920,0,0.018316,0.393995,rror. Evaluation of
2479,4,stay,1.445056,17.706612,0.632118,0.917674,0.254057,1920,1920,0,0.017920,0.556855,rror. Evaluation of
2480,2,fast_forward,1.541413,17.705260,0.593932,0.917290,0.168851,1920,2432,0,0.017524,0.453658,h an information-gai
2481,2,fast_forward,1.596812,17.665621,0.611951,0.917598,0.190799,2432,2944,0,0.017128,0.441896,sing a random projec
2482,2,fast_forward,1.814310,17.362904,0.613045,0.917560,0.204990,2944,3456,0,0.016732,0.232445,d decrease. Cognitiv
2483,0,forward,1.579962,17.648004,0.611887,0.917545,0.197040,3456,3584,0,0.016336,0.209049,tests whether a fre
2484,2,fast_forward,1.757557,17.773764,0.613867,0.917481,0.198953,3584,4096,0,0.015940,0.248063,ng a random projecti
2485,1,backward,1.167845,17.879071,0.595486,0.917129,0.173957,4096,3968,0,0.015544,0.633500,cter blocks in order
2486,3,fast_backward,1.589636,18.018935,0.611171,0.917638,0.204990,3968,3456,0,0.015148,0.192121,d decrease. Cognitiv
2487,1,backward,1.756223,18.130538,0.631942,0.917427,0.253067,3456,3328,0,0.014752,0.342812,ictable the current
2488,2,fast_forward,1.540105,18.146453,0.609624,0.917297,0.211055,3328,3840,0,0.014356,0.372707,om scratch. The text
2489,1,backward,1.700802,18.102221,0.602025,0.916825,0.194548,3840,3712,0,0.013960,0.611968,s no pretrained embe
2490,1,backward,1.751085,18.135079,0.610923,0.917436,0.197040,3712,3584,0,0.013564,0.316705,tests whether a fre
2491,4,stay,1.534813,18.120079,0.610621,0.917698,0.197040,3584,3584,0,0.013168,0.177612,tests whether a fre
2492,3,fast_backward,2.055886,18.263669,0.599918,0.916586,0.203670,3584,3072,0,0.012772,0.426709,des the mathematical
2493,2,fast_forward,1.593622,18.375533,0.610024,0.917597,0.197040,3072,3584,0,0.012376,0.375272,tests whether a fre
2494,1,backward,1.440245,18.433485,0.610816,0.917542,0.204990,3584,3456,0,0.011980,0.427385,d decrease. Cognitiv
2495,1,backward,1.456902,18.536699,0.631628,0.917604,0.253067,3456,3328,0,0.011584,0.338444,ictable the current
2496,3,fast_backward,1.613722,18.896042,0.597441,0.917385,0.177215,3328,2816,0,0.011188,0.412908,racter blocks in ord
2497,1,backward,1.562281,18.866174,0.610183,0.917118,0.221963,2816,2688,0,0.010792,0.303327,e comes next. The te
2498,1,backward,1.558158,18.768989,0.611746,0.917147,0.214403,2688,2560,0,0.010396,0.576733,s or re-read passage
2499,3,fast_backward,1.324929,18.552550,0.587567,0.917315,0.175441,2560,2048,0,0.010000,0.283784,statistics of the te
2500,0,forward,1.471357,18.372155,0.593966,0.916867,0.177662,2048,2176,0,0.010000,0.421847,provide additional
2501,4,stay,1.688537,18.415426,0.592982,0.917010,0.177662,2176,2176,0,0.010000,0.379983,provide additional
2502,1,backward,1.608334,18.552578,0.584329,0.917574,0.175441,2176,2048,0,0.010000,0.427891,statistics of the te
2503,1,backward,1.535575,18.757293,0.625856,0.917730,0.254057,2048,1920,0,0.010000,0.434034,rror. Evaluation of
2504,4,stay,1.509598,18.916763,0.627601,0.917507,0.254057,1920,1920,0,0.010000,0.599489,rror. Evaluation of
2505,2,fast_forward,1.862674,18.905278,0.589520,0.917396,0.168851,1920,2432,0,0.010000,0.529460,h an information-gai
2506,4,stay,1.709315,18.941872,0.588309,0.917157,0.168851,2432,2432,0,0.010000,0.618752,h an information-gai
2507,4,stay,1.775054,19.123420,0.587199,0.917288,0.168851,2432,2432,0,0.010000,0.462605,h an information-gai
2508,2,fast_forward,1.863506,19.095694,0.606138,0.917434,0.190799,2432,2944,0,0.010000,0.519646,sing a random projec
2509,1,backward,1.486464,18.810244,0.593595,0.917602,0.177215,2944,2816,0,0.010000,0.545824,racter blocks in ord
2510,2,fast_forward,1.889355,19.161714,0.627623,0.917435,0.253067,2816,3328,0,0.010000,0.567255,ictable the current
2511,0,forward,1.389226,19.189551,0.608228,0.917569,0.204990,3328,3456,0,0.010000,0.655336,d decrease. Cognitiv
2512,2,fast_forward,1.244216,19.341708,0.591724,0.917111,0.173957,3456,3968,0,0.010000,0.457182,cter blocks in order
2513,1,backward,1.283575,19.352337,0.604982,0.917365,0.211055,3968,3840,0,0.010000,0.549347,om scratch. The text
2514,0,forward,1.527553,19.423997,0.591433,0.917217,0.173957,3840,3968,0,0.010000,0.735197,cter blocks in order
2515,4,stay,1.850548,18.988121,0.590752,0.917455,0.173957,3968,3968,0,0.010000,0.800572,cter blocks in order
2516,3,fast_backward,1.376886,18.841187,0.606626,0.917690,0.204990,3968,3456,0,0.010000,0.738655,d decrease. Cognitiv
2517,0,forward,1.377989,18.749638,0.605900,0.917730,0.197040,3456,3584,0,0.010000,0.455079,tests whether a fre
2518,2,fast_forward,1.540264,18.796446,0.608401,0.917474,0.198953,3584,4096,0,0.010000,0.577418,ng a random projecti
2519,2,fast_forward,1.480031,18.682586,0.596603,0.916909,0.204065,4096,4608,0,0.010000,0.494185,s the mathematical f
2520,4,stay,1.517479,18.581728,0.596544,0.916841,0.204065,4608,4608,0,0.010000,0.433498,s the mathematical f
2521,2,fast_forward,1.420932,18.508534,0.594525,0.917329,0.190034,4608,5120,0,0.010000,0.729375,in term in its actio
2522,0,forward,1.765227,18.507228,0.604701,0.917211,0.213764,5120,5248,0,0.010000,0.508032,es that produced hig
2523,3,fast_backward,1.748729,18.454027,0.615567,0.917409,0.236303,5248,4736,0,0.010000,0.330060,surprise of its obs
2524,0,forward,1.841802,18.541069,0.629689,0.917887,0.257925,4736,4864,0,0.010000,0.535678,table the current ch
2525,0,forward,1.307992,18.493617,0.602438,0.916834,0.201395,4864,4992,0,0.010000,0.436006,decrease. Curiosity
2526,1,backward,1.424299,18.231566,0.631093,0.917280,0.257925,4992,4864,0,0.010000,0.686242,table the current ch
2527,2,fast_forward,1.856194,18.073974,0.624523,0.917503,0.248801,4864,5376,0,0.010000,0.742388,ation of the text lo
2528,3,fast_backward,1.229028,17.890652,0.633809,0.917199,0.257925,5376,4864,0,0.010000,0.612903,table the current ch
2529,2,fast_forward,1.371608,17.984849,0.627198,0.917459,0.248801,4864,5376,0,0.010000,0.661814,ation of the text lo
2530,4,stay,1.775975,17.983637,0.628337,0.917445,0.248801,5376,5376,0,0.010000,0.451181,ation of the text lo
2531,1,backward,1.093163,18.155907,0.613775,0.917392,0.213764,5376,5248,0,0.010000,0.511563,es that produced hig
2532,1,backward,1.818852,18.339989,0.603727,0.917340,0.190034,5248,5120,0,0.010000,0.451335,in term in its actio
2533,4,stay,1.165530,18.290064,0.602806,0.917268,0.190034,5120,5120,0,0.010000,0.537412,in term in its actio
2534,1,backward,1.778838,18.015277,0.606788,0.917035,0.201395,5120,4992,0,0.010000,0.666372,decrease. Curiosity
2535,1,backward,1.680455,17.848784,0.634615,0.917271,0.257925,4992,4864,0,0.010000,0.374271,table the current ch
2536,4,stay,1.769325,17.770491,0.635912,0.917220,0.257925,4864,4864,0,0.010000,0.494591,table the current ch
2537,3,fast_backward,1.561241,17.767243,0.603988,0.917238,0.178443,4864,4352,0,0.010000,0.721895,ing agent can form p
2538,3,fast_backward,1.623141,17.592658,0.611717,0.917813,0.211055,4352,3840,0,0.010000,0.367006,om scratch. The text
2539,3,fast_backward,1.727760,17.374119,0.634882,0.917268,0.253067,3840,3328,0,0.010000,0.680709,ictable the current
2540,1,backward,1.726083,17.164171,0.629358,0.917975,0.245962,3328,3200,0,0.010000,0.440678,he surprise of its o
2541,2,fast_forward,1.447183,17.425309,0.606223,0.917247,0.194548,3200,3712,0,0.010000,0.523464,s no pretrained embe
2542,1,backward,1.498572,17.320288,0.614650,0.917611,0.197040,3712,3584,0,0.010000,0.772579,tests whether a fre
2543,4,stay,1.258515,17.299730,0.614077,0.917526,0.197040,3584,3584,0,0.010000,1.002388,tests whether a fre
2544,1,backward,1.466578,17.128841,0.614894,0.917515,0.204990,3584,3456,0,0.010000,0.902221,d decrease. Cognitiv
2545,2,fast_forward,1.376852,17.035079,0.597190,0.917112,0.173957,3456,3968,0,0.010000,0.741875,cter blocks in order
2546,4,stay,1.568904,17.287419,0.596058,0.917400,0.173957,3968,3968,0,0.010000,0.537624,cter blocks in order
2547,3,fast_backward,1.287582,17.598618,0.612174,0.917483,0.204990,3968,3456,0,0.010000,0.670175,d decrease. Cognitiv
2548,4,stay,1.452348,17.704942,0.611907,0.917556,0.204990,3456,3456,0,0.010000,0.608884,d decrease. Cognitiv
2549,2,fast_forward,1.758973,17.826752,0.594718,0.917265,0.173957,3456,3968,0,0.010000,0.732536,cter blocks in order
2550,4,stay,1.208118,17.758288,0.593763,0.917181,0.173957,3968,3968,0,0.010000,0.583864,cter blocks in order
2551,2,fast_forward,1.809700,17.592057,0.600349,0.917450,0.194905,3968,4480,0,0.010000,0.908727,"iser, and no externa"
2552,0,forward,1.867068,17.659032,0.599283,0.916567,0.204065,4480,4608,0,0.010000,0.568357,s the mathematical f
2553,3,fast_backward,1.688880,17.793274,0.610725,0.917389,0.198953,4608,4096,0,0.010000,0.576615,ng a random projecti
2554,3,fast_backward,1.381958,17.867949,0.608200,0.917575,0.197040,4096,3584,0,0.010000,0.694975,tests whether a fre
2555,4,stay,1.296089,17.999593,0.608035,0.917423,0.197040,3584,3584,0,0.010000,0.507394,tests whether a fre
2556,3,fast_backward,1.780663,17.985469,0.597589,0.916692,0.203670,3584,3072,0,0.010000,0.772975,des the mathematical
2557,0,forward,1.506429,17.832378,0.622766,0.917176,0.245962,3072,3200,0,0.010000,0.755720,he surprise of its o
2558,1,backward,1.628453,18.002984,0.598790,0.916658,0.203670,3200,3072,0,0.010000,0.518932,des the mathematical
2559,3,fast_backward,1.845487,17.918270,0.610034,0.917167,0.214403,3072,2560,0,0.010000,0.519182,s or re-read passage
2560,1,backward,1.814011,17.826258,0.588534,0.917464,0.168851,2560,2432,0,0.010000,0.561929,h an information-gai
2561,4,stay,1.301752,17.768942,0.587321,0.917316,0.168851,2432,2432,0,0.010000,0.514809,h an information-gai
2562,1,backward,1.429950,17.777258,0.597079,0.916798,0.197942,2432,2304,0,0.010000,0.718610,nd bounded predictio
2563,3,fast_backward,1.504655,18.022303,0.595916,0.916929,0.184100,2304,1792,0,0.010000,0.550447,gnostic signals. A s
2564,1,backward,1.834617,17.941470,0.578086,0.917219,0.169394,1792,1664,0,0.010000,0.542115,"If it remains flat,"
2565,0,forward,1.467839,18.085085,0.594108,0.917087,0.184100,1664,1792,0,0.010000,0.622737,gnostic signals. A s
2566,0,forward,1.456887,18.275920,0.623456,0.917384,0.254057,1792,1920,0,0.010000,0.515151,rror. Evaluation of
2567,3,fast_backward,1.858172,18.488811,0.609938,0.917381,0.200901,1920,1408,0,0.010000,0.547481,tor using a random p
2568,4,stay,1.692999,18.310573,0.610110,0.917471,0.200901,1408,1408,0,0.010000,0.489167,tor using a random p
2569,1,backward,1.728696,18.455625,0.592697,0.916841,0.179216,1408,1280,0,0.010000,0.523871,h character blocks i
2570,1,backward,2.123199,18.591749,0.606145,0.917250,0.222530,1280,1152,0,0.010000,0.703156,phase comes next. T
2571,4,stay,1.432706,18.714630,0.606832,0.917515,0.222530,1152,1152,0,0.010000,0.524221,phase comes next. T
2572,2,fast_forward,1.394659,18.546950,0.579445,0.917536,0.169394,1152,1664,0,0.010000,0.397175,"If it remains flat,"
2573,1,backward,1.663718,18.257176,0.624987,0.917427,0.263143,1664,1536,0,0.010000,0.520630,text loop focuses o
2574,1,backward,1.355484,18.403324,0.611489,0.917416,0.200901,1536,1408,0,0.010000,0.379382,tor using a random p
2575,4,stay,1.482732,18.383826,0.611575,0.917778,0.200901,1408,1408,0,0.010000,0.408710,tor using a random p
2576,3,fast_backward,1.591656,18.706695,0.583167,0.917345,0.165020,1408,896,0,0.010000,0.489662,d with an informatio
2577,0,forward,1.545599,18.862827,0.610055,0.917155,0.217769,896,1024,0,0.010000,0.727296,ssages or re-read pa
2578,2,fast_forward,1.476258,18.761030,0.626106,0.917753,0.263143,1024,1536,0,0.010000,0.512964,text loop focuses o
2579,1,backward,1.759948,18.620216,0.612486,0.917516,0.200901,1536,1408,0,0.010000,0.386003,tor using a random p
2580,4,stay,1.395714,18.742791,0.612501,0.917443,0.200901,1408,1408,0,0.010000,0.723583,tor using a random p
2581,2,fast_forward,1.767310,18.540444,0.628239,0.917505,0.254057,1408,1920,0,0.010000,0.413373,rror. Evaluation of
2582,2,fast_forward,1.433613,18.409493,0.589827,0.917128,0.168851,1920,2432,0,0.010000,0.656269,h an information-gai
2583,2,fast_forward,1.425667,18.390882,0.608261,0.917952,0.190799,2432,2944,0,0.010000,0.474878,sing a random projec
2584,3,fast_backward,1.516774,18.304938,0.588115,0.917318,0.168851,2944,2432,0,0.010000,0.540419,h an information-gai
2585,0,forward,1.494612,18.266415,0.608663,0.917255,0.214403,2432,2560,0,0.010000,0.385000,s or re-read passage
2586,0,forward,1.550525,18.208723,0.608019,0.917275,0.221963,2560,2688,0,0.010000,0.390445,e comes next. The te
2587,0,forward,1.509835,18.103103,0.595217,0.917262,0.177215,2688,2816,0,0.010000,0.386770,racter blocks in ord
2588,0,forward,1.478940,18.191658,0.606915,0.917611,0.190799,2816,2944,0,0.010000,0.428761,sing a random projec
2589,0,forward,1.613148,18.269598,0.596799,0.916649,0.203670,2944,3072,0,0.010000,0.337340,des the mathematical
2590,4,stay,1.305480,18.188685,0.596622,0.916577,0.203670,3072,3072,0,0.010000,0.715858,des the mathematical
2591,1,backward,1.395284,18.405211,0.606318,0.917495,0.190799,3072,2944,0,0.010000,0.528174,sing a random projec
2592,3,fast_backward,1.755700,18.367515,0.586155,0.917483,0.168851,2944,2432,0,0.010000,0.523084,h an information-gai
2593,3,fast_backward,2.002122,18.340899,0.625310,0.917463,0.254057,2432,1920,0,0.010000,0.402602,rror. Evaluation of
2594,3,fast_backward,1.582443,18.327316,0.611394,0.917457,0.200901,1920,1408,0,0.010000,0.605813,tor using a random p
2595,2,fast_forward,1.371128,18.208563,0.627192,0.917492,0.254057,1408,1920,0,0.010000,0.444818,rror. Evaluation of
2596,2,fast_forward,1.776281,18.386604,0.588693,0.917618,0.168851,1920,2432,0,0.010000,0.512287,h an information-gai
2597,2,fast_forward,1.842829,18.311333,0.607277,0.918233,0.190799,2432,2944,0,0.010000,0.520730,sing a random projec
2598,3,fast_backward,1.719779,18.354006,0.587103,0.917282,0.168851,2944,2432,0,0.010000,0.408690,h an information-gai
2599,1,backward,1.168264,18.409618,0.597299,0.917589,0.197942,2432,2304,0,0.010000,0.398797,nd bounded predictio
2600,1,backward,1.832181,18.536140,0.591152,0.916715,0.177662,2304,2176,0,0.010000,0.412450,provide additional
2601,0,forward,1.560123,18.453024,0.596201,0.917130,0.197942,2176,2304,0,0.010000,0.343711,nd bounded predictio
2602,1,backward,1.627196,18.547565,0.590328,0.916746,0.177662,2304,2176,0,0.010000,0.342818,provide additional
2603,4,stay,1.469586,18.576187,0.589560,0.916933,0.177662,2176,2176,0,0.010000,0.402536,provide additional
2604,2,fast_forward,1.738558,18.612855,0.604296,0.917136,0.221963,2176,2688,0,0.010000,0.437069,e comes next. The te
2605,0,forward,1.245637,18.800293,0.591869,0.917613,0.177215,2688,2816,0,0.010000,0.694022,racter blocks in ord
2606,4,stay,1.673986,18.517335,0.591458,0.917014,0.177215,2816,2816,0,0.010000,0.442065,racter blocks in ord
2607,4,stay,1.611412,18.599901,0.591079,0.917185,0.177215,2816,2816,0,0.010000,0.433623,racter blocks in ord
2608,4,stay,1.259188,18.416984,0.590731,0.917318,0.177215,2816,2816,0,0.010000,0.253825,racter blocks in ord
2609,4,stay,1.668494,18.459280,0.590409,0.917305,0.177215,2816,2816,0,0.010000,0.645625,racter blocks in ord
2610,3,fast_backward,1.789314,18.510966,0.593524,0.917228,0.197942,2816,2304,0,0.010000,0.568789,nd bounded predictio
2611,1,backward,1.580332,18.660036,0.588325,0.916776,0.177662,2304,2176,0,0.010000,0.299814,provide additional
2612,4,stay,1.438719,18.560349,0.587755,0.916909,0.177662,2176,2176,0,0.010000,0.218962,provide additional
2613,1,backward,1.401526,18.519976,0.578341,0.917139,0.175441,2176,2048,0,0.010000,0.487298,statistics of the te
2614,1,backward,1.532871,18.617576,0.621325,0.917316,0.254057,2048,1920,0,0.010000,0.274630,rror. Evaluation of
2615,3,fast_backward,1.425757,18.470522,0.607659,0.917266,0.200901,1920,1408,0,0.010000,0.264913,tor using a random p
2616,1,backward,1.874258,18.395554,0.590557,0.917201,0.179216,1408,1280,0,0.010000,0.282008,h character blocks i
2617,1,backward,1.534882,18.410993,0.603950,0.917224,0.222530,1280,1152,0,0.010000,0.266097,phase comes next. T
2618,3,fast_backward,1.827371,18.430096,0.625034,0.917642,0.248914,1152,640,0,0.010000,0.259703,ergy reflects how pr
2619,1,backward,1.835377,18.518123,0.615098,0.917305,0.237833,640,512,0,0.010000,0.377135,"ree energy, which is"
2620,1,backward,1.711902,18.481996,0.594469,0.916683,0.192597,512,384,0,0.010000,0.383733,Active inference pro
2621,1,backward,1.964795,18.410093,0.596445,0.916870,0.195890,384,256,0,0.010000,0.277843,"ned embeddings, no t"
2622,4,stay,1.795547,18.573673,0.596344,0.917048,0.195890,256,256,0,0.010000,0.260139,"ned embeddings, no t"
2623,4,stay,1.268597,18.301824,0.596267,0.916749,0.195890,256,256,0,0.010000,0.396442,"ned embeddings, no t"
2624,4,stay,1.879742,18.360828,0.596211,0.916891,0.195890,256,256,0,0.010000,0.289755,"ned embeddings, no t"
2625,2,fast_forward,1.471405,18.505781,0.613160,0.917389,0.236386,256,768,0,0.010000,0.417724,"ext, free energy sho"
2626,0,forward,1.862127,18.495345,0.582013,0.917454,0.165020,768,896,0,0.010000,0.399804,d with an informatio
2627,4,stay,1.092785,18.523020,0.580839,0.917124,0.165020,896,896,0,0.010000,0.461047,d with an informatio
2628,2,fast_forward,1.979404,18.636234,0.608760,0.917372,0.200901,896,1408,0,0.010000,0.407941,tor using a random p
2629,0,forward,1.419853,18.596994,0.624681,0.917529,0.263143,1408,1536,0,0.010000,0.294156,text loop focuses o
2630,3,fast_backward,1.798926,18.649653,0.610607,0.917241,0.217769,1536,1024,0,0.010000,0.319985,ssages or re-read pa
2631,0,forward,1.545270,18.544125,0.607546,0.917067,0.222530,1024,1152,0,0.010000,0.221863,phase comes next. T
2632,1,backward,1.503732,18.656597,0.611396,0.917358,0.217769,1152,1024,0,0.010000,0.209089,ssages or re-read pa
2633,0,forward,1.659001,18.749689,0.608340,0.917342,0.222530,1024,1152,0,0.010000,0.346545,phase comes next. T
2634,2,fast_forward,1.680341,18.751269,0.580954,0.916794,0.169394,1152,1664,0,0.010000,0.425027,"If it remains flat,"
2635,2,fast_forward,1.533734,18.720338,0.592192,0.916488,0.177662,1664,2176,0,0.010000,0.226128,provide additional
2636,1,backward,1.397813,18.974406,0.582877,0.916966,0.175441,2176,2048,0,0.010000,0.443941,statistics of the te
2637,4,stay,1.187903,18.937278,0.582086,0.917255,0.175441,2048,2048,0,0.010000,0.450772,statistics of the te
2638,3,fast_backward,1.685858,19.193092,0.623869,0.917446,0.263143,2048,1536,0,0.010000,0.406774,text loop focuses o
2639,0,forward,1.779807,19.212656,0.579259,0.917070,0.169394,1536,1664,0,0.010000,0.447875,"If it remains flat,"
2640,2,fast_forward,1.560900,19.227461,0.590843,0.917082,0.177662,1664,2176,0,0.010000,0.478217,provide additional
2641,4,stay,1.311664,18.999062,0.590211,0.916966,0.177662,2176,2176,0,0.010000,0.402989,provide additional
2642,2,fast_forward,1.458332,19.029911,0.604307,0.917268,0.221963,2176,2688,0,0.010000,0.456368,e comes next. The te
2643,4,stay,1.450345,19.038944,0.605189,0.917267,0.221963,2688,2688,0,0.010000,0.452961,e comes next. The te
2644,2,fast_forward,1.494363,18.943363,0.620578,0.917565,0.245962,2688,3200,0,0.010000,0.230838,he surprise of its o
2645,4,stay,1.578923,19.150106,0.622072,0.917479,0.245962,3200,3200,0,0.010000,0.386508,he surprise of its o
2646,1,backward,1.718521,19.226433,0.598172,0.916572,0.203670,3200,3072,0,0.010000,0.500440,des the mathematical
2647,4,stay,1.591200,19.436986,0.598081,0.916612,0.203670,3072,3072,0,0.010000,0.452523,des the mathematical
2648,4,stay,1.596655,19.500135,0.598021,0.917352,0.203670,3072,3072,0,0.010000,0.489527,des the mathematical
2649,4,stay,1.480871,19.454465,0.597987,0.916937,0.203670,3072,3072,0,0.010000,0.378724,des the mathematical
2650,3,fast_backward,1.604342,19.526014,0.610180,0.917442,0.214403,3072,2560,0,0.010000,0.527342,s or re-read passage
2651,0,forward,1.181475,19.413459,0.608796,0.917250,0.221963,2560,2688,0,0.010000,0.337557,e comes next. The te
2652,2,fast_forward,1.264281,19.396960,0.624304,0.917868,0.245962,2688,3200,0,0.010000,0.441478,he surprise of its o
2653,3,fast_backward,1.534788,19.667644,0.610875,0.917202,0.221963,3200,2688,0,0.010000,0.379660,e comes next. The te
2654,0,forward,1.519200,19.295562,0.597926,0.917172,0.177215,2688,2816,0,0.010000,0.663698,racter blocks in ord
2655,2,fast_forward,1.246747,19.690414,0.631995,0.917642,0.253067,2816,3328,0,0.010000,0.490335,ictable the current
2656,2,fast_forward,1.128184,19.688698,0.609893,0.917328,0.211055,3328,3840,0,0.010000,0.503318,om scratch. The text
2657,2,fast_forward,1.172495,19.698383,0.601774,0.917189,0.178443,3840,4352,0,0.010000,0.431886,ing agent can form p
2658,3,fast_backward,1.289905,19.780887,0.609309,0.917222,0.211055,4352,3840,0,0.010000,0.479421,om scratch. The text
2659,0,forward,1.687809,19.794859,0.595655,0.917198,0.173957,3840,3968,0,0.010000,0.575954,cter blocks in order
2660,1,backward,1.724904,19.640981,0.608824,0.917414,0.211055,3968,3840,0,0.010000,0.529942,om scratch. The text
2661,3,fast_backward,1.813617,19.580529,0.632243,0.917436,0.253067,3840,3328,0,0.010000,0.712209,ictable the current
2662,3,fast_backward,1.556141,19.336772,0.598929,0.917174,0.177215,3328,2816,0,0.010000,0.250059,racter blocks in ord
2663,2,fast_forward,1.537270,19.398097,0.632853,0.917538,0.253067,2816,3328,0,0.010000,0.233989,ictable the current
2664,0,forward,1.492940,19.270860,0.614606,0.917495,0.204990,3328,3456,0,0.010000,0.503857,d decrease. Cognitiv
2665,4,stay,1.746773,19.217104,0.614298,0.917536,0.204990,3456,3456,0,0.010000,0.373639,d decrease. Cognitiv
2666,4,stay,1.709245,19.271221,0.614014,0.917486,0.204990,3456,3456,0,0.010000,0.384504,d decrease. Cognitiv
2667,1,backward,1.786838,19.346873,0.633745,0.917339,0.253067,3456,3328,0,0.010000,0.331407,ictable the current
2668,1,backward,1.542851,19.307994,0.628347,0.917533,0.245962,3328,3200,0,0.010000,0.285814,he surprise of its o
2669,4,stay,1.723741,19.143498,0.629485,0.917250,0.245962,3200,3200,0,0.010000,0.496234,he surprise of its o
2670,0,forward,1.801177,19.057690,0.637175,0.917410,0.253067,3200,3328,0,0.010000,0.271647,ictable the current
2671,3,fast_backward,1.451727,18.867909,0.602992,0.916866,0.177215,3328,2816,0,0.010000,0.321026,racter blocks in ord
2672,2,fast_forward,1.743422,18.926219,0.637094,0.917513,0.253067,2816,3328,0,0.010000,0.551406,ictable the current
2673,2,fast_forward,1.702983,18.978240,0.614542,0.917362,0.211055,3328,3840,0,0.010000,0.417109,om scratch. The text
2674,3,fast_backward,1.349545,18.905072,0.637835,0.917332,0.253067,3840,3328,0,0.010000,0.301660,ictable the current
2675,4,stay,1.665061,18.730811,0.638823,0.917100,0.253067,3328,3328,0,0.010000,0.387911,ictable the current
2676,3,fast_backward,1.534600,19.021685,0.604516,0.917217,0.177215,3328,2816,0,0.010000,0.449364,racter blocks in ord
2677,1,backward,1.650407,18.992216,0.617097,0.917057,0.221963,2816,2688,0,0.010000,0.381557,e comes next. The te
2678,0,forward,1.492441,18.662349,0.603468,0.917133,0.177215,2688,2816,0,0.010000,0.399150,racter blocks in ord
2679,0,forward,1.817534,18.661199,0.615387,0.917733,0.190799,2816,2944,0,0.010000,0.315280,sing a random projec
2680,1,backward,1.635204,18.740323,0.601757,0.917373,0.177215,2944,2816,0,0.010000,0.272504,racter blocks in ord
2681,0,forward,1.341817,18.809514,0.613735,0.917176,0.190799,2816,2944,0,0.010000,0.370095,sing a random projec
2682,0,forward,1.823582,18.815736,0.603012,0.916638,0.203670,2944,3072,0,0.010000,0.357123,des the mathematical
2683,0,forward,1.604493,18.582656,0.628447,0.917385,0.245962,3072,3200,0,0.010000,0.393583,he surprise of its o
2684,4,stay,1.677644,18.763679,0.629573,0.917340,0.245962,3200,3200,0,0.010000,0.584898,he surprise of its o
2685,3,fast_backward,1.465932,18.466968,0.615708,0.917016,0.221963,3200,2688,0,0.010000,0.494125,e comes next. The te
2686,2,fast_forward,1.704042,18.773410,0.630795,0.917545,0.245962,2688,3200,0,0.010000,0.322702,he surprise of its o
2687,1,backward,1.277758,18.520004,0.606183,0.916736,0.203670,3200,3072,0,0.010000,0.400378,des the mathematical
2688,0,forward,1.730582,18.392810,0.631281,0.917570,0.245962,3072,3200,0,0.010000,0.272207,he surprise of its o
2689,0,forward,1.774047,18.297193,0.638629,0.917672,0.253067,3200,3328,0,0.010000,0.535377,ictable the current
2690,3,fast_backward,1.344580,18.298660,0.604385,0.917451,0.177215,3328,2816,0,0.010000,0.684718,racter blocks in ord
2691,3,fast_backward,1.421952,18.246967,0.607511,0.917222,0.197942,2816,2304,0,0.010000,0.685357,nd bounded predictio
2692,3,fast_backward,1.735592,18.225451,0.605842,0.917073,0.184100,2304,1792,0,0.010000,0.501658,gnostic signals. A s
2693,2,fast_forward,1.400450,18.186286,0.605520,0.917325,0.197942,1792,2304,0,0.010000,0.627679,nd bounded predictio
2694,3,fast_backward,1.608617,18.220249,0.604221,0.916734,0.184100,2304,1792,0,0.010000,0.549678,gnostic signals. A s
