step,action,action_bin,action_vec_norm,free_energy,confidence,obs_norm,frame_mean,beta,info_gain,agent_cx,agent_cy,agent_vx,agent_vy,n_bodies,is_post_disappear
202,0,4,2.509111,39.006917,0.903296,1.000000,9.259216,0.599050,0.686819,43.2696,45.8858,-7.8100,-5.6750,2,0
203,0,5,2.671610,38.887232,0.902852,1.000000,9.216003,0.597070,0.438264,43.2696,45.8858,-7.8100,-5.6750,2,0
204,1,0,2.229729,38.983628,0.902226,1.000000,9.259216,0.595090,0.715547,43.2696,45.8858,-7.8100,-5.6750,2,0
205,3,1,2.005655,39.068043,0.902453,1.000000,9.230408,0.593110,0.739811,43.2696,45.8858,-7.8100,-5.6750,2,0
206,0,5,2.569856,39.258356,0.902694,1.000000,9.288025,0.591130,0.400193,43.2696,45.8858,-7.8100,-5.6750,2,0
207,0,2,2.671016,39.288943,0.903386,1.000000,9.288025,0.589150,0.612956,43.2696,45.8858,-7.8100,-5.6750,2,0
208,0,3,2.503920,39.283361,0.902670,1.000000,9.216003,0.587170,0.477916,43.2696,45.8858,-7.8100,-5.6750,2,0
209,0,4,2.437929,39.097265,0.902599,1.000000,9.244812,0.585190,0.751990,43.2696,45.8858,-7.8100,-5.6750,2,0
210,1,0,2.224809,38.866677,0.902454,1.000000,9.216003,0.583210,0.470016,43.2696,45.8858,-7.8100,-5.6750,2,0
211,0,4,2.660347,38.954963,0.902533,1.000000,9.259216,0.581230,0.711367,43.2696,45.8858,-7.8100,-5.6750,2,0
212,0,5,2.370152,38.839328,0.902478,1.000000,9.259216,0.579250,0.452998,43.2696,45.8858,-7.8100,-5.6750,2,0
213,0,4,2.606873,39.032013,0.902606,1.000000,9.273621,0.577270,0.705779,43.2696,45.8858,-7.8100,-5.6750,2,0
214,1,6,2.633962,39.149631,0.902537,1.000000,9.288025,0.575290,0.306019,43.2696,45.8858,-7.8100,-5.6750,2,0
215,1,1,2.099401,39.156991,0.902642,1.000000,9.230408,0.573310,0.793489,43.2696,45.8858,-7.8100,-5.6750,2,0
216,3,1,2.285445,38.925112,0.902473,1.000000,9.259216,0.571330,0.793860,43.2696,45.8858,-7.8100,-5.6750,2,0
217,1,1,2.731161,38.835281,0.902821,1.000000,9.216003,0.569350,0.813109,43.2696,45.8858,-7.8100,-5.6750,2,0
218,0,3,2.366380,38.695523,0.902826,1.000000,9.259216,0.567370,0.448423,43.2696,45.8858,-7.8100,-5.6750,2,0
219,1,1,2.443672,38.806680,0.902604,1.000000,9.302429,0.565390,0.814616,43.2696,45.8858,-7.8100,-5.6750,2,0
220,0,5,2.615605,38.669249,0.902879,1.000000,9.288025,0.563410,0.414465,43.2696,45.8858,-7.8100,-5.6750,2,0
221,3,1,2.606683,38.457655,0.902083,1.000000,9.244812,0.561430,0.821470,43.2696,45.8858,-7.8100,-5.6750,2,0
222,1,0,1.978897,38.277342,0.902478,1.000000,9.273621,0.559450,0.696613,43.2696,45.8858,-7.8100,-5.6750,2,0
223,1,6,1.920550,38.376426,0.902565,1.000000,9.259216,0.557470,0.670088,43.2696,45.8858,-7.8100,-5.6750,2,0
224,0,2,2.212754,38.129459,0.902834,1.000000,9.259216,0.555490,0.650869,43.2696,45.8858,-7.8100,-5.6750,2,0
225,0,4,2.733608,38.256522,0.902572,1.000000,9.259216,0.553510,0.567611,43.2696,45.8858,-7.8100,-5.6750,2,0
226,1,1,2.149991,38.203081,0.902498,1.000000,9.302429,0.551530,0.973869,43.2696,45.8858,-7.8100,-5.6750,2,0
227,3,2,2.850643,38.068395,0.902779,1.000000,9.288025,0.549550,0.629470,43.2696,45.8858,-7.8100,-5.6750,2,0
228,3,1,2.691731,38.091299,0.902218,1.000000,9.244812,0.547570,0.905686,43.2696,45.8858,-7.8100,-5.6750,2,0
229,3,1,2.476336,38.470245,0.903180,1.000000,9.288025,0.545590,0.686898,43.2696,45.8858,-7.8100,-5.6750,2,0
230,0,4,2.527258,38.385658,0.903088,1.000000,9.244812,0.543610,0.791698,43.2696,45.8858,-7.8100,-5.6750,2,0
231,1,7,2.622466,38.290831,0.903397,1.000000,9.244812,0.541630,0.414829,43.2696,45.8858,-7.8100,-5.6750,2,0
232,1,1,2.418281,38.357523,0.902824,1.000000,9.230408,0.539650,0.690215,43.2696,45.8858,-7.8100,-5.6750,2,0
233,0,4,2.658045,38.503983,0.902808,1.000000,9.288025,0.537670,0.638512,43.2696,45.8858,-7.8100,-5.6750,2,0
234,0,5,2.251955,38.326034,0.902959,1.000000,9.244812,0.535690,0.580921,43.2696,45.8858,-7.8100,-5.6750,2,0
235,0,3,2.324054,38.288144,0.902662,1.000000,9.259216,0.533710,0.592892,43.2696,45.8858,-7.8100,-5.6750,2,0
236,0,5,2.561364,38.133461,0.902512,1.000000,9.230408,0.531730,0.493617,43.2696,45.8858,-7.8100,-5.6750,2,0
237,1,0,2.544013,38.213066,0.902822,1.000000,9.259216,0.529750,0.604886,43.2696,45.8858,-7.8100,-5.6750,2,0
238,1,6,2.325729,38.026910,0.902394,1.000000,9.230408,0.527770,0.800638,43.2696,45.8858,-7.8100,-5.6750,2,0
239,0,3,2.269696,38.208830,0.902923,1.000000,9.230408,0.525790,0.510639,43.2696,45.8858,-7.8100,-5.6750,2,0
240,2,5,2.549210,38.056716,0.902224,1.000000,9.259216,0.523810,0.502251,43.2696,45.8858,-7.8100,-5.6750,2,0
241,1,1,2.305717,38.121547,0.902015,1.000000,9.302429,0.521830,0.760213,43.2696,45.8858,-7.8100,-5.6750,2,0
242,3,2,2.468907,38.173263,0.902201,1.000000,9.244812,0.519850,0.485708,43.2696,45.8858,-7.8100,-5.6750,2,0
243,1,1,2.412641,38.155955,0.902446,1.000000,9.216003,0.517870,0.737065,43.2696,45.8858,-7.8100,-5.6750,2,0
244,0,2,2.517904,38.168841,0.902583,1.000000,9.288025,0.515890,0.459615,43.2696,45.8858,-7.8100,-5.6750,2,0
245,1,1,2.737418,38.043915,0.902900,1.000000,9.288025,0.513910,0.568650,43.2696,45.8858,-7.8100,-5.6750,2,0
246,1,1,2.339002,37.892046,0.902977,1.000000,9.259216,0.511930,0.529217,43.2696,45.8858,-7.8100,-5.6750,2,0
247,0,2,2.691084,37.815456,0.902222,1.000000,9.244812,0.509950,0.300142,43.2696,45.8858,-7.8100,-5.6750,2,0
248,1,6,2.550740,38.154804,0.903295,1.000000,9.216003,0.507970,0.801012,43.2696,45.8858,-7.8100,-5.6750,2,0
249,1,0,2.670194,38.244086,0.902086,1.000000,9.230408,0.505990,0.571757,43.2696,45.8858,-7.8100,-5.6750,2,0
250,1,0,2.359024,38.192311,0.902469,1.000000,9.230408,0.504010,0.600411,43.2696,45.8858,-7.8100,-5.6750,2,0
251,0,4,2.544925,38.059638,0.903211,1.000000,9.302429,0.502030,0.584544,43.2696,45.8858,-7.8100,-5.6750,2,0
252,0,3,2.343468,38.093520,0.902380,1.000000,9.288025,0.500050,0.404724,43.2696,45.8858,-7.8100,-5.6750,2,0
253,0,5,2.568758,38.204087,0.902825,1.000000,9.259216,0.498070,0.602552,43.2696,45.8858,-7.8100,-5.6750,2,0
254,0,5,2.625011,37.989873,0.902465,1.000000,9.244812,0.496090,0.512057,43.2696,45.8858,-7.8100,-5.6750,2,0
255,0,5,2.336382,38.102905,0.902505,1.000000,9.302429,0.494110,0.454341,43.2696,45.8858,-7.8100,-5.6750,2,0
256,2,6,2.547136,38.068172,0.902446,1.000000,9.259216,0.492130,0.797525,43.2696,45.8858,-7.8100,-5.6750,2,0
257,3,2,2.324584,37.945060,0.902867,1.000000,9.230408,0.490150,0.405222,43.2696,45.8858,-7.8100,-5.6750,2,0
258,1,0,2.142916,38.154538,0.903031,1.000000,9.244812,0.488170,0.658024,43.2696,45.8858,-7.8100,-5.6750,2,0
259,2,6,2.333270,38.236150,0.903259,1.000000,9.244812,0.486190,0.758045,43.2696,45.8858,-7.8100,-5.6750,2,0
260,1,7,2.529887,38.154824,0.902758,1.000000,9.230408,0.484210,0.505609,43.2696,45.8858,-7.8100,-5.6750,2,0
261,0,3,2.357508,37.995751,0.902887,1.000000,9.259216,0.482230,0.437950,43.2696,45.8858,-7.8100,-5.6750,2,0
262,0,4,2.399064,38.238745,0.902490,1.000000,9.187195,0.480250,0.537513,43.2696,45.8858,-7.8100,-5.6750,2,0
263,1,6,2.654668,38.221347,0.902825,1.000000,9.288025,0.478270,0.610806,43.2696,45.8858,-7.8100,-5.6750,2,0
264,0,5,2.321084,38.313023,0.903006,1.000000,9.216003,0.476290,0.594611,43.2696,45.8858,-7.8100,-5.6750,2,0
265,2,6,2.355719,38.199234,0.903176,1.000000,9.273621,0.474310,0.498743,43.2696,45.8858,-7.8100,-5.6750,2,0
266,1,7,2.432193,38.305759,0.902435,1.000000,9.259216,0.472330,0.457841,43.2696,45.8858,-7.8100,-5.6750,2,0
267,1,6,2.675451,38.149874,0.902757,1.000000,9.288025,0.470350,0.396094,43.2696,45.8858,-7.8100,-5.6750,2,0
268,0,3,2.454132,38.256586,0.902084,1.000000,9.288025,0.468370,0.437707,43.2696,45.8858,-7.8100,-5.6750,2,0
269,0,3,2.265361,38.157679,0.902830,1.000000,9.216003,0.466390,0.318751,43.2696,45.8858,-7.8100,-5.6750,2,0
270,1,1,2.570887,37.938919,0.902567,1.000000,9.288025,0.464410,0.363066,43.2696,45.8858,-7.8100,-5.6750,2,0
271,1,6,2.622026,37.896199,0.902109,1.000000,9.288025,0.462430,0.345638,43.2696,45.8858,-7.8100,-5.6750,2,0
272,1,0,2.415928,37.624786,0.903413,1.000000,9.244812,0.460450,0.723697,43.2696,45.8858,-7.8100,-5.6750,2,0
273,0,5,2.624396,37.604391,0.902325,1.000000,9.244812,0.458470,0.495465,43.2696,45.8858,-7.8100,-5.6750,2,0
274,0,3,2.741413,37.755289,0.902552,1.000000,9.230408,0.456490,0.289105,43.2696,45.8858,-7.8100,-5.6750,2,0
275,1,0,2.255963,37.720140,0.902506,1.000000,9.259216,0.454510,0.608682,43.2696,45.8858,-7.8100,-5.6750,2,0
276,1,7,2.428752,37.653866,0.903073,1.000000,9.216003,0.452530,0.517068,43.2696,45.8858,-7.8100,-5.6750,2,0
277,0,5,2.472573,37.645371,0.903803,1.000000,9.288025,0.450550,0.511026,43.2696,45.8858,-7.8100,-5.6750,2,0
278,0,5,2.348085,37.936925,0.903334,1.000000,9.288025,0.448570,0.663775,43.2696,45.8858,-7.8100,-5.6750,2,0
279,0,2,2.223629,38.040746,0.902484,1.000000,9.244812,0.446590,0.398280,43.2696,45.8858,-7.8100,-5.6750,2,0
280,0,5,2.872840,37.880403,0.902563,1.000000,9.259216,0.444610,0.711844,43.2696,45.8858,-7.8100,-5.6750,2,0
281,0,4,2.581186,38.105871,0.902491,1.000000,9.216003,0.442630,0.502592,43.2696,45.8858,-7.8100,-5.6750,2,0
282,1,6,2.521708,38.172402,0.902755,1.000000,9.230408,0.440650,0.383499,43.2696,45.8858,-7.8100,-5.6750,2,0
283,1,0,2.590763,38.349905,0.902938,1.000000,9.216003,0.438670,0.690056,43.2696,45.8858,-7.8100,-5.6750,2,0
284,0,5,2.700618,38.282717,0.903162,1.000000,9.259216,0.436690,0.730996,43.2696,45.8858,-7.8100,-5.6750,2,0
285,0,3,2.337428,38.402208,0.902417,1.000000,9.259216,0.434710,0.299878,43.2696,45.8858,-7.8100,-5.6750,2,0
286,1,0,2.274198,38.523693,0.902963,1.000000,9.288025,0.432730,0.677557,43.2696,45.8858,-7.8100,-5.6750,2,0
287,1,1,2.153549,38.472302,0.902910,1.000000,9.288025,0.430750,0.482459,43.2696,45.8858,-7.8100,-5.6750,2,0
288,0,3,2.371559,38.907976,0.902058,1.000000,9.216003,0.428770,0.254368,43.2696,45.8858,-7.8100,-5.6750,2,0
289,0,2,2.232331,38.970984,0.902181,1.000000,9.302429,0.426790,0.430865,43.2696,45.8858,-7.8100,-5.6750,2,0
290,1,7,2.405381,39.135087,0.902790,1.000000,9.288025,0.424810,0.504626,43.2696,45.8858,-7.8100,-5.6750,2,0
291,3,2,2.663133,39.244913,0.903182,1.000000,9.230408,0.422830,0.581419,43.2696,45.8858,-7.8100,-5.6750,2,0
292,0,4,2.988839,39.139190,0.902890,1.000000,9.302429,0.420850,0.834051,43.2696,45.8858,-7.8100,-5.6750,2,0
293,1,6,2.665933,38.941496,0.902520,1.000000,9.244812,0.418870,0.521239,43.2696,45.8858,-7.8100,-5.6750,2,0
294,1,0,2.280058,38.748442,0.902554,1.000000,9.302429,0.416890,0.611199,43.2696,45.8858,-7.8100,-5.6750,2,0
295,0,2,2.772470,38.727705,0.903257,1.000000,9.244812,0.414910,0.664225,43.2696,45.8858,-7.8100,-5.6750,2,0
296,0,5,2.633598,38.721479,0.902190,1.000000,9.216003,0.412930,0.729252,43.2696,45.8858,-7.8100,-5.6750,2,0
297,1,1,2.172250,38.631168,0.903103,1.000000,9.187195,0.410950,0.445391,43.2696,45.8858,-7.8100,-5.6750,2,0
298,0,5,2.240525,38.444510,0.902785,1.000000,9.288025,0.408970,0.842325,43.2696,45.8858,-7.8100,-5.6750,2,0
299,1,0,2.135255,38.672645,0.903878,1.000000,9.259216,0.406990,0.536587,43.2696,45.8858,-7.8100,-5.6750,2,0
300,1,7,2.343346,38.456837,0.902973,1.000000,9.216003,0.405010,0.403912,43.2696,45.8858,-7.8100,-5.6750,2,0
301,0,5,2.371851,38.497424,0.902888,1.000000,9.288025,0.403030,0.831549,43.2696,45.8858,-7.8100,-5.6750,2,0
302,3,2,2.768095,38.794942,0.903247,1.000000,9.244812,0.401050,0.622472,43.2696,45.8858,-7.8100,-5.6750,2,0
303,1,7,2.713935,39.039918,0.902643,1.000000,9.230408,0.399070,0.551895,43.2696,45.8858,-7.8100,-5.6750,2,0
304,0,4,2.398084,38.931998,0.902509,1.000000,9.244812,0.397090,0.877719,43.2696,45.8858,-7.8100,-5.6750,2,0
305,0,3,2.679700,38.925362,0.902809,1.000000,9.302429,0.395110,0.487631,43.2696,45.8858,-7.8100,-5.6750,2,0
306,0,4,2.526615,38.889491,0.902494,1.000000,9.244812,0.393130,0.722088,43.2696,45.8858,-7.8100,-5.6750,2,0
307,0,3,2.160470,38.635804,0.903363,1.000000,9.302429,0.391150,0.464302,43.2696,45.8858,-7.8100,-5.6750,2,0
308,3,4,2.407705,38.664787,0.902855,1.000000,9.259216,0.389170,0.714569,43.2696,45.8858,-7.8100,-5.6750,2,0
309,0,4,2.674020,38.701172,0.902478,1.000000,9.244812,0.387190,0.689068,43.2696,45.8858,-7.8100,-5.6750,2,0
310,0,3,2.218044,38.617693,0.902386,1.000000,9.216003,0.385210,0.481162,43.2696,45.8858,-7.8100,-5.6750,2,0
311,2,5,2.774773,38.672961,0.901993,1.000000,9.288025,0.383230,0.665305,43.2696,45.8858,-7.8100,-5.6750,2,0
312,1,6,2.458126,38.694614,0.902957,1.000000,9.273621,0.381250,0.684150,43.2696,45.8858,-7.8100,-5.6750,2,0
313,0,4,2.563468,38.564886,0.903781,1.000000,9.288025,0.379270,0.596460,43.2696,45.8858,-7.8100,-5.6750,2,0
314,1,6,2.496975,38.689764,0.902055,1.000000,9.259216,0.377290,0.665865,43.2696,45.8858,-7.8100,-5.6750,2,0
315,0,4,2.642256,38.855519,0.903159,1.000000,9.259216,0.375310,0.387766,43.2696,45.8858,-7.8100,-5.6750,2,0
316,0,2,2.098125,38.665557,0.902090,1.000000,9.288025,0.373330,0.662472,43.2696,45.8858,-7.8100,-5.6750,2,0
317,1,6,2.481680,38.606253,0.903124,1.000000,9.230408,0.371350,0.674039,43.2696,45.8858,-7.8100,-5.6750,2,0
318,0,4,2.305354,38.604439,0.902806,1.000000,9.244812,0.369370,0.545845,43.2696,45.8858,-7.8100,-5.6750,2,0
319,0,3,2.360034,38.585574,0.902405,1.000000,9.216003,0.367390,0.474639,43.2696,45.8858,-7.8100,-5.6750,2,0
320,0,5,2.809092,38.202866,0.902449,1.000000,9.302429,0.365410,0.606633,43.2696,45.8858,-7.8100,-5.6750,2,0
321,0,4,2.918511,38.223242,0.902903,1.000000,9.244812,0.363430,0.536820,43.2696,45.8858,-7.8100,-5.6750,2,0
322,2,5,2.584082,38.161734,0.902777,1.000000,9.230408,0.361450,0.602374,43.2696,45.8858,-7.8100,-5.6750,2,0
323,0,4,2.391725,38.148606,0.902796,1.000000,9.216003,0.359470,0.552713,43.2696,45.8858,-7.8100,-5.6750,2,0
324,0,2,2.300542,38.562459,0.902083,1.000000,9.288025,0.357490,0.738974,43.2696,45.8858,-7.8100,-5.6750,2,0
325,0,5,2.554680,38.586206,0.902803,1.000000,9.259216,0.355510,0.524559,43.2696,45.8858,-7.8100,-5.6750,2,0
326,0,2,2.846748,38.470020,0.902934,1.000000,9.288025,0.353530,0.770728,43.2696,45.8858,-7.8100,-5.6750,2,0
327,1,6,1.977383,38.376599,0.902841,1.000000,9.273621,0.351550,0.804393,43.2696,45.8858,-7.8100,-5.6750,2,0
328,1,7,2.552292,38.431432,0.902056,1.000000,9.244812,0.349570,0.736887,43.2696,45.8858,-7.8100,-5.6750,2,0
329,1,6,2.670400,38.781471,0.902806,1.000000,9.302429,0.347590,0.812269,43.2696,45.8858,-7.8100,-5.6750,2,0
330,3,2,2.107637,38.900022,0.902803,1.000000,9.230408,0.345610,0.724323,43.2696,45.8858,-7.8100,-5.6750,2,0
331,2,5,2.653238,39.084754,0.902384,1.000000,9.244812,0.343630,0.500160,43.2696,45.8858,-7.8100,-5.6750,2,0
332,2,5,2.295295,38.905041,0.902808,1.000000,9.259216,0.341650,0.522613,43.2696,45.8858,-7.8100,-5.6750,2,0
333,3,2,2.705030,39.066933,0.902878,1.000000,9.230408,0.339670,0.752387,43.2696,45.8858,-7.8100,-5.6750,2,0
334,1,6,2.477833,38.954647,0.902164,1.000000,9.288025,0.337690,0.621927,43.2696,45.8858,-7.8100,-5.6750,2,0
335,1,7,2.491294,38.588362,0.902870,1.000000,9.288025,0.335710,0.833757,43.2696,45.8858,-7.8100,-5.6750,2,0
336,0,4,2.662778,38.939575,0.902460,1.000000,9.288025,0.333730,0.521588,43.2696,45.8858,-7.8100,-5.6750,2,0
337,0,5,2.842976,39.244685,0.902388,1.000000,9.259216,0.331750,0.588335,43.2696,45.8858,-7.8100,-5.6750,2,0
338,0,4,2.303988,39.223628,0.902253,1.000000,9.288025,0.329770,0.443370,43.2696,45.8858,-7.8100,-5.6750,2,0
339,1,7,2.450279,39.509681,0.903126,1.000000,9.288025,0.327790,0.829148,43.2696,45.8858,-7.8100,-5.6750,2,0
340,3,1,2.634411,39.585178,0.902873,1.000000,9.259216,0.325810,0.609513,43.2696,45.8858,-7.8100,-5.6750,2,0
341,0,3,2.556185,39.591964,0.902792,1.000000,9.244812,0.323830,0.554011,43.2696,45.8858,-7.8100,-5.6750,2,0
342,0,4,2.418155,39.358615,0.902093,1.000000,9.230408,0.321850,0.445717,43.2696,45.8858,-7.8100,-5.6750,2,0
343,0,3,2.474941,39.281051,0.902396,1.000000,9.187195,0.319870,0.583827,43.2696,45.8858,-7.8100,-5.6750,2,0
344,0,5,2.434511,39.312023,0.903294,1.000000,9.230408,0.317890,0.543407,43.2696,45.8858,-7.8100,-5.6750,2,0
345,1,1,2.655943,39.172361,0.902042,1.000000,9.259216,0.315910,0.672520,43.2696,45.8858,-7.8100,-5.6750,2,0
346,2,5,2.298441,39.156235,0.902874,1.000000,9.259216,0.313930,0.549913,43.2696,45.8858,-7.8100,-5.6750,2,0
347,0,3,2.774395,39.316505,0.902490,1.000000,9.288025,0.311950,0.677932,43.2696,45.8858,-7.8100,-5.6750,2,0
348,0,4,2.648214,39.497402,0.902823,1.000000,9.288025,0.309970,0.453480,43.2696,45.8858,-7.8100,-5.6750,2,0
349,0,5,2.135067,39.561599,0.902830,1.000000,9.244812,0.307990,0.444169,43.2696,45.8858,-7.8100,-5.6750,2,0
350,1,6,2.434389,39.730551,0.902420,1.000000,9.273621,0.306010,0.680294,43.2696,45.8858,-7.8100,-5.6750,2,0
351,0,4,2.416991,39.782172,0.902860,1.000000,9.288025,0.304030,0.434796,43.2696,45.8858,-7.8100,-5.6750,2,0
352,0,2,2.831642,40.090303,0.903193,1.000000,9.288025,0.302050,1.021763,43.2696,45.8858,-7.8100,-5.6750,2,0
353,0,3,2.790171,40.310646,0.902302,1.000000,9.302429,0.300070,0.901380,43.2696,45.8858,-7.8100,-5.6750,2,0
354,0,4,2.612155,40.245131,0.902418,1.000000,9.288025,0.298090,0.659290,43.2696,45.8858,-7.8100,-5.6750,2,0
355,1,7,2.685908,40.336153,0.902852,1.000000,9.230408,0.296110,1.022139,43.2696,45.8858,-7.8100,-5.6750,2,0
356,0,4,2.388464,40.180460,0.902401,1.000000,9.288025,0.294130,0.595156,43.2696,45.8858,-7.8100,-5.6750,2,0
357,0,4,2.740170,40.392479,0.903006,1.000000,9.302429,0.292150,0.678519,43.2696,45.8858,-7.8100,-5.6750,2,0
358,1,7,2.618321,40.603269,0.902579,1.000000,9.259216,0.290170,0.970749,43.2696,45.8858,-7.8100,-5.6750,2,0
359,1,6,2.546412,40.582589,0.902793,1.000000,9.244812,0.288190,0.876835,43.2696,45.8858,-7.8100,-5.6750,2,0
360,0,4,2.549247,40.521911,0.902516,1.000000,9.216003,0.286210,0.660621,43.2696,45.8858,-7.8100,-5.6750,2,0
361,0,2,2.469679,40.420797,0.902142,1.000000,9.302429,0.284230,1.038592,43.2696,45.8858,-7.8100,-5.6750,2,0
362,1,6,2.786038,40.417309,0.902497,1.000000,9.244812,0.282250,0.888344,43.2696,45.8858,-7.8100,-5.6750,2,0
363,0,2,2.430990,40.405137,0.902813,1.000000,9.259216,0.280270,0.951661,43.2696,45.8858,-7.8100,-5.6750,2,0
364,0,2,2.414284,40.695009,0.902775,1.000000,9.288025,0.278290,0.840553,43.2696,45.8858,-7.8100,-5.6750,2,0
365,0,4,2.713166,40.566110,0.903193,1.000000,9.216003,0.276310,0.735669,43.2696,45.8858,-7.8100,-5.6750,2,0
366,0,3,2.793319,40.444529,0.902914,1.000000,9.230408,0.274330,1.003390,43.2696,45.8858,-7.8100,-5.6750,2,0
367,1,7,2.365255,40.771385,0.902544,1.000000,9.259216,0.272350,0.987825,43.2696,45.8858,-7.8100,-5.6750,2,0
368,0,3,2.442434,40.835058,0.902213,1.000000,9.244812,0.270370,0.888945,43.2696,45.8858,-7.8100,-5.6750,2,0
369,3,3,2.312884,40.473605,0.902420,1.000000,9.288025,0.268390,0.867640,43.2696,45.8858,-7.8100,-5.6750,2,0
370,0,4,2.409574,40.524414,0.902399,1.000000,9.216003,0.266410,0.529523,43.2696,45.8858,-7.8100,-5.6750,2,0
371,1,6,2.700925,40.241679,0.902610,1.000000,9.259216,0.264430,0.838074,43.2696,45.8858,-7.8100,-5.6750,2,0
372,0,3,2.254189,40.253371,0.902872,1.000000,9.244812,0.262450,0.775889,43.2696,45.8858,-7.8100,-5.6750,2,0
373,0,4,2.121571,40.541206,0.902800,1.000000,9.244812,0.260470,0.567728,43.2696,45.8858,-7.8100,-5.6750,2,0
374,0,4,2.700536,40.588137,0.903413,1.000000,9.288025,0.258490,0.601768,43.2696,45.8858,-7.8100,-5.6750,2,0
375,1,1,2.329895,40.422387,0.902527,1.000000,9.259216,0.256510,0.767037,43.2696,45.8858,-7.8100,-5.6750,2,0
376,0,2,2.659035,40.521425,0.902601,1.000000,9.244812,0.254530,0.833240,43.2696,45.8858,-7.8100,-5.6750,2,0
377,0,4,2.290717,40.616977,0.903216,1.000000,9.302429,0.252550,0.499966,43.2696,45.8858,-7.8100,-5.6750,2,0
378,0,4,2.560505,40.493411,0.903045,1.000000,9.259216,0.250570,0.503623,43.2696,45.8858,-7.8100,-5.6750,2,0
379,2,6,2.467324,40.607106,0.902440,1.000000,9.216003,0.248590,0.567036,43.2696,45.8858,-7.8100,-5.6750,2,0
380,0,4,2.513366,40.740214,0.903374,1.000000,9.216003,0.246610,0.451478,43.2696,45.8858,-7.8100,-5.6750,2,0
381,2,6,2.544231,40.633137,0.902542,1.000000,9.288025,0.244630,0.470832,43.2696,45.8858,-7.8100,-5.6750,2,0
382,0,4,2.589350,40.460728,0.902811,1.000000,9.216003,0.242650,0.417033,43.2696,45.8858,-7.8100,-5.6750,2,0
383,0,5,2.639419,40.346435,0.902403,1.000000,9.259216,0.240670,0.607306,43.2696,45.8858,-7.8100,-5.6750,2,0
384,1,0,2.555478,40.360837,0.902802,1.000000,9.244812,0.238690,0.868507,43.2696,45.8858,-7.8100,-5.6750,2,0
385,0,4,2.339098,40.123687,0.902461,1.000000,9.259216,0.236710,0.476301,43.2696,45.8858,-7.8100,-5.6750,2,0
386,0,3,2.437026,39.884761,0.902353,1.000000,9.244812,0.234730,0.722454,43.2696,45.8858,-7.8100,-5.6750,2,0
387,1,7,2.357597,39.807726,0.902063,1.000000,9.259216,0.232750,0.789181,43.2696,45.8858,-7.8100,-5.6750,2,0
388,0,5,2.356311,39.683237,0.903223,1.000000,9.288025,0.230770,0.486358,43.2696,45.8858,-7.8100,-5.6750,2,0
389,0,4,2.538394,39.456606,0.903223,1.000000,9.259216,0.228790,0.514563,43.2696,45.8858,-7.8100,-5.6750,2,0
390,1,0,1.958259,39.539087,0.902451,1.000000,9.244812,0.226810,0.868760,43.2696,45.8858,-7.8100,-5.6750,2,0
391,0,5,2.508971,39.722171,0.902804,1.000000,9.288025,0.224830,0.371627,43.2696,45.8858,-7.8100,-5.6750,2,0
392,0,5,2.598044,39.399629,0.902643,1.000000,9.259216,0.222850,0.372076,43.2696,45.8858,-7.8100,-5.6750,2,0
393,0,5,2.825251,39.394624,0.902901,1.000000,9.288025,0.220870,0.360312,43.2696,45.8858,-7.8100,-5.6750,2,0
394,1,6,2.581227,39.256681,0.902772,1.000000,9.216003,0.218890,0.770076,43.2696,45.8858,-7.8100,-5.6750,2,0
395,1,6,2.590397,39.208542,0.902089,1.000000,9.302429,0.216910,0.731635,43.2696,45.8858,-7.8100,-5.6750,2,0
396,3,4,2.086949,39.135941,0.902821,1.000000,9.259216,0.214930,0.856278,43.2696,45.8858,-7.8100,-5.6750,2,0
397,1,7,2.286531,39.148577,0.902479,1.000000,9.230408,0.212950,0.782213,43.2696,45.8858,-7.8100,-5.6750,2,0
398,1,7,2.336863,39.292512,0.902491,1.000000,9.230408,0.210970,0.773280,43.2696,45.8858,-7.8100,-5.6750,2,0
399,2,5,2.336884,39.495103,0.903110,1.000000,9.259216,0.208990,0.490273,43.2696,45.8858,-7.8100,-5.6750,2,0
400,1,6,2.716777,39.315316,0.902434,1.000000,9.302429,0.207010,0.603877,43.2696,45.8858,-7.8100,-5.6750,2,0
401,1,1,2.740129,39.379637,0.902827,1.000000,9.216003,0.205030,0.793071,43.2696,45.8858,-7.8100,-5.6750,2,0
402,0,4,2.614024,39.332980,0.902758,1.000000,9.288025,0.203050,0.889674,43.2696,45.8858,-7.8100,-5.6750,2,0
403,1,0,2.351790,39.302307,0.903035,1.000000,9.302429,0.201070,0.830622,43.2696,45.8858,-7.8100,-5.6750,2,0
404,1,6,2.711159,39.144777,0.902889,1.000000,9.244812,0.199090,0.603295,43.2696,45.8858,-7.8100,-5.6750,2,0
405,0,5,2.457352,38.860626,0.903288,1.000000,9.216003,0.197110,0.516961,43.2696,45.8858,-7.8100,-5.6750,2,0
406,1,6,2.479238,38.975095,0.902162,1.000000,9.259216,0.195130,0.546482,43.2696,45.8858,-7.8100,-5.6750,2,0
407,1,7,2.364890,39.125677,0.902984,1.000000,9.259216,0.193150,0.804973,43.2696,45.8858,-7.8100,-5.6750,2,0
408,0,3,2.479563,39.126802,0.903232,1.000000,9.259216,0.191170,0.626331,43.2696,45.8858,-7.8100,-5.6750,2,0
