step,action,action_bin,action_vec_norm,free_energy,confidence,obs_norm,frame_mean,beta,info_gain,agent_cx,agent_cy,agent_vx,agent_vy,n_bodies,is_post_disappear
409,0,5,2.209414,39.365675,0.902500,1.000000,9.230408,0.189190,0.647840,43.2696,45.8858,-7.8100,-5.6750,2,0
410,2,6,2.092912,39.452617,0.902369,1.000000,9.273621,0.187210,0.438625,43.2696,45.8858,-7.8100,-5.6750,2,0
411,2,6,2.156679,39.231647,0.902558,1.000000,9.230408,0.185230,0.441861,43.2696,45.8858,-7.8100,-5.6750,2,0
412,0,4,2.574418,39.121698,0.902430,1.000000,9.302429,0.183250,0.753168,43.2696,45.8858,-7.8100,-5.6750,2,0
413,0,5,2.391702,39.280829,0.902783,1.000000,9.244812,0.181270,0.648331,43.2696,45.8858,-7.8100,-5.6750,2,0
414,1,0,2.275752,39.252036,0.902593,1.000000,9.259216,0.179290,0.718031,43.2696,45.8858,-7.8100,-5.6750,2,0
415,2,5,2.786257,39.399525,0.902801,1.000000,9.230408,0.177310,0.618279,43.2696,45.8858,-7.8100,-5.6750,2,0
416,3,1,2.257909,39.290743,0.902059,1.000000,9.216003,0.175330,0.820637,43.2696,45.8858,-7.8100,-5.6750,2,0
417,0,2,2.409131,39.486755,0.902803,1.000000,9.244812,0.173350,0.770138,43.2696,45.8858,-7.8100,-5.6750,2,0
418,1,0,2.384620,39.462882,0.902537,1.000000,9.273621,0.171370,0.668983,43.2696,45.8858,-7.8100,-5.6750,2,0
419,3,1,2.155151,39.416498,0.902545,1.000000,9.230408,0.169390,0.733333,43.2696,45.8858,-7.8100,-5.6750,2,0
420,0,3,2.473278,39.294528,0.902449,1.000000,9.302429,0.167410,0.580473,43.2696,45.8858,-7.8100,-5.6750,2,0
421,0,4,2.734010,39.317296,0.903232,1.000000,9.244812,0.165430,0.645725,43.2696,45.8858,-7.8100,-5.6750,2,0
422,2,5,1.828246,39.269429,0.902848,1.000000,9.288025,0.163450,0.693399,43.2696,45.8858,-7.8100,-5.6750,2,0
423,1,0,2.333803,39.331608,0.902441,1.000000,9.302429,0.161470,0.639155,43.2696,45.8858,-7.8100,-5.6750,2,0
424,0,3,2.642183,39.640089,0.903220,1.000000,9.244812,0.159490,0.595656,43.2696,45.8858,-7.8100,-5.6750,2,0
425,0,4,2.597728,39.592161,0.902981,1.000000,9.273621,0.157510,0.633905,43.2696,45.8858,-7.8100,-5.6750,2,0
426,0,4,2.564053,39.657477,0.902008,1.000000,9.259216,0.155530,0.620667,43.2696,45.8858,-7.8100,-5.6750,2,0
427,1,0,2.195674,39.331828,0.902837,1.000000,9.244812,0.153550,0.670506,43.2696,45.8858,-7.8100,-5.6750,2,0
428,0,4,2.989700,39.349021,0.902789,1.000000,9.244812,0.151570,0.618440,43.2696,45.8858,-7.8100,-5.6750,2,0
429,0,4,2.395898,39.166615,0.903279,1.000000,9.259216,0.149590,0.461784,43.2696,45.8858,-7.8100,-5.6750,2,0
430,1,1,2.666682,38.968965,0.902563,1.000000,9.273621,0.147610,0.714794,43.2696,45.8858,-7.8100,-5.6750,2,0
431,2,5,2.801682,38.976386,0.902493,1.000000,9.288025,0.145630,0.708950,43.2696,45.8858,-7.8100,-5.6750,2,0
432,0,4,2.228843,39.080437,0.902825,1.000000,9.230408,0.143650,0.522614,43.2696,45.8858,-7.8100,-5.6750,2,0
433,3,1,2.230415,39.048146,0.902760,1.000000,9.288025,0.141670,0.690081,43.2696,45.8858,-7.8100,-5.6750,2,0
434,0,5,2.615688,38.817052,0.902864,1.000000,9.259216,0.139690,0.651414,43.2696,45.8858,-7.8100,-5.6750,2,0
435,0,4,2.049662,39.040951,0.902818,1.000000,9.230408,0.137710,0.760958,43.2696,45.8858,-7.8100,-5.6750,2,0
436,0,2,2.668400,39.227846,0.902838,1.000000,9.230408,0.135730,0.566754,43.2696,45.8858,-7.8100,-5.6750,2,0
437,0,4,2.229496,39.057768,0.902090,1.000000,9.230408,0.133750,0.789062,43.2696,45.8858,-7.8100,-5.6750,2,0
438,1,0,2.656309,39.011983,0.902807,1.000000,9.244812,0.131770,0.520306,43.2696,45.8858,-7.8100,-5.6750,2,0
439,3,1,2.568877,39.160714,0.902022,1.000000,9.244812,0.129790,0.606619,43.2696,45.8858,-7.8100,-5.6750,2,0
440,1,6,2.166078,39.229717,0.902463,1.000000,9.230408,0.127810,0.675868,43.2696,45.8858,-7.8100,-5.6750,2,0
441,2,6,2.984180,38.979527,0.902040,1.000000,9.302429,0.125830,0.682193,43.2696,45.8858,-7.8100,-5.6750,2,0
442,0,2,2.061461,39.166528,0.902483,1.000000,9.288025,0.123850,0.747450,43.2696,45.8858,-7.8100,-5.6750,2,0
443,0,5,2.396443,39.308674,0.902833,1.000000,9.259216,0.121870,0.634284,43.2696,45.8858,-7.8100,-5.6750,2,0
444,1,7,2.301069,39.239248,0.902105,1.000000,9.244812,0.119890,0.661305,43.2696,45.8858,-7.8100,-5.6750,2,0
445,3,2,2.506557,39.097646,0.902562,1.000000,9.273621,0.117910,0.750075,43.2696,45.8858,-7.8100,-5.6750,2,0
446,1,6,2.188073,39.184916,0.902577,1.000000,9.244812,0.115930,0.728646,43.2696,45.8858,-7.8100,-5.6750,2,0
447,0,4,2.370014,39.052005,0.902872,1.000000,9.259216,0.113950,0.634163,43.2696,45.8858,-7.8100,-5.6750,2,0
448,0,4,2.237655,39.040311,0.902316,1.000000,9.273621,0.111970,0.393841,43.2696,45.8858,-7.8100,-5.6750,2,0
449,0,4,2.482110,38.924512,0.902845,1.000000,9.244812,0.109990,0.386452,43.2696,45.8858,-7.8100,-5.6750,2,0
450,0,3,2.333843,38.854952,0.902102,1.000000,9.288025,0.108010,0.465689,43.2696,45.8858,-7.8100,-5.6750,2,0
451,1,0,2.138766,38.800336,0.902717,1.000000,9.259216,0.106030,0.460886,43.2696,45.8858,-7.8100,-5.6750,2,0
452,1,7,2.568570,39.052050,0.902526,1.000000,9.244812,0.104050,0.615400,43.2696,45.8858,-7.8100,-5.6750,2,0
453,0,3,2.447660,38.889233,0.902866,1.000000,9.244812,0.102070,0.460262,43.2696,45.8858,-7.8100,-5.6750,2,0
454,0,2,2.475714,38.937803,0.902439,1.000000,9.244812,0.100090,0.721861,43.2696,45.8858,-7.8100,-5.6750,2,0
455,2,5,2.445245,38.689473,0.902035,1.000000,9.216003,0.098110,0.608716,43.2696,45.8858,-7.8100,-5.6750,2,0
456,0,5,2.815363,38.769813,0.902778,1.000000,9.302429,0.096130,0.640408,43.2696,45.8858,-7.8100,-5.6750,2,0
457,1,7,2.578781,38.856712,0.902811,1.000000,9.288025,0.094150,0.621142,43.2696,45.8858,-7.8100,-5.6750,2,0
458,0,4,1.871953,39.067897,0.902366,1.000000,9.259216,0.092170,0.602077,43.2696,45.8858,-7.8100,-5.6750,2,0
459,0,2,2.090091,39.277377,0.902474,1.000000,9.230408,0.090190,0.622523,43.2696,45.8858,-7.8100,-5.6750,2,0
460,0,3,2.399570,39.192396,0.902839,1.000000,9.187195,0.088210,0.464360,43.2696,45.8858,-7.8100,-5.6750,2,0
461,0,4,2.662886,39.521381,0.902419,1.000000,9.259216,0.086230,0.725117,43.2696,45.8858,-7.8100,-5.6750,2,0
462,0,4,2.696657,39.552885,0.902953,1.000000,9.259216,0.084250,0.786753,43.2696,45.8858,-7.8100,-5.6750,2,0
463,3,2,2.520036,39.911180,0.902886,1.000000,9.244812,0.082270,0.830110,43.2696,45.8858,-7.8100,-5.6750,2,0
464,0,3,2.591753,39.902596,0.902906,1.000000,9.259216,0.080290,0.539379,43.2696,45.8858,-7.8100,-5.6750,2,0
465,1,0,2.490851,40.238825,0.902834,1.000000,9.230408,0.078310,0.736127,43.2696,45.8858,-7.8100,-5.6750,2,0
466,1,7,2.686058,40.527930,0.902458,1.000000,9.259216,0.076330,0.725442,43.2696,45.8858,-7.8100,-5.6750,2,0
467,0,4,2.633490,40.417568,0.902813,1.000000,9.230408,0.074350,1.025506,43.2696,45.8858,-7.8100,-5.6750,2,0
468,0,3,2.861267,40.464800,0.902820,1.000000,9.288025,0.072370,0.693873,43.2696,45.8858,-7.8100,-5.6750,2,0
469,0,5,2.362192,40.799747,0.903224,1.000000,9.259216,0.070390,0.782643,43.2696,45.8858,-7.8100,-5.6750,2,0
470,0,4,2.439497,40.675801,0.902605,1.000000,9.230408,0.068410,0.963381,43.2696,45.8858,-7.8100,-5.6750,2,0
471,1,7,2.476543,40.342017,0.902864,1.000000,9.273621,0.066430,0.807123,43.2696,45.8858,-7.8100,-5.6750,2,0
472,2,6,2.248412,40.302360,0.902838,1.000000,9.288025,0.064450,0.648889,43.2696,45.8858,-7.8100,-5.6750,2,0
473,0,4,2.471271,40.242078,0.903423,1.000000,9.288025,0.062470,0.858518,43.2696,45.8858,-7.8100,-5.6750,2,0
474,0,5,2.803748,40.168335,0.902870,1.000000,9.259216,0.060490,1.113551,43.2696,45.8858,-7.8100,-5.6750,2,0
475,0,3,2.286945,39.775915,0.902843,1.000000,9.259216,0.058510,0.688993,43.2696,45.8858,-7.8100,-5.6750,2,0
476,1,0,2.778557,39.832179,0.902900,1.000000,9.259216,0.056530,0.896639,43.2696,45.8858,-7.8100,-5.6750,2,0
477,0,4,2.813935,39.656007,0.902803,1.000000,9.216003,0.054550,0.863816,43.2696,45.8858,-7.8100,-5.6750,2,0
478,0,5,2.828573,39.546474,0.902821,1.000000,9.244812,0.052570,1.122563,43.2696,45.8858,-7.8100,-5.6750,2,0
479,0,3,2.376648,39.985326,0.902339,1.000000,9.273621,0.050590,0.685192,43.2696,45.8858,-7.8100,-5.6750,2,0
480,0,5,2.159528,40.005085,0.902567,1.000000,9.288025,0.048610,1.141484,43.2696,45.8858,-7.8100,-5.6750,2,0
481,1,6,2.442292,40.350074,0.902301,1.000000,9.259216,0.046630,0.608716,43.2696,45.8858,-7.8100,-5.6750,2,0
482,0,4,2.254089,40.592725,0.902438,1.000000,9.187195,0.044650,0.563824,43.2696,45.8858,-7.8100,-5.6750,2,0
483,1,7,2.299050,40.494418,0.902813,1.000000,9.288025,0.042670,0.759412,43.2696,45.8858,-7.8100,-5.6750,2,0
484,0,4,2.737439,40.333510,0.902749,1.000000,9.288025,0.040690,0.489463,43.2696,45.8858,-7.8100,-5.6750,2,0
485,0,3,2.422156,40.487273,0.902416,1.000000,9.216003,0.038710,0.693148,43.2696,45.8858,-7.8100,-5.6750,2,0
486,0,5,2.860901,40.441359,0.902073,1.000000,9.244812,0.036730,0.601993,43.2696,45.8858,-7.8100,-5.6750,2,0
487,0,4,2.395658,40.310265,0.902510,1.000000,9.244812,0.034750,0.555244,43.2696,45.8858,-7.8100,-5.6750,2,0
488,1,1,2.475527,40.148068,0.902082,1.000000,9.273621,0.032770,0.518412,43.2696,45.8858,-7.8100,-5.6750,2,0
489,0,4,2.009474,40.339998,0.902484,1.000000,9.288025,0.030790,0.606180,43.2696,45.8858,-7.8100,-5.6750,2,0
490,3,5,2.374129,40.225121,0.902890,1.000000,9.288025,0.028810,0.603232,43.2696,45.8858,-7.8100,-5.6750,2,0
491,2,6,2.194044,40.208642,0.903212,1.000000,9.244812,0.026830,0.581511,43.2696,45.8858,-7.8100,-5.6750,2,0
492,0,3,2.937158,40.302196,0.903267,1.000000,9.259216,0.024850,0.669143,43.2696,45.8858,-7.8100,-5.6750,2,0
493,0,4,2.090677,39.851588,0.902930,1.000000,9.244812,0.022870,0.607623,43.2696,45.8858,-7.8100,-5.6750,2,0
494,0,4,2.665634,40.082807,0.902724,1.000000,9.244812,0.020890,0.624635,43.2696,45.8858,-7.8100,-5.6750,2,0
495,0,5,2.989382,39.809043,0.902451,1.000000,9.288025,0.018910,0.610372,43.2696,45.8858,-7.8100,-5.6750,2,0
496,1,0,2.192951,40.033876,0.902864,1.000000,9.302429,0.016930,0.927928,43.2696,45.8858,-7.8100,-5.6750,2,0
497,0,3,1.832050,39.710709,0.903434,1.000000,9.230408,0.014950,0.826425,43.2696,45.8858,-7.8100,-5.6750,2,0
498,1,0,2.485672,39.674168,0.902436,1.000000,9.302429,0.012970,0.898474,43.2696,45.8858,-7.8100,-5.6750,2,0
499,0,5,2.593380,39.834568,0.902498,1.000000,9.259216,0.010990,0.517636,43.2696,45.8858,-7.8100,-5.6750,2,0
500,2,5,2.526115,39.790321,0.902444,1.000000,5.099609,0.010000,0.531542,43.2696,45.8858,-7.8100,-5.6750,2,1
501,2,5,2.614735,39.675099,0.903106,1.000000,5.142822,0.010000,0.432678,43.2696,45.8858,-7.8100,-5.6750,2,1
502,2,5,2.389474,39.596612,0.902600,1.000000,5.085205,0.010000,0.448224,43.2696,45.8858,-7.8100,-5.6750,2,1
503,1,7,2.577384,39.818179,0.902849,1.000000,5.070801,0.010000,0.501267,43.2696,45.8858,-7.8100,-5.6750,2,1
504,0,2,2.311527,40.018339,0.902307,1.000000,5.114014,0.010000,0.646925,43.2696,45.8858,-7.8100,-5.6750,2,1
505,1,7,2.398992,40.260904,0.902643,1.000000,5.099609,0.010000,0.445373,43.2696,45.8858,-7.8100,-5.6750,2,1
506,1,7,2.343655,40.050636,0.884591,1.000000,5.114014,0.010000,0.423244,43.2696,45.8858,-7.8100,-5.6750,2,1
507,0,3,2.770035,40.341178,0.902509,1.000000,5.099609,0.010000,0.767536,43.2696,45.8858,-7.8100,-5.6750,2,1
508,1,6,2.344104,40.258006,0.902959,1.000000,5.157227,0.010000,0.564379,43.2696,45.8858,-7.8100,-5.6750,2,1
509,1,1,2.697789,40.411000,0.902998,1.000000,5.142822,0.010000,0.589473,43.2696,45.8858,-7.8100,-5.6750,2,1
510,0,2,2.674353,40.446034,0.902934,1.000000,5.099609,0.010000,0.770232,43.2696,45.8858,-7.8100,-5.6750,2,1
511,0,3,2.539123,40.077288,0.902518,1.000000,5.085205,0.010000,0.750629,43.2696,45.8858,-7.8100,-5.6750,2,1
512,0,4,2.767343,39.884445,0.902616,1.000000,5.085205,0.010000,0.633792,43.2696,45.8858,-7.8100,-5.6750,2,1
513,1,7,2.281930,39.956234,0.902459,1.000000,5.157227,0.010000,0.474896,43.2696,45.8858,-7.8100,-5.6750,2,1
514,0,3,2.354002,39.718559,0.902534,1.000000,5.142822,0.010000,0.723519,43.2696,45.8858,-7.8100,-5.6750,2,1
515,0,5,2.475944,39.857884,0.902974,1.000000,5.099609,0.010000,0.475272,43.2696,45.8858,-7.8100,-5.6750,2,1
516,0,5,2.754320,39.794580,0.902382,1.000000,5.142822,0.010000,0.406461,43.2696,45.8858,-7.8100,-5.6750,2,1
517,0,4,2.597271,39.695625,0.902272,1.000000,5.099609,0.010000,0.557712,43.2696,45.8858,-7.8100,-5.6750,2,1
518,2,5,2.414351,39.670589,0.902575,1.000000,5.099609,0.010000,0.392287,43.2696,45.8858,-7.8100,-5.6750,2,1
519,0,4,2.851664,40.269209,0.902859,1.000000,5.114014,0.010000,0.618174,43.2696,45.8858,-7.8100,-5.6750,2,1
520,2,6,2.980582,40.236112,0.902589,1.000000,5.041992,0.010000,0.810742,43.2696,45.8858,-7.8100,-5.6750,2,1
521,1,7,2.674617,39.973616,0.902640,1.000000,5.157227,0.010000,0.387804,43.2696,45.8858,-7.8100,-5.6750,2,1
522,0,3,2.202420,40.052068,0.902286,1.000000,5.142822,0.010000,0.765981,43.2696,45.8858,-7.8100,-5.6750,2,1
523,0,2,2.615034,40.087365,0.902896,1.000000,5.114014,0.010000,0.828010,43.2696,45.8858,-7.8100,-5.6750,2,1
524,3,2,2.460120,40.053682,0.902878,1.000000,5.085205,0.010000,0.760756,43.2696,45.8858,-7.8100,-5.6750,2,1
525,0,4,2.414228,40.323815,0.902794,1.000000,5.099609,0.010000,0.601059,43.2696,45.8858,-7.8100,-5.6750,2,1
526,2,5,2.301006,40.136243,0.902516,1.000000,5.142822,0.010000,0.545601,43.2696,45.8858,-7.8100,-5.6750,2,1
527,0,4,2.427370,39.999679,0.902577,1.000000,5.128418,0.010000,0.628365,43.2696,45.8858,-7.8100,-5.6750,2,1
528,2,5,2.091582,39.882165,0.902071,1.000000,5.099609,0.010000,0.650358,43.2696,45.8858,-7.8100,-5.6750,2,1
529,0,4,2.506000,39.850899,0.902329,1.000000,5.142822,0.010000,0.569298,43.2696,45.8858,-7.8100,-5.6750,2,1
530,3,1,2.504894,39.894608,0.902530,1.000000,5.114014,0.010000,0.439636,43.2696,45.8858,-7.8100,-5.6750,2,1
531,1,6,2.656103,39.759193,0.902773,1.000000,5.128418,0.010000,0.824894,43.2696,45.8858,-7.8100,-5.6750,2,1
532,3,2,2.681414,39.690344,0.902592,1.000000,5.114014,0.010000,0.405149,43.2696,45.8858,-7.8100,-5.6750,2,1
533,0,5,2.416589,39.584481,0.902635,1.000000,5.157227,0.010000,0.629430,43.2696,45.8858,-7.8100,-5.6750,2,1
534,0,4,2.221393,39.773980,0.902863,1.000000,5.142822,0.010000,0.638581,43.2696,45.8858,-7.8100,-5.6750,2,1
535,0,5,2.417950,39.786456,0.902195,1.000000,5.085205,0.010000,0.518947,43.2696,45.8858,-7.8100,-5.6750,2,1
536,0,3,2.628889,39.550432,0.902658,1.000000,5.099609,0.010000,0.710006,43.2696,45.8858,-7.8100,-5.6750,2,1
537,0,5,2.426439,39.449600,0.902512,1.000000,5.070801,0.010000,0.519759,43.2696,45.8858,-7.8100,-5.6750,2,1
538,1,6,2.643318,39.487266,0.902594,1.000000,5.114014,0.010000,0.595529,43.2696,45.8858,-7.8100,-5.6750,2,1
539,0,3,2.278981,39.340881,0.902441,1.000000,5.070801,0.010000,0.586402,43.2696,45.8858,-7.8100,-5.6750,2,1
540,0,4,2.658233,39.464794,0.902559,1.000000,5.157227,0.010000,0.528883,43.2696,45.8858,-7.8100,-5.6750,2,1
541,0,5,2.096477,39.338996,0.902963,1.000000,5.069641,0.010000,0.475743,43.2696,45.8858,-7.8100,-5.6750,2,1
542,1,0,2.665101,39.429431,0.902895,1.000000,5.085205,0.010000,0.411019,43.2696,45.8858,-7.8100,-5.6750,2,1
543,0,2,2.028982,39.550458,0.902641,1.000000,5.114014,0.010000,0.634631,43.2696,45.8858,-7.8100,-5.6750,2,1
544,3,1,2.670613,39.629415,0.902814,1.000000,5.099609,0.010000,0.375002,43.2696,45.8858,-7.8100,-5.6750,2,1
545,2,5,2.728707,39.553552,0.902520,1.000000,5.099609,0.010000,0.509126,43.2696,45.8858,-7.8100,-5.6750,2,1
546,0,3,2.869892,39.675037,0.902253,1.000000,5.114014,0.010000,0.665804,43.2696,45.8858,-7.8100,-5.6750,2,1
547,3,1,2.298978,39.699929,0.902943,1.000000,5.085205,0.010000,0.369160,43.2696,45.8858,-7.8100,-5.6750,2,1
548,0,3,2.501941,39.730852,0.902268,1.000000,5.099609,0.010000,0.617237,43.2696,45.8858,-7.8100,-5.6750,2,1
549,0,4,2.537257,39.811485,0.884699,1.000000,3.429626,0.010000,0.477802,43.2696,45.8858,-7.8100,-5.6750,2,1
550,0,5,2.474220,39.773252,0.902971,1.000000,5.142822,0.010000,0.525241,43.2696,45.8858,-7.8100,-5.6750,2,1
551,0,4,2.651855,39.349138,0.902534,1.000000,5.157227,0.010000,0.496375,43.2696,45.8858,-7.8100,-5.6750,2,1
552,0,5,2.536815,39.168016,0.902504,1.000000,5.114014,0.010000,0.510295,43.2696,45.8858,-7.8100,-5.6750,2,1
553,1,0,2.282466,39.298643,0.902901,1.000000,5.114014,0.010000,0.522735,43.2696,45.8858,-7.8100,-5.6750,2,1
554,1,1,2.398324,39.291610,0.902898,1.000000,5.114014,0.010000,0.419140,43.2696,45.8858,-7.8100,-5.6750,2,1
555,0,2,1.683136,39.287530,0.902746,1.000000,5.099609,0.010000,0.919533,43.2696,45.8858,-7.8100,-5.6750,2,1
556,1,6,2.644085,39.138783,0.902908,1.000000,5.157227,0.010000,0.661403,43.2696,45.8858,-7.8100,-5.6750,2,1
557,2,6,2.796924,39.073080,0.902442,1.000000,5.070801,0.010000,0.661051,43.2696,45.8858,-7.8100,-5.6750,2,1
558,1,6,2.717968,39.195816,0.902796,1.000000,5.142822,0.010000,0.646195,43.2696,45.8858,-7.8100,-5.6750,2,1
559,0,3,2.779844,39.254680,0.884468,1.000000,5.157227,0.010000,0.598747,43.2696,45.8858,-7.8100,-5.6750,2,1
560,1,0,2.193643,39.321097,0.884279,1.000000,5.099609,0.010000,0.499807,43.2696,45.8858,-7.8100,-5.6750,2,1
561,0,5,2.048997,39.451727,0.902368,1.000000,5.085205,0.010000,0.591083,43.2696,45.8858,-7.8100,-5.6750,2,1
562,0,5,2.546692,39.395483,0.902801,1.000000,5.070801,0.010000,0.588647,43.2696,45.8858,-7.8100,-5.6750,2,1
563,0,5,2.683624,39.225310,0.902846,1.000000,5.142822,0.010000,0.527222,43.2696,45.8858,-7.8100,-5.6750,2,1
564,2,6,2.468801,39.490031,0.902161,1.000000,5.070801,0.010000,0.316827,43.2696,45.8858,-7.8100,-5.6750,2,1
565,0,3,2.522417,39.587333,0.902721,1.000000,5.085205,0.010000,0.550960,43.2696,45.8858,-7.8100,-5.6750,2,1
566,0,4,2.289454,39.306264,0.902614,1.000000,5.142822,0.010000,0.564017,43.2696,45.8858,-7.8100,-5.6750,2,1
567,0,4,2.546139,39.191469,0.902541,1.000000,5.114014,0.010000,0.537488,43.2696,45.8858,-7.8100,-5.6750,2,1
568,0,4,2.208151,39.251466,0.902524,1.000000,5.114014,0.010000,0.563174,43.2696,45.8858,-7.8100,-5.6750,2,1
569,0,5,2.733989,39.192276,0.902202,1.000000,5.114014,0.010000,0.527671,43.2696,45.8858,-7.8100,-5.6750,2,1
570,0,3,2.522900,39.173534,0.884526,1.000000,5.128418,0.010000,0.545549,43.2696,45.8858,-7.8100,-5.6750,2,1
571,1,1,2.613970,39.269885,0.884548,1.000000,5.070801,0.010000,0.546195,43.2696,45.8858,-7.8100,-5.6750,2,1
572,0,3,2.517938,39.186465,0.902520,1.000000,5.085205,0.010000,0.579278,43.2696,45.8858,-7.8100,-5.6750,2,1
573,1,7,2.444441,39.364579,0.902748,1.000000,5.114014,0.010000,0.645501,43.2696,45.8858,-7.8100,-5.6750,2,1
574,0,4,2.456784,39.184745,0.902293,1.000000,5.099609,0.010000,0.546827,43.2696,45.8858,-7.8100,-5.6750,2,1
575,0,4,2.621020,39.264345,0.902522,1.000000,5.085205,0.010000,0.513074,43.2696,45.8858,-7.8100,-5.6750,2,1
576,0,3,2.658231,39.072632,0.902837,1.000000,5.099609,0.010000,0.523869,43.2696,45.8858,-7.8100,-5.6750,2,1
577,0,3,2.423461,38.871167,0.902910,1.000000,5.099609,0.010000,0.524457,43.2696,45.8858,-7.8100,-5.6750,2,1
578,1,7,2.739971,38.660876,0.902192,1.000000,5.099609,0.010000,0.675019,43.2696,45.8858,-7.8100,-5.6750,2,1
579,1,7,2.308523,38.536989,0.902379,1.000000,5.070801,0.010000,0.583233,43.2696,45.8858,-7.8100,-5.6750,2,1
580,0,3,2.389788,38.554770,0.902663,1.000000,5.085205,0.010000,0.619515,43.2696,45.8858,-7.8100,-5.6750,2,1
581,0,5,2.312115,38.662033,0.902875,1.000000,5.070801,0.010000,0.576961,43.2696,45.8858,-7.8100,-5.6750,2,1
582,3,2,2.676532,39.004670,0.902520,1.000000,5.099609,0.010000,1.127733,43.2696,45.8858,-7.8100,-5.6750,2,1
583,2,5,2.305998,39.255100,0.902180,1.000000,5.114014,0.010000,0.551891,43.2696,45.8858,-7.8100,-5.6750,2,1
584,0,5,2.764427,39.136379,0.902459,1.000000,5.099609,0.010000,0.643260,43.2696,45.8858,-7.8100,-5.6750,2,1
585,3,5,2.337492,38.834217,0.902590,1.000000,5.114014,0.010000,0.687063,43.2696,45.8858,-7.8100,-5.6750,2,1
586,1,0,2.472775,38.837507,0.902810,1.000000,5.142822,0.010000,0.595134,43.2696,45.8858,-7.8100,-5.6750,2,1
587,1,7,2.755413,38.767631,0.902939,1.000000,5.099609,0.010000,0.464057,43.2696,45.8858,-7.8100,-5.6750,2,1
588,3,2,1.932460,39.035505,0.902658,1.000000,5.085205,0.010000,1.075309,43.2696,45.8858,-7.8100,-5.6750,2,1
589,0,3,2.517208,39.019586,0.902983,1.000000,5.085205,0.010000,0.764858,43.2696,45.8858,-7.8100,-5.6750,2,1
590,1,7,2.632380,38.836648,0.902593,1.000000,5.099609,0.010000,0.485453,43.2696,45.8858,-7.8100,-5.6750,2,1
591,0,5,2.403179,38.912525,0.902619,1.000000,5.099609,0.010000,0.642821,43.2696,45.8858,-7.8100,-5.6750,2,1
592,2,5,2.571475,39.010003,0.902963,1.000000,4.739502,0.010000,0.649113,43.2696,45.8858,-7.8100,-5.6750,2,1
593,1,0,2.326366,38.573019,0.902702,1.000000,5.099609,0.010000,0.644194,43.2696,45.8858,-7.8100,-5.6750,2,1
594,0,3,2.388815,38.537891,0.903050,1.000000,5.128418,0.010000,0.786973,43.2696,45.8858,-7.8100,-5.6750,2,1
595,1,1,2.390070,38.634024,0.902221,1.000000,5.070801,0.010000,0.648502,43.2696,45.8858,-7.8100,-5.6750,2,1
596,1,1,2.507816,38.651446,0.902625,1.000000,5.085205,0.010000,0.629198,43.2696,45.8858,-7.8100,-5.6750,2,1
597,0,5,2.013852,38.486080,0.903173,1.000000,5.099609,0.010000,0.699385,43.2696,45.8858,-7.8100,-5.6750,2,1
598,0,5,2.572732,38.697569,0.902967,1.000000,5.114014,0.010000,0.680829,43.2696,45.8858,-7.8100,-5.6750,2,1
599,0,2,3.042040,38.410095,0.902988,1.000000,5.114014,0.010000,0.832614,43.2696,45.8858,-7.8100,-5.6750,2,1
600,2,6,2.400469,38.629150,0.902546,1.000000,5.128418,0.010000,0.573218,43.2696,45.8858,-7.8100,-5.6750,2,1
601,1,6,2.491830,38.712469,0.902140,1.000000,5.099609,0.010000,0.500669,43.2696,45.8858,-7.8100,-5.6750,2,1
602,2,6,2.743481,38.684177,0.902116,1.000000,5.070801,0.010000,0.503490,43.2696,45.8858,-7.8100,-5.6750,2,1
603,0,3,2.743926,38.546742,0.902383,1.000000,5.041992,0.010000,0.729356,43.2696,45.8858,-7.8100,-5.6750,2,1
604,3,1,2.358862,38.385186,0.902528,1.000000,5.085205,0.010000,0.653034,43.2696,45.8858,-7.8100,-5.6750,2,1
605,1,6,2.547244,38.075389,0.902869,1.000000,5.099609,0.010000,0.434937,43.2696,45.8858,-7.8100,-5.6750,2,1
606,1,0,1.825827,38.092663,0.902713,1.000000,5.114014,0.010000,0.999314,43.2696,45.8858,-7.8100,-5.6750,2,1
607,1,6,2.609560,38.054320,0.902756,1.000000,5.114014,0.010000,0.418655,43.2696,45.8858,-7.8100,-5.6750,2,1
608,3,2,1.860418,38.058940,0.902645,1.000000,5.085205,0.010000,0.930893,43.2696,45.8858,-7.8100,-5.6750,2,1
609,1,6,2.510982,38.250488,0.903087,1.000000,5.157227,0.010000,0.378722,43.2696,45.8858,-7.8100,-5.6750,2,1
610,2,6,2.701894,38.389254,0.902556,1.000000,5.070801,0.010000,0.344140,43.2696,45.8858,-7.8100,-5.6750,2,1
611,3,7,2.536399,38.322327,0.902679,1.000000,5.142822,0.010000,0.569943,43.2696,45.8858,-7.8100,-5.6750,2,1
612,0,4,2.561339,38.371201,0.902745,1.000000,5.157227,0.010000,0.633907,43.2696,45.8858,-7.8100,-5.6750,2,1
613,1,0,2.511707,38.246763,0.884549,1.000000,5.070801,0.010000,0.920710,43.2696,45.8858,-7.8100,-5.6750,2,1
614,0,4,2.130109,38.243526,0.902517,1.000000,5.099609,0.010000,0.918219,43.2696,45.8858,-7.8100,-5.6750,2,1
615,1,7,2.707117,38.248620,0.902713,1.000000,5.099609,0.010000,0.568769,43.2696,45.8858,-7.8100,-5.6750,2,1
